ID,Category,CategoryOfSequences_ru,FXY1,Title_ru,SubTitle_ru,FXY2,ElementName_ru,ElementDescription_ru,Note_ru,noteIDs,Status,translation_source
bufr4/3/10/001/1/301042,10,Категория 10 — Последовательности вертикального зондирования,310001,(спутниковые данные),,301042,"Указатель спутника, прибор, методика обработки данных, дата/время, местоположение",,,,Operational,PDF
bufr4/3/10/001/2/303031,10,Категория 10 — Последовательности вертикального зондирования,310001,(спутниковые данные),,303031,"Данные о значимости, суша/море, температура поверхностного слоя",,,,Operational,PDF
bufr4/3/10/001/3/303032,10,Категория 10 — Последовательности вертикального зондирования,310001,(спутниковые данные),,303032,Облака,,,,Operational,PDF
bufr4/3/10/001/4/101026,10,Категория 10 — Последовательности вертикального зондирования,310001,(спутниковые данные),,101026,Повторить 1 дескриптор 26 раз,,,,Operational,PDF
bufr4/3/10/001/5/303025,10,Категория 10 — Последовательности вертикального зондирования,310001,(спутниковые данные),,303025,Спутниковый канал и яркостная температура,,,,Operational,PDF
bufr4/3/10/002/1/301042,10,Категория 10 — Последовательности вертикального зондирования,310002,(Спутник — низкий уровень),,301042,"Указатель спутника, прибор, методика обработки данных, дата/время, местоположение",,,,Operational,PDF
bufr4/3/10/002/2/303031,10,Категория 10 — Последовательности вертикального зондирования,310002,(Спутник — низкий уровень),,303031,"Данные о значимости, суша/море, температура поверхностного слоя",,,,Operational,PDF
bufr4/3/10/002/3/303032,10,Категория 10 — Последовательности вертикального зондирования,310002,(Спутник — низкий уровень),,303032,Облака,,,,Operational,PDF
bufr4/3/10/002/4/101009,10,Категория 10 — Последовательности вертикального зондирования,310002,(Спутник — низкий уровень),,101009,Повторить 1 дескриптор 9 раз,,,,Operational,PDF
bufr4/3/10/002/5/303023,10,Категория 10 — Последовательности вертикального зондирования,310002,(Спутник — низкий уровень),,303023,Средняя температура по слою,,,,Operational,PDF
bufr4/3/10/003/1/301042,10,Категория 10 — Последовательности вертикального зондирования,310003,(Спутник — высокий уровень),,301042,"Указатель спутника, прибор, методика обработки данных, дата/время, местоположение",,,,Operational,PDF
bufr4/3/10/003/2/303031,10,Категория 10 — Последовательности вертикального зондирования,310003,(Спутник — высокий уровень),,303031,"Данные о значимости, суша/море, температура поверхностного слоя",,,,Operational,PDF
bufr4/3/10/003/3/303032,10,Категория 10 — Последовательности вертикального зондирования,310003,(Спутник — высокий уровень),,303032,Облака,,,,Operational,PDF
bufr4/3/10/003/4/101006,10,Категория 10 — Последовательности вертикального зондирования,310003,(Спутник — высокий уровень),,101006,Повторить 1 дескриптор 6 раз,,,,Operational,PDF
bufr4/3/10/003/5/303023,10,Категория 10 — Последовательности вертикального зондирования,310003,(Спутник — высокий уровень),,303023,Средняя температура по слою,,,,Operational,PDF
bufr4/3/10/004/1/301042,10,Категория 10 — Последовательности вертикального зондирования,310004,(Спутник — осаждаемая вода),,301042,"Указатель спутника, прибор, методика обработки данных, дата/время, местоположение",,,,Operational,PDF
bufr4/3/10/004/2/303031,10,Категория 10 — Последовательности вертикального зондирования,310004,(Спутник — осаждаемая вода),,303031,"Данные о значимости, суша/море, температура поверхностного слоя",,,,Operational,PDF
bufr4/3/10/004/3/303032,10,Категория 10 — Последовательности вертикального зондирования,310004,(Спутник — осаждаемая вода),,303032,Облака,,,,Operational,PDF
bufr4/3/10/004/4/101003,10,Категория 10 — Последовательности вертикального зондирования,310004,(Спутник — осаждаемая вода),,101003,Повторить 1 дескриптор 3 раза,,,,Operational,PDF
bufr4/3/10/004/5/303024,10,Категория 10 — Последовательности вертикального зондирования,310004,(Спутник — осаждаемая вода),,303024,Осаждаемая вода,,,,Operational,PDF
bufr4/3/10/005/1/301042,10,Категория 10 — Последовательности вертикального зондирования,310005,,,301042,"Указатель спутника, прибор, методика обработки данных, дата/время, местоположение",,,,Operational,PDF
bufr4/3/10/005/2/303031,10,Категория 10 — Последовательности вертикального зондирования,310005,,,303031,"Данные о значимости, суша/море, температура поверхностного слоя",,,,Operational,PDF
bufr4/3/10/005/3/303033,10,Категория 10 — Последовательности вертикального зондирования,310005,,,303033,Облака,,,,Operational,PDF
bufr4/3/10/005/4/101000,10,Категория 10 — Последовательности вертикального зондирования,310005,,,101000,Повторение с задержкой 1 дескриптора,,,,Operational,PDF
bufr4/3/10/005/5/031001,10,Категория 10 — Последовательности вертикального зондирования,310005,,,031001,Коэффициент повторения дескриптора с задержкой,,,,Operational,PDF
bufr4/3/10/005/6/303025,10,Категория 10 — Последовательности вертикального зондирования,310005,,,303025,Спутниковый канал и яркостная температура,,,,Operational,PDF
bufr4/3/10/006/1/301042,10,Категория 10 — Последовательности вертикального зондирования,310006,,,301042,"Указатель спутника, прибор, методика обработки данных, дата/время, местоположение",,,,Operational,PDF
bufr4/3/10/006/2/303031,10,Категория 10 — Последовательности вертикального зондирования,310006,,,303031,"Данные о значимости, суша/море, температура поверхностного слоя",,,,Operational,PDF
bufr4/3/10/006/3/303033,10,Категория 10 — Последовательности вертикального зондирования,310006,,,303033,Облака,,,,Operational,PDF
bufr4/3/10/006/4/101000,10,Категория 10 — Последовательности вертикального зондирования,310006,,,101000,Повторение с задержкой 1 дескриптора,,,,Operational,PDF
bufr4/3/10/006/5/031001,10,Категория 10 — Последовательности вертикального зондирования,310006,,,031001,Коэффициент повторения дескриптора с задержкой,,,,Operational,PDF
bufr4/3/10/006/6/303023,10,Категория 10 — Последовательности вертикального зондирования,310006,,,303023,Средняя температура по слою,,,,Operational,PDF
bufr4/3/10/007/1/301042,10,Категория 10 — Последовательности вертикального зондирования,310007,,,301042,"Указатель спутника, прибор, методика обработки данных, дата/время, местоположение",,,,Operational,PDF
bufr4/3/10/007/2/303031,10,Категория 10 — Последовательности вертикального зондирования,310007,,,303031,"Данные о значимости, суша/море, температура поверхностного слоя",,,,Operational,PDF
bufr4/3/10/007/3/303033,10,Категория 10 — Последовательности вертикального зондирования,310007,,,303033,Облака,,,,Operational,PDF
bufr4/3/10/007/4/101000,10,Категория 10 — Последовательности вертикального зондирования,310007,,,101000,Повторение с задержкой 1 дескриптора,,,,Operational,PDF
bufr4/3/10/007/5/031001,10,Категория 10 — Последовательности вертикального зондирования,310007,,,031001,Коэффициент повторения дескриптора с задержкой,,,,Operational,PDF
bufr4/3/10/007/6/303024,10,Категория 10 — Последовательности вертикального зондирования,310007,,,303024,Осаждаемая вода,,,,Operational,PDF
bufr4/3/10/008/1/310011,10,Категория 10 — Последовательности вертикального зондирования,310008,(Сводка с ATOVS HIRS),,310011,Параметры поля зрения ATOVS,,,,Operational,PDF
bufr4/3/10/008/2/101019,10,Категория 10 — Последовательности вертикального зондирования,310008,(Сводка с ATOVS HIRS),,101019,Повторить 1 дескриптор 19 раз,,,,Operational,PDF
