ID,FXY,ElementName_ru,CodeFigure,EntryName_ru,EntryName_sub1_ru,EntryName_sub2_ru,Note_ru,noteIDs,Status,translation_source
bufr4/0/33/002/0,033002,Информация о качестве,0,Точные данные,,,,,Operational,PDF
bufr4/0/33/002/1,033002,Информация о качестве,1,Сомнительные данные,,,,,Operational,PDF
bufr4/0/33/002/2,033002,Информация о качестве,2,Зарезервирована,,,,,Operational,PDF
bufr4/0/33/002/3,033002,Информация о качестве,3,Информация о качестве не сообщена,,,,,Operational,PDF
bufr4/0/33/003/0,033003,Информация о качестве,0,Точные данные,,,,,Operational,PDF
bufr4/0/33/003/1,033003,Информация о качестве,1,Слегка сомнительные данные,,,,,Operational,PDF
bufr4/0/33/003/2,033003,Информация о качестве,2,Очень сомнительные данные,,,,,Operational,PDF
bufr4/0/33/003/3,033003,Информация о качестве,3,Негодные к применению данные,,,,,Operational,PDF
bufr4/0/33/003/4-6,033003,Информация о качестве,4-6,Зарезервированы,,,,,Operational,PDF
bufr4/0/33/003/7,033003,Информация о качестве,7,Информация о качестве не сообщена,,,,,Operational,PDF
bufr4/0/33/005/1,033005,Информация о качестве (данные АМС),1,Автоматизированная проверка метеорологических данных отсутствует,,,,,Operational,PDF
bufr4/0/33/005/2,033005,Информация о качестве (данные АМС),2,Сомнительные данные о давлении,,,,,Operational,PDF
bufr4/0/33/005/3,033005,Информация о качестве (данные АМС),3,Сомнительные данные о ветре,,,,,Operational,PDF
bufr4/0/33/005/4,033005,Информация о качестве (данные АМС),4,Сомнительные данные о температуре воздуха,,,,,Operational,PDF
bufr4/0/33/005/5,033005,Информация о качестве (данные АМС),5,Сомнительные данные о температуре по смоченному термометру,,,,,Operational,PDF
bufr4/0/33/005/6,033005,Информация о качестве (данные АМС),6,Сомнительные данные о влажности,,,,,Operational,PDF
bufr4/0/33/005/7,033005,Информация о качестве (данные АМС),7,Сомнительные данные о температуре поверхности земли,,,,,Operational,PDF
bufr4/0/33/005/8,033005,Информация о качестве (данные АМС),8,Сомнительные данные о температуре почвы (глубина 1),,,,,Operational,PDF
bufr4/0/33/005/9,033005,Информация о качестве (данные АМС),9,Сомнительные данные о температуре почвы (глубина 2),,,,,Operational,PDF
bufr4/0/33/005/10,033005,Информация о качестве (данные АМС),10,Сомнительные данные о температуре почвы (глубина 3),,,,,Operational,PDF
bufr4/0/33/005/11,033005,Информация о качестве (данные АМС),11,Сомнительные данные о температуре почвы (глубина 4),,,,,Operational,PDF
bufr4/0/33/005/12,033005,Информация о качестве (данные АМС),12,Сомнительные данные о температуре почвы (глубина 5),,,,,Operational,PDF
bufr4/0/33/005/13,033005,Информация о качестве (данные АМС),13,Сомнительные данные об облачности,,,,,Operational,PDF
bufr4/0/33/005/14,033005,Информация о качестве (данные АМС),14,Сомнительные данные о видимости,,,,,Operational,PDF
bufr4/0/33/005/15,033005,Информация о качестве (данные АМС),15,Сомнительные данные о текущей погоде,,,,,Operational,PDF
bufr4/0/33/005/16,033005,Информация о качестве (данные АМС),16,Сомнительные данные о молниях,,,,,Operational,PDF
bufr4/0/33/005/17,033005,Информация о качестве (данные АМС),17,Сомнительные данные об отложении льда,,,,,Operational,PDF
bufr4/0/33/005/18,033005,Информация о качестве (данные АМС),18,Сомнительные данные об осадках,,,,,Operational,PDF
bufr4/0/33/005/19,033005,Информация о качестве (данные АМС),19,Сомнительные данные о состоянии поверхности земли,,,,,Operational,PDF
bufr4/0/33/005/20,033005,Информация о качестве (данные АМС),20,Сомнительные данные о снеге,,,,,Operational,PDF
bufr4/0/33/005/21,033005,Информация о качестве (данные АМС),21,Сомнительные данные о содержании воды,,,,,Operational,PDF
bufr4/0/33/005/22,033005,Информация о качестве (данные АМС),22,Сомнительные данные об испарении/суммарном испарении,,,,,Operational,PDF
bufr4/0/33/005/23,033005,Информация о качестве (данные АМС),23,Сомнительные данные о солнечном сиянии,,,,,Operational,PDF
bufr4/0/33/005/24-29,033005,Информация о качестве (данные АМС),24-29,Зарезервированы,,,,,Operational,PDF
bufr4/0/33/005/All-30,033005,Информация о качестве (данные АМС),Все 30,Отсутствующее значение,,,,,Operational,PDF
bufr4/0/33/006/0,033006,Информация о состоянии внутренних измерений (АМС),0,"Самопроверка проведена, никаких аномалий",,,,,Operational,PDF
bufr4/0/33/006/1,033006,Информация о состоянии внутренних измерений (АМС),1,"По меньшей мере одно предупреждение, никаких тревожных сообщений",,,,,Operational,PDF
bufr4/0/33/006/2,033006,Информация о состоянии внутренних измерений (АМС),2,По меньшей мере одно тревожное сообщение,,,,,Operational,PDF
bufr4/0/33/006/3,033006,Информация о состоянии внутренних измерений (АМС),3,Выход из строя датчика,,,,,Operational,PDF
bufr4/0/33/006/4-6,033006,Информация о состоянии внутренних измерений (АМС),4-6,Зарезервированы,,,,,Operational,PDF
bufr4/0/33/006/7,033006,Информация о состоянии внутренних измерений (АМС),7,Отсутствующее значение,,,,,Operational,PDF
bufr4/0/33/015/0,033015,Указатель проверки качества данных,0,Все проверки проведены,,,,,Operational,PDF
bufr4/0/33/015/1,033015,Указатель проверки качества данных,1,Проверка отсутствующих данных,,,,,Operational,PDF
bufr4/0/33/015/2,033015,Указатель проверки качества данных,2,Проверка спускающегося/повторно поднимающегося шара-зонда,,,,,Operational,PDF
bufr4/0/33/015/3,033015,Указатель проверки качества данных,3,Проверка вероятности данных (сверх пределов),,,,,Operational,PDF
bufr4/0/33/015/4,033015,Указатель проверки качества данных,4,Проверка вероятности данных (ниже пределов),,,,,Operational,PDF
bufr4/0/33/015/5,033015,Указатель проверки качества данных,5,Проверка сверхадиабатического градиента,,,,,Operational,PDF
bufr4/0/33/015/6,033015,Указатель проверки качества данных,6,Проверка ограничивающих углов,,,,,Operational,PDF
bufr4/0/33/015/7,033015,Указатель проверки качества данных,7,Проверка показателя подъема,,,,,Operational,PDF
bufr4/0/33/015/8,033015,Указатель проверки качества данных,8,Чрезмерное изменение по сравнению с предшествующим полетом,,,,,Operational,PDF
bufr4/0/33/015/9,033015,Указатель проверки качества данных,9,Общая проверка шара-зонда,,,,,Operational,PDF
bufr4/0/33/015/10,033015,Указатель проверки качества данных,10,Проверка скорости ветра,,,,,Operational,PDF
bufr4/0/33/015/11,033015,Указатель проверки качества данных,11,Проверка направления ветра,,,,,Operational,PDF
bufr4/0/33/015/12,033015,Указатель проверки качества данных,12,Проверка зависимости,,,,,Operational,PDF
bufr4/0/33/015/13,033015,Указатель проверки качества данных,13,"Данные действительны, но изменены",,,,,Operational,PDF
bufr4/0/33/015/14,033015,Указатель проверки качества данных,14,Проверка резко выделяющихся данных,,,,,Operational,PDF
bufr4/0/33/015/15-62,033015,Указатель проверки качества данных,15-62,Зарезервированы,,,,,Operational,PDF
bufr4/0/33/015/63,033015,Указатель проверки качества данных,63,Отсутствующее значение,,,,,Operational,PDF
bufr4/0/33/020/0,033020,Указание контроля качества значения последующей величины,0,Хорошее,,,,,Operational,PDF
bufr4/0/33/020/1,033020,Указание контроля качества значения последующей величины,1,Не соответствующее,,,,,Operational,PDF
bufr4/0/33/020/2,033020,Указание контроля качества значения последующей величины,2,Сомнительное,,,,,Operational,PDF
bufr4/0/33/020/3,033020,Указание контроля качества значения последующей величины,3,Неправильное,,,,,Operational,PDF
bufr4/0/33/020/4,033020,Указание контроля качества значения последующей величины,4,Не проверено,,,,,Operational,PDF
bufr4/0/33/020/5,033020,Указание контроля качества значения последующей величины,5,Изменено,,,,,Operational,PDF
bufr4/0/33/020/6,033020,Указание контроля качества значения последующей величины,6,Оцененное,,,,,Operational,PDF
bufr4/0/33/020/7,033020,Указание контроля качества значения последующей величины,7,Отсутствующее значение,,,,,Operational,PDF
bufr4/0/33/021/0,033021,Качество последующей величины,0,В рамках допустимого,,,,,Operational,PDF
bufr4/0/33/021/1,033021,Качество последующей величины,1,За пределами допустимого,,,,,Operational,PDF
bufr4/0/33/021/2,033021,Качество последующей величины,2,Зарезервирована,,,,,Operational,PDF
bufr4/0/33/021/3,033021,Качество последующей величины,3,Отсутствующее значение,,,,,Operational,PDF
bufr4/0/33/022/0,033022,Качество передачи спутником данных с буев,0,Хорошее (получен ряд одинаковых сводок),,,,,Operational,PDF
bufr4/0/33/022/1,033022,Качество передачи спутником данных с буев,1,Сомнительное (не получено одинаковых сводок),,,,,Operational,PDF
bufr4/0/33/022/2,033022,Качество передачи спутником данных с буев,2,Зарезервирована,,,,,Operational,PDF
bufr4/0/33/022/3,033022,Качество передачи спутником данных с буев,3,Отсутствующее значение,,,,,Operational,PDF
bufr4/0/33/023/0,033023,Качество местоположения буя,0,Надежное (местоположение определено за два прохода спутника),,,,,Operational,PDF
bufr4/0/33/023/1,033023,Качество местоположения буя,1,Последнеее известное (местоположение не определено за соответствующий проход спутника),,,,,Operational,PDF
bufr4/0/33/023/2,033023,Качество местоположения буя,2,Сомнительное (местоположение определено только за один проход; второе решение возможно в 5 % случаев),,,,,Operational,PDF
bufr4/0/33/023/3,033023,Качество местоположения буя,3,Отсутствующее значение,,,,,Operational,PDF
