ID,ClassNo,ClassName_ru,FXY,ElementName_ru,BUFR_Unit_ru,BUFR_Scale,BUFR_ReferenceValue,BUFR_DataWidth_Bits,CREX_Unit_ru,CREX_Scale,CREX_DataWidth_Char,Note_ru,noteIDs,Status,translation_source
bufr4/0/19/001,19,Синоптические характеристики в BUFR/CREX,019001,Тип синоптической характеристики,Кодовая таблица,0,0,6,Кодовая таблица,0,2,,,Operational,PDF
bufr4/0/19/002,19,Синоптические характеристики в BUFR/CREX,019002,Эффективный радиус синоптической характеристики,m,-2,0,12,m,-2,4,(см. примечание 1),138,Operational,PDF
bufr4/0/19/003,19,Синоптические характеристики в BUFR/CREX,019003,Порог скорости ветра,m/s,0,0,8,m/s,0,3,(см. примечание 2),99,Operational,PDF
bufr4/0/19/004,19,Синоптические характеристики в BUFR/CREX,019004,Эффективный радиус относительно скорости ветра выше пороговой величины,m,-2,0,12,m,-2,4,(см. примечание 2),99,Operational,PDF
bufr4/0/19/005,19,Синоптические характеристики в BUFR/CREX,019005,Направление перемещения синоптической характеристики,degree true,0,0,9,degree true,0,3,(см. примечание 3),73,Operational,PDF
bufr4/0/19/006,19,Синоптические характеристики в BUFR/CREX,019006,Скорость перемещения синоптической характеристики,m/s,2,0,14,m/s,2,5,(см. примечание 3),73,Operational,PDF
bufr4/0/19/007,19,Синоптические характеристики в BUFR/CREX,019007,Эффективный радиус синоптической характеристики,m,-3,0,12,m,-3,4,,,Operational,PDF
bufr4/0/19/008,19,Синоптические характеристики в BUFR/CREX,019008,Вертикальное распространение циркуляции,Кодовая таблица,0,0,3,Кодовая таблица,0,1,,,Operational,PDF
bufr4/0/19/009,19,Синоптические характеристики в BUFR/CREX,019009,Эффективный радиус относительно скорости ветра выше пороговой величины (большие штормы),m,-3,0,12,m,-3,4,,,Operational,PDF
bufr4/0/19/010,19,Синоптические характеристики в BUFR/CREX,019010,Метод отслеживания центра синоптической характеристики,Кодовая таблица,0,0,4,Кодовая таблица,0,2,,,Operational,PDF
bufr4/0/19/100,19,Синоптические характеристики в BUFR/CREX,019100,Временной интервал для расчета движения тропического циклона,Кодовая таблица,0,0,4,Кодовая таблица,0,2,,,Operational,PDF
bufr4/0/19/101,19,Синоптические характеристики в BUFR/CREX,019101,Точность местоположения центра тропического циклона,Кодовая таблица,0,0,4,Кодовая таблица,0,2,,,Operational,PDF
bufr4/0/19/102,19,Синоптические характеристики в BUFR/CREX,019102,Форма и определение глаза тропического циклона,Кодовая таблица,0,0,3,Кодовая таблица,0,1,,,Operational,PDF
bufr4/0/19/103,19,Синоптические характеристики в BUFR/CREX,019103,Диаметр основной оси глаза тропического циклона,Кодовая таблица,0,0,4,Кодовая таблица,0,2,,,Operational,PDF
bufr4/0/19/104,19,Синоптические характеристики в BUFR/CREX,019104,Изменение в характеристике глаза в течение 30 минут,Кодовая таблица,0,0,4,Кодовая таблица,0,2,,,Operational,PDF
bufr4/0/19/105,19,Синоптические характеристики в BUFR/CREX,019105,Расстояние между концом спиральной полосы и центром,Кодовая таблица,0,0,4,Кодовая таблица,0,2,,,Operational,PDF
bufr4/0/19/106,19,Синоптические характеристики в BUFR/CREX,019106,Идентификационный номер тропического циклона,Числовой,0,0,7,Числовой,0,3,,,Operational,PDF
bufr4/0/19/107,19,Синоптические характеристики в BUFR/CREX,019107,"Временной интервал, за который было рассчитано передвижение тропического циклона",Кодовая таблица,0,0,4,Кодовая таблица,0,2,,,Operational,PDF
bufr4/0/19/108,19,Синоптические характеристики в BUFR/CREX,019108,Точность географического положения тропического циклона,Кодовая таблица,0,0,3,Кодовая таблица,0,1,,,Operational,PDF
bufr4/0/19/109,19,Синоптические характеристики в BUFR/CREX,019109,Средний диаметр сплошной облачности тропического циклона,Кодовая таблица,0,0,4,Кодовая таблица,0,2,,,Operational,PDF
bufr4/0/19/110,19,Синоптические характеристики в BUFR/CREX,019110,Видимое изменение в интенсивности тропического циклона за 24 часа,Кодовая таблица,0,0,4,Кодовая таблица,0,2,,,Operational,PDF
bufr4/0/19/111,19,Синоптические характеристики в BUFR/CREX,019111,Номер текущей интенсивности (ТИ) тропического циклона,Числовой,1,0,7,Числовой,1,3,,,Operational,PDF
bufr4/0/19/112,19,Синоптические характеристики в BUFR/CREX,019112,Номер тропических данных (ТД) тропического циклона,Числовой,1,0,7,Числовой,1,3,,,Operational,PDF
bufr4/0/19/113,19,Синоптические характеристики в BUFR/CREX,019113,Тип системы облачности номера ТД,Кодовая таблица,0,0,4,Кодовая таблица,0,2,,,Operational,PDF
bufr4/0/19/114,19,Синоптические характеристики в BUFR/CREX,019114,Номер ожидаемой тропической модели (ОТМ) тропического циклона,Числовой,1,0,7,Числовой,1,3,,,Operational,PDF
bufr4/0/19/115,19,Синоптические характеристики в BUFR/CREX,019115,"Тенденция последнего 24-часового изменения (+: развитие, –: ослабление)",Числовой,1,-30,6,Числовой,1,2,,,Operational,PDF
bufr4/0/19/116,19,Синоптические характеристики в BUFR/CREX,019116,Номер тропической модели (ТМ) тропического циклона,Числовой,1,0,7,Числовой,1,3,,,Operational,PDF
