ID,Category,CategoryOfSequences_ru,FXY1,Title_ru,SubTitle_ru,FXY2,ElementName_ru,ElementDescription_ru,Note_ru,noteIDs,Status,translation_source
bufr4/3/12/001/1/301043,12,Категория 12 — Последовательности сводок по одному уровню,312001,(спутниковые данные),,301043,"Указатель спутника, метод расчета ветра, дата/время, местоположение",,,,Operational,PDF
bufr4/3/12/001/2/304001,12,Категория 12 — Последовательности сводок по одному уровню,312001,(спутниковые данные),,304001,"Давление на верхней границе облачности, температура, ветер",,,,Operational,PDF
bufr4/3/12/002/1/301043,12,Категория 12 — Последовательности сводок по одному уровню,312002,,,301043,"Указатель спутника, метод расчета ветра, дата/время, местоположение",,,,Operational,PDF
bufr4/3/12/002/2/304002,12,Категория 12 — Последовательности сводок по одному уровню,312002,,,304002,"Давление на верхней границе облачности, ветер",,,,Operational,PDF
bufr4/3/12/003/1/301042,12,Категория 12 — Последовательности сводок по одному уровню,312003,,,301042,"Указатель спутника, прибор, методика обработки данных, дата/время, местоположение",,,,Operational,PDF
bufr4/3/12/003/2/304003,12,Категория 12 — Последовательности сводок по одному уровню,312003,,,304003,Приземная температура,,,,Operational,PDF
bufr4/3/12/004/1/301042,12,Категория 12 — Последовательности сводок по одному уровню,312004,,,301042,"Указатель спутника, прибор, методика обработки данных, дата/время, местоположение",,,,Operational,PDF
bufr4/3/12/004/2/304004,12,Категория 12 — Последовательности сводок по одному уровню,312004,,,304004,"Давление на верхней границе облаков, облачный покров, температура",,,,Operational,PDF
bufr4/3/12/005/1/301042,12,Категория 12 — Последовательности сводок по одному уровню,312005,,,301042,"Указатель спутника, прибор, методика обработки данных, дата/время, местоположение",,,,Operational,PDF
bufr4/3/12/005/2/020014,12,Категория 12 — Последовательности сводок по одному уровню,312005,,,020014,Высота верхней границы облачности,,,,Operational,PDF
bufr4/3/12/006/1/301044,12,Категория 12 — Последовательности сводок по одному уровню,312006,,,301044,"Указатель спутника, метод расчета влажности, дата/ время, местоположение",,,,Operational,PDF
bufr4/3/12/006/2/304005,12,Категория 12 — Последовательности сводок по одному уровню,312006,,,304005,"Относительная влажность, средняя по слою",,,,Operational,PDF
bufr4/3/12/007/1/301042,12,Категория 12 — Последовательности сводок по одному уровню,312007,,,301042,"Указатель спутника, прибор, методика обработки данных, дата/время",,,,Operational,PDF
bufr4/3/12/007/2/304006,12,Категория 12 — Последовательности сводок по одному уровню,312007,,,304006,Радиация,,,,Operational,PDF
bufr4/3/12/010/1/001007,12,Категория 12 — Последовательности сводок по одному уровню,312010,"(Орбитальная информация, часть I)",,001007,Указатель спутника,,,,Operational,PDF
bufr4/3/12/010/2/005040,12,Категория 12 — Последовательности сводок по одному уровню,312010,"(Орбитальная информация, часть I)",,005040,Номер орбиты,,,,Operational,PDF
bufr4/3/12/010/3/002021,12,Категория 12 — Последовательности сводок по одному уровню,312010,"(Орбитальная информация, часть I)",,002021,"Данные о спутниковых приборах, используемые при обработке",,,,Operational,PDF
