ID,Category,CategoryOfSequences_ru,FXY1,Title_ru,SubTitle_ru,FXY2,ElementName_ru,ElementDescription_ru,Note_ru,noteIDs,Status,translation_source
bufr4/3/40/001/1/001007,40,Категория 40 — Дополнительные последовательности спутниковых сводок,340001,(Данные уровня 1с IASI),,001007,Указатель спутника,,,,Operational,PDF
bufr4/3/40/001/2/001031,40,Категория 40 — Дополнительные последовательности спутниковых сводок,340001,(Данные уровня 1с IASI),,001031,Идентификация центра-поставщика/производителя,,,,Operational,PDF
bufr4/3/40/001/3/002019,40,Категория 40 — Дополнительные последовательности спутниковых сводок,340001,(Данные уровня 1с IASI),,002019,Спутниковые приборы,,,,Operational,PDF
bufr4/3/40/001/4/002020,40,Категория 40 — Дополнительные последовательности спутниковых сводок,340001,(Данные уровня 1с IASI),,002020,Классификация спутников,,,,Operational,PDF
bufr4/3/40/001/5/004001,40,Категория 40 — Дополнительные последовательности спутниковых сводок,340001,(Данные уровня 1с IASI),,004001,Год,,,,Operational,PDF
bufr4/3/40/001/6/004002,40,Категория 40 — Дополнительные последовательности спутниковых сводок,340001,(Данные уровня 1с IASI),,004002,Месяц,,,,Operational,PDF
bufr4/3/40/001/7/004003,40,Категория 40 — Дополнительные последовательности спутниковых сводок,340001,(Данные уровня 1с IASI),,004003,День,,,,Operational,PDF
bufr4/3/40/001/8/004004,40,Категория 40 — Дополнительные последовательности спутниковых сводок,340001,(Данные уровня 1с IASI),,004004,Час,,,,Operational,PDF
bufr4/3/40/001/9/004005,40,Категория 40 — Дополнительные последовательности спутниковых сводок,340001,(Данные уровня 1с IASI),,004005,Минута,,,,Operational,PDF
bufr4/3/40/001/10/202131,40,Категория 40 — Дополнительные последовательности спутниковых сводок,340001,(Данные уровня 1с IASI),,202131,Изменить масштаб,Добавить 3 к шкале,,,Operational,PDF
bufr4/3/40/001/11/201138,40,Категория 40 — Дополнительные последовательности спутниковых сводок,340001,(Данные уровня 1с IASI),,201138,Изменить длину данных,Добавить 10 к длине,,,Operational,PDF
bufr4/3/40/001/12/004006,40,Категория 40 — Дополнительные последовательности спутниковых сводок,340001,(Данные уровня 1с IASI),,004006,Секунда,,,,Operational,PDF
