ID,ClassNo,ClassName_ru,FXY,ElementName_ru,BUFR_Unit_ru,BUFR_Scale,BUFR_ReferenceValue,BUFR_DataWidth_Bits,CREX_Unit_ru,CREX_Scale,CREX_DataWidth_Char,Note_ru,noteIDs,Status,translation_source
bufr4/0/20/001,20,Наблюдаемые явления в BUFR/CREX,020001,Горизонтальная видимость,m,-1,0,13,m,-1,4,,,Operational,PDF
bufr4/0/20/002,20,Наблюдаемые явления в BUFR/CREX,020002,Вертикальная видимость,m,-1,0,7,m,-1,3,,,Operational,PDF
bufr4/0/20/003,20,Наблюдаемые явления в BUFR/CREX,020003,Текущая погода,Кодовая таблица,0,0,9,Кодовая таблица,0,3,(см. примечание 1),172,Operational,PDF
bufr4/0/20/004,20,Наблюдаемые явления в BUFR/CREX,020004,Прошедшая погода (1),Кодовая таблица,0,0,5,Кодовая таблица,0,2,(см. примечание 2),171,Operational,PDF
bufr4/0/20/005,20,Наблюдаемые явления в BUFR/CREX,020005,Прошедшая погода (2),Кодовая таблица,0,0,5,Кодовая таблица,0,2,(см. примечание 2),171,Operational,PDF
bufr4/0/20/006,20,Наблюдаемые явления в BUFR/CREX,020006,Правила полетов,Кодовая таблица,0,0,3,Кодовая таблица,0,1,,,Operational,PDF
bufr4/0/20/008,20,Наблюдаемые явления в BUFR/CREX,020008,Распределение облачности для авиации,Кодовая таблица,0,0,5,Кодовая таблица,0,2,,,Operational,PDF
bufr4/0/20/009,20,Наблюдаемые явления в BUFR/CREX,020009,Общий указатель погоды (TAF/METAR),Кодовая таблица,0,0,4,Кодовая таблица,0,2,,,Operational,PDF
bufr4/0/20/010,20,Наблюдаемые явления в BUFR/CREX,020010,Облачность (общая),%,0,0,7,%,0,3,(см. примечание 5),20,Operational,PDF
bufr4/0/20/011,20,Наблюдаемые явления в BUFR/CREX,020011,Количество облаков,Кодовая таблица,0,0,4,Кодовая таблица,0,2,,,Operational,PDF
bufr4/0/20/012,20,Наблюдаемые явления в BUFR/CREX,020012,Тип облаков,Кодовая таблица,0,0,6,Кодовая таблица,0,2,,,Operational,PDF
bufr4/0/20/013,20,Наблюдаемые явления в BUFR/CREX,020013,Высота нижней границы облаков,m,-1,-40,11,m,-1,4,(см. примечание 6),170,Operational,PDF
bufr4/0/20/014,20,Наблюдаемые явления в BUFR/CREX,020014,Высота верхней границы облаков,m,-1,-40,11,m,-1,4,,,Operational,PDF
bufr4/0/20/015,20,Наблюдаемые явления в BUFR/CREX,020015,Давление на нижней границе облачности,Pa,-1,0,14,Pa,-1,5,,,Operational,PDF
bufr4/0/20/016,20,Наблюдаемые явления в BUFR/CREX,020016,Давление на верхней границе облаков,Pa,-1,0,14,Pa,-1,5,,,Operational,PDF
bufr4/0/20/017,20,Наблюдаемые явления в BUFR/CREX,020017,Описание вершины облаков,Кодовая таблица,0,0,4,Кодовая таблица,0,2,,,Operational,PDF
bufr4/0/20/018,20,Наблюдаемые явления в BUFR/CREX,020018,Тенденция дальности видимости на взлетно-посадочной полосе,Кодовая таблица,0,0,2,Кодовая таблица,0,1,,,Operational,PDF
bufr4/0/20/019,20,Наблюдаемые явления в BUFR/CREX,020019,Особые явления текущей или прогнозируемой погоды,CCITT IA5,0,0,72,Символ,0,9,(см. примечание 15),118,Operational,PDF
bufr4/0/20/020,20,Наблюдаемые явления в BUFR/CREX,020020,Особые явления недавней погоды,CCITT IA5,0,0,32,Символ,0,4,(см. примечание 15),118,Operational,PDF
bufr4/0/20/021,20,Наблюдаемые явления в BUFR/CREX,020021,Тип осадков,Таблица флагов,0,0,30,Таблица флагов,0,10,,,Operational,PDF
bufr4/0/20/022,20,Наблюдаемые явления в BUFR/CREX,020022,Характер осадков,Кодовая таблица,0,0,4,Кодовая таблица,0,2,,,Operational,PDF
bufr4/0/20/023,20,Наблюдаемые явления в BUFR/CREX,020023,Другие явления погоды,Таблица флагов,0,0,18,Таблица флагов,0,6,,,Operational,PDF
bufr4/0/20/024,20,Наблюдаемые явления в BUFR/CREX,020024,Интенсивность явления,Кодовая таблица,0,0,3,Кодовая таблица,0,1,,,Operational,PDF
bufr4/0/20/025,20,Наблюдаемые явления в BUFR/CREX,020025,"Явления, ухудшающие видимость",Таблица флагов,0,0,21,Таблица флагов,0,7,,,Operational,PDF
