ID,FXY,ElementName_ru,CodeFigure,EntryName_ru,EntryName_sub1_ru,EntryName_sub2_ru,Note_ru,noteIDs,Status,translation_source
bufr4/0/10/063/0,010063,Характеристика барической тенденции,0,"Рост, затем падение; атмосферное давление такое же или выше, чем 3 часа назад",,,,,Operational,PDF
bufr4/0/10/063/1,010063,Характеристика барической тенденции,1,"Рост, затем ровный ход; или рост, затем более слабый рост","Атмосферное давление выше, чем 3 часа назад",,,,Operational,PDF
bufr4/0/10/063/2,010063,Характеристика барической тенденции,2,Рост (равномерный или неравномерный),"Атмосферное давление выше, чем 3 часа назад",,,,Operational,PDF
bufr4/0/10/063/3,010063,Характеристика барической тенденции,3,"Падение или ровный ход, затем рост; затем более слабый рост","Атмосферное давление выше, чем 3 часа назад",,,,Operational,PDF
bufr4/0/10/063/4,010063,Характеристика барической тенденции,4,"Ровный ход; атмосферное давление такое же, как и 3 часа назад",,,,,Operational,PDF
bufr4/0/10/063/5,010063,Характеристика барической тенденции,5,"Падение, затем рост; атмосферное давление такое же или ниже, чем 3 часа назад",,,,,Operational,PDF
bufr4/0/10/063/6,010063,Характеристика барической тенденции,6,"Падение, затем ровный ход; или падение, затем более слабое падение","Атмосферное давление ниже, чем 3 часа назад",,,,Operational,PDF
bufr4/0/10/063/7,010063,Характеристика барической тенденции,7,Падение (равномерное или неравномерное),"Атмосферное давление ниже, чем 3 часа назад",,,,Operational,PDF
bufr4/0/10/063/8,010063,Характеристика барической тенденции,8,"Ровный ход или рост, затем падение; или падение, затем падение более сильное","Атмосферное давление ниже, чем 3 часа назад",,,,Operational,PDF
bufr4/0/10/063/9-14,010063,Характеристика барической тенденции,9-14,Зарезервированы,,,,,Operational,PDF
bufr4/0/10/063/15,010063,Характеристика барической тенденции,15,Отсутствующее значение,,,,,Operational,PDF
bufr4/0/10/064/0,010064,Крейсерский эшелон SIGMET,0,Дозвуковой,,,,,Operational,PDF
bufr4/0/10/064/1,010064,Крейсерский эшелон SIGMET,1,Околозвуковой,,,,,Operational,PDF
bufr4/0/10/064/2,010064,Крейсерский эшелон SIGMET,2,Сверхзвуковой,,,,,Operational,PDF
bufr4/0/10/064/3-6,010064,Крейсерский эшелон SIGMET,3-6,Зарезервированы,,,,,Operational,PDF
bufr4/0/10/064/7,010064,Крейсерский эшелон SIGMET,7,Отсутствующее значение,,,,,Operational,PDF
