ID,Category,CategoryOfSequences_ru,FXY1,Title_ru,SubTitle_ru,FXY2,ElementName_ru,ElementDescription_ru,Note_ru,noteIDs,Status,translation_source
bufr4/3/11/001/1/301051,11,Категория 11 — Последовательности сводок по одному уровню,311001,(традиционные данные),,301051,"Номер рейса, навигационная система, дата/время, местоположение, фаза полета",ASDAR,,,Operational,PDF
bufr4/3/11/001/2/007002,11,Категория 11 — Последовательности сводок по одному уровню,311001,(традиционные данные),,007002,Высота или абсолютная высота,,,,Operational,PDF
bufr4/3/11/001/3/012001,11,Категория 11 — Последовательности сводок по одному уровню,311001,(традиционные данные),,012001,Температура/температура воздуха,,,,Operational,PDF
bufr4/3/11/001/4/011001,11,Категория 11 — Последовательности сводок по одному уровню,311001,(традиционные данные),,011001,Направление ветра,,,,Operational,PDF
bufr4/3/11/001/5/011002,11,Категория 11 — Последовательности сводок по одному уровню,311001,(традиционные данные),,011002,Скорость ветра,,,,Operational,PDF
bufr4/3/11/001/6/011031,11,Категория 11 — Последовательности сводок по одному уровню,311001,(традиционные данные),,011031,Степень турбулентности,,,,Operational,PDF
bufr4/3/11/001/7/011032,11,Категория 11 — Последовательности сводок по одному уровню,311001,(традиционные данные),,011032,Высота нижней границы турбулентности,,,,Operational,PDF
bufr4/3/11/001/8/011033,11,Категория 11 — Последовательности сводок по одному уровню,311001,(традиционные данные),,011033,Высота верхней границы турбулентности,,,,Operational,PDF
bufr4/3/11/001/9/020041,11,Категория 11 — Последовательности сводок по одному уровню,311001,(традиционные данные),,020041,Обледенение фюзеляжа,,,,Operational,PDF
bufr4/3/11/002/1/301065,11,Категория 11 — Последовательности сводок по одному уровню,311002,(Сводки c ACARS),,301065,Идентификация ACARS,,,,Operational,PDF
bufr4/3/11/002/2/301066,11,Категория 11 — Последовательности сводок по одному уровню,311002,(Сводки c ACARS),,301066,Местоположение ACARS,,,,Operational,PDF
bufr4/3/11/002/3/311003,11,Категория 11 — Последовательности сводок по одному уровню,311002,(Сводки c ACARS),,311003,Стандартные сообщаемые параметры ACARS,,,,Operational,PDF
bufr4/3/11/002/4/311004,11,Категория 11 — Последовательности сводок по одному уровню,311002,(Сводки c ACARS),,311004,Дополнительные сообщаемые параметры ACARS,,,,Operational,PDF
bufr4/3/11/003/1/010070,11,Категория 11 — Последовательности сводок по одному уровню,311003,(Стандартные сообщаемые параметры ACARS),,010070,Указанная высота воздушного судна,,,,Operational,PDF
bufr4/3/11/003/2/011001,11,Категория 11 — Последовательности сводок по одному уровню,311003,(Стандартные сообщаемые параметры ACARS),,011001,Направление ветра,,,,Operational,PDF
