ID,FXY,ElementName_ru,CodeFigure,EntryName_ru,EntryName_sub1_ru,EntryName_sub2_ru,Note_ru,noteIDs,Status,translation_source
bufr4/0/22/056/0,022056,Направление профиля,0,"Профиль, направленный вверх",,,,,Operational,PDF
bufr4/0/22/056/1,022056,Направление профиля,1,"Профиль, направленный вниз",,,,,Operational,PDF
bufr4/0/22/056/2,022056,Направление профиля,2,Горизонтальный,,,,,Operational,PDF
bufr4/0/22/056/3,022056,Направление профиля,3,Отсутствующее значение,,,,,Operational,PDF
bufr4/0/22/060/0,022060,Состояние плавучего якоря дрейфующего буя Лагранжа,0,Плавучий якорь отсоединен,,,,,Operational,PDF
bufr4/0/22/060/1,022060,Состояние плавучего якоря дрейфующего буя Лагранжа,1,Плавучий якорь присоединен,,,,,Operational,PDF
bufr4/0/22/060/2,022060,Состояние плавучего якоря дрейфующего буя Лагранжа,2,Состояние неизвестно,,,,,Operational,PDF
bufr4/0/22/060/3-6,022060,Состояние плавучего якоря дрейфующего буя Лагранжа,3-6,Зарезервировано,,,,,Operational,PDF
bufr4/0/22/060/7,022060,Состояние плавучего якоря дрейфующего буя Лагранжа,7,Отсутствующее значение,,,,,Operational,PDF
bufr4/0/22/061/0,022061,Состояние моря,0,Штиль (спокойная поверхность),0,,,,Operational,PDF
bufr4/0/22/061/1,022061,Состояние моря,1,Штиль (рябь),"0 – 0,1",,,,Operational,PDF
bufr4/0/22/061/2,022061,Состояние моря,2,Небольшое волнение,"0,1 – 0,5",,,,Operational,PDF
bufr4/0/22/061/3,022061,Состояние моря,3,Слабое волнение,"0,5 – 1,25",,,,Operational,PDF
bufr4/0/22/061/4,022061,Состояние моря,4,Умеренное волнение,"1,25 – 2,5",,,,Operational,PDF
bufr4/0/22/061/5,022061,Состояние моря,5,Бурное волнение,"2,5 – 4",,,,Operational,PDF
bufr4/0/22/061/6,022061,Состояние моря,6,Очень бурное волнение,4 – 6,,,,Operational,PDF
bufr4/0/22/061/7,022061,Состояние моря,7,Высокое волнение,6 – 9,,,,Operational,PDF
bufr4/0/22/061/8,022061,Состояние моря,8,Очень высокое волнение,9 – 14,,,,Operational,PDF
bufr4/0/22/061/9,022061,Состояние моря,9,Исключительно сильное волнение,Свыше 14,,,,Operational,PDF
bufr4/0/22/061/10-14,022061,Состояние моря,10-14,Зарезервированы,,,,,Operational,PDF
bufr4/0/22/061/15,022061,Состояние моря,15,Отсутствующее значение,,,,,Operational,PDF
bufr4/0/22/067,022067,Тип прибора для измерений профиля температуры/солености воды,,(См. общую кодовую таблицу C–3),,,,,Operational,PDF
bufr4/0/22/068,022068,Типы регистраторов профиля температуры воды,,(См. общую кодовую таблицу C–4),,,,,Operational,PDF
bufr4/0/22/120/0,022120,Автоматизированный контроль уровня воды станцией наблюдения за приливами,0,Данные хорошего качества,,,,,Operational,PDF
bufr4/0/22/120/1,022120,Автоматизированный контроль уровня воды станцией наблюдения за приливами,1,Максимальный (высокий) предел уровня воды превышен,,,,,Operational,PDF
bufr4/0/22/120/2,022120,Автоматизированный контроль уровня воды станцией наблюдения за приливами,2,Минимальный (низкий) предел уровня воды превышен,,,,,Operational,PDF
bufr4/0/22/120/3,022120,Автоматизированный контроль уровня воды станцией наблюдения за приливами,3,Предел скорости изменения уровня воды превышен,,,,,Operational,PDF
bufr4/0/22/120/4,022120,Автоматизированный контроль уровня воды станцией наблюдения за приливами,4,Единообразный предел уровня воды превышен,,,,,Operational,PDF
bufr4/0/22/120/5,022120,Автоматизированный контроль уровня воды станцией наблюдения за приливами,5,Предел значения сообщенного уровня воды минус значение предсказанного уровня воды превышен,,,,,Operational,PDF
bufr4/0/22/120/6,022120,Автоматизированный контроль уровня воды станцией наблюдения за приливами,6,"Значение, сообщенное датчиком первичного уровня воды, минус значение датчика резервного уровня",,,,,Operational,PDF
bufr4/0/22/120/7,022120,Автоматизированный контроль уровня воды станцией наблюдения за приливами,7,Установленный доступ превышенного значения по отношению к предсказанному значению,,,,,Operational,PDF
bufr4/0/22/120/8,022120,Автоматизированный контроль уровня воды станцией наблюдения за приливами,8,Превышенные пределы (сигмы и/или выбросы) параметра обеспечения качества уровня воды,,,,,Operational,PDF
bufr4/0/22/120/9,022120,Автоматизированный контроль уровня воды станцией наблюдения за приливами,9,Температура моря вне предсказанного диапазона,,,,,Operational,PDF
bufr4/0/22/120/10,022120,Автоматизированный контроль уровня воды станцией наблюдения за приливами,10,Неудача многочисленных проверок качества (выше),,,,,Operational,PDF
bufr4/0/22/120/11,022120,Автоматизированный контроль уровня воды станцией наблюдения за приливами,11,Не осуществлено никакой автоматической проверки уровня воды,,,,,Operational,PDF
bufr4/0/22/120/12-30,022120,Автоматизированный контроль уровня воды станцией наблюдения за приливами,12-30,Зарезервированы,,,,,Operational,PDF
bufr4/0/22/120/31,022120,Автоматизированный контроль уровня воды станцией наблюдения за приливами,31,Отсутствующее значение,,,,,Operational,PDF
bufr4/0/22/121/0,022121,Ручной контроль уровня воды станцией наблюдения за приливами,0,Оперативный,,,,,Operational,PDF
bufr4/0/22/121/1,022121,Ручной контроль уровня воды станцией наблюдения за приливами,1,Возможная проблема закупорки или в противном случае ухудшение данных уровня воды,,,,,Operational,PDF
bufr4/0/22/121/2,022121,Ручной контроль уровня воды станцией наблюдения за приливами,2,Возможный перенос нулевой отметки,,,,,Operational,PDF
bufr4/0/22/121/3,022121,Ручной контроль уровня воды станцией наблюдения за приливами,3,Состояние датчика уровня воды неизвестно,,,,,Operational,PDF
bufr4/0/22/121/4,022121,Ручной контроль уровня воды станцией наблюдения за приливами,4,Предполагаемая или известная проблема с датчиком температуры моря,,,,,Operational,PDF
bufr4/0/22/121/5,022121,Ручной контроль уровня воды станцией наблюдения за приливами,5,Многочисленные возможные проблемы (выше),,,,,Operational,PDF
bufr4/0/22/121/6,022121,Ручной контроль уровня воды станцией наблюдения за приливами,6,Плохие данные — НЕ РАСПРОСТРАНЯТЬ!,,,,,Operational,PDF
bufr4/0/22/121/7,022121,Ручной контроль уровня воды станцией наблюдения за приливами,7,Не осуществлено никакого ручного контроля уровня воды,,,,,Operational,PDF
bufr4/0/22/121/8-30,022121,Ручной контроль уровня воды станцией наблюдения за приливами,8-30,Зарезервированы,,,,,Operational,PDF
bufr4/0/22/121/31,022121,Ручной контроль уровня воды станцией наблюдения за приливами,31,Отсутствующее значение,,,,,Operational,PDF
bufr4/0/22/122/0,022122,Автоматизированный контроль метеорологических данных станцией наблюдения за приливами,0,Данные хорошего качества от всех датчиков,,,,,Operational,PDF
bufr4/0/22/122/1,022122,Автоматизированный контроль метеорологических данных станцией наблюдения за приливами,1,Направление ветра вне допустимых пределов,,,,,Operational,PDF
bufr4/0/22/122/2,022122,Автоматизированный контроль метеорологических данных станцией наблюдения за приливами,2,Скорость ветра вне предсказанных пределов,,,,,Operational,PDF
bufr4/0/22/122/3,022122,Автоматизированный контроль метеорологических данных станцией наблюдения за приливами,3,Барометрическое давление вне предсказанных пределов,,,,,Operational,PDF
bufr4/0/22/122/4,022122,Автоматизированный контроль метеорологических данных станцией наблюдения за приливами,4,Температура воздуха вне предсказанных пределов,,,,,Operational,PDF
bufr4/0/22/122/5,022122,Автоматизированный контроль метеорологических данных станцией наблюдения за приливами,5,Многочисленные датчики не прошли проверку контроля качества,,,,,Operational,PDF
bufr4/0/22/122/6,022122,Автоматизированный контроль метеорологических данных станцией наблюдения за приливами,6,Не осуществлено никакого автоматического контроля метеорологических данных,,,,,Operational,PDF
bufr4/0/22/122/7-30,022122,Автоматизированный контроль метеорологических данных станцией наблюдения за приливами,7-30,Зарезервированы,,,,,Operational,PDF
bufr4/0/22/122/31,022122,Автоматизированный контроль метеорологических данных станцией наблюдения за приливами,31,Отсутствующее значение,,,,,Operational,PDF
bufr4/0/22/123/0,022123,Ручной контроль метеорологических данных станцией наблюдения за приливами,0,Оперативный,,,,,Operational,PDF
bufr4/0/22/123/1,022123,Ручной контроль метеорологических данных станцией наблюдения за приливами,1,Предполагаемая или известная проблема с датчиком ветра,,,,,Operational,PDF
bufr4/0/22/123/2,022123,Ручной контроль метеорологических данных станцией наблюдения за приливами,2,Предполагаемая или известная проблема с датчиком барометрического давления,,,,,Operational,PDF
bufr4/0/22/123/3,022123,Ручной контроль метеорологических данных станцией наблюдения за приливами,3,Предполагаемая или известная проблема с датчиком температуры воздуха,,,,,Operational,PDF
bufr4/0/22/123/4,022123,Ручной контроль метеорологических данных станцией наблюдения за приливами,4,Неизвестное состояние всех датчиков,,,,,Operational,PDF
bufr4/0/22/123/5,022123,Ручной контроль метеорологических данных станцией наблюдения за приливами,5,Предполагаемые или известные проблемы с многочисленными датчиками,,,,,Operational,PDF
bufr4/0/22/123/6,022123,Ручной контроль метеорологических данных станцией наблюдения за приливами,6,Плохие данные — НЕ РАСПРОСТРАНЯТЬ!,,,,,Operational,PDF
bufr4/0/22/123/7,022123,Ручной контроль метеорологических данных станцией наблюдения за приливами,7,Не осуществлено никакого ручного контроля метеорологических данных,,,,,Operational,PDF
