ID,FXY,ElementName_ru,CodeFigure,EntryName_ru,EntryName_sub1_ru,EntryName_sub2_ru,Note_ru,noteIDs,Status,translation_source
bufr4/0/31/021/0,031021,Значимость ассоциированного поля,0,Зарезервирована,,,,,Operational,PDF
bufr4/0/31/021/1,031021,Значимость ассоциированного поля,1,1-битовый индикатор качества,"0 = хорошо, 1 = сомнительно или плохо",,,,Operational,PDF
bufr4/0/31/021/2,031021,Значимость ассоциированного поля,2,2-битовый индикатор качества,"0 = хорошо, 1 = несколько сомнительно, 2 = в высшей степени сомнительно, 3 = плохо",,,,Operational,PDF
bufr4/0/31/021/3-5,031021,Значимость ассоциированного поля,3-5,Зарезервированы,,,,,Operational,PDF
bufr4/0/31/021/6,031021,Значимость ассоциированного поля,6,4-битовый указатель класса контроля качества в соответствии с ГТСПП,"0 = проверка не проводилась, 1 = правильное значение (прошло все проверки), 2 = вероятно хорошее, но значение не согласуется со статистическими данными (отличается от климатологических параметров), 3 = вероятно плохое (выброс, градиент, ... если прошло другие проверки), 4 = плохое значение, неприемлемое значение (не соответствует по масштабу, дает вертикальную нестабильность, выпадает постоянного профиля), 5 = значение изменено в ходе контроля качества, 6–7 = не используются (зарезервированы), 8 = интерполированное значение, 9 = отсутствующее значение",,,,Operational,PDF
bufr4/0/31/021/7,031021,Значимость ассоциированного поля,7,Процент достоверности,,,,,Operational,PDF
bufr4/0/31/021/8,031021,Значимость ассоциированного поля,8,"0 = отсутствие сомнительных данных, 1 = сомнительные данные, 2 = зарезервировано, 3 = информация не требуется",,,,,Operational,PDF
bufr4/0/31/021/9,031021,Значимость ассоциированного поля,9,"Статус вспомогательных данных: 0 = данные имеются, хорошего качества, сопоставленные; 1 = данные доступны, но пониженного качества и не используются; 2 = нет доступных сопоставленных в пространстве и времени данных; 3–14 = не используются (зарезервированы); 15 = отсутствующее значение",,,,,Operational,PDF
bufr4/0/31/021/10-20,031021,Значимость ассоциированного поля,10-20,Зарезервированы,,,,,Operational,PDF
bufr4/0/31/021/21,031021,Значимость ассоциированного поля,21,1-битовый индикатор коррекции,"0 = первоначальное значение, 1 = замененное/скорректированное значение",,(см. примечание 2),74,Operational,PDF
bufr4/0/31/021/22-62,031021,Значимость ассоциированного поля,22-62,Зарезервированы для местного использования,,,,,Operational,PDF
bufr4/0/31/021/63,031021,Значимость ассоциированного поля,63,Отсутствующее значение,,,,,Operational,PDF
bufr4/0/31/031/1,031031,Указатель наличия данных,1,"0 = Данные имеются, 1 = Данные отсутствуют",,,,,Operational,PDF
