ID,ClassNo,ClassName_ru,FXY,ElementName_ru,BUFR_Unit_ru,BUFR_Scale,BUFR_ReferenceValue,BUFR_DataWidth_Bits,CREX_Unit_ru,CREX_Scale,CREX_DataWidth_Char,Note_ru,noteIDs,Status,translation_source
bufr4/0/11/001,11,Ветер и турбулентность в BUFR/CREX,011001,Направление ветра,degree true,0,0,9,degree true,0,3,,,Operational,PDF
bufr4/0/11/002,11,Ветер и турбулентность в BUFR/CREX,011002,Скорость ветра,m/s,1,0,12,m/s,1,4,,,Operational,PDF
bufr4/0/11/003,11,Ветер и турбулентность в BUFR/CREX,011003,Компонента u,m/s,1,-4096,13,m/s,1,4,,,Operational,PDF
bufr4/0/11/004,11,Ветер и турбулентность в BUFR/CREX,011004,Компонента v,m/s,1,-4096,13,m/s,1,4,,,Operational,PDF
bufr4/0/11/005,11,Ветер и турбулентность в BUFR/CREX,011005,Компонента w,Pa/s,1,-512,10,Pa/s,1,4,,,Operational,PDF
bufr4/0/11/006,11,Ветер и турбулентность в BUFR/CREX,011006,Компонента w,m/s,2,-4096,13,m/s,2,4,,,Operational,PDF
bufr4/0/11/007,11,Ветер и турбулентность в BUFR/CREX,011007,"Относительное направление ветра (в градусах, относительно носа судна)",deg,0,0,9,deg,0,3,,,Operational,PDF
bufr4/0/11/008,11,Ветер и турбулентность в BUFR/CREX,011008,Относительная скорость ветра,m/s,1,0,12,m/s,1,4,,,Operational,PDF
bufr4/0/11/010,11,Ветер и турбулентность в BUFR/CREX,011010,"Направление ветра, связанное со скоростью ветра, которая следует",degree true,0,0,9,degree true,0,3,,,Operational,PDF
bufr4/0/11/011,11,Ветер и турбулентность в BUFR/CREX,011011,Направление ветра на высоте 10 м,degree true,0,0,9,degree true,0,3,,,Operational,PDF
bufr4/0/11/012,11,Ветер и турбулентность в BUFR/CREX,011012,Скорость ветра на высоте 10 м,m/s,1,0,12,m/s,1,4,,,Operational,PDF
bufr4/0/11/013,11,Ветер и турбулентность в BUFR/CREX,011013,Направление ветра на высоте 5 м,degree true,0,0,9,degree true,0,3,,,Operational,PDF
bufr4/0/11/014,11,Ветер и турбулентность в BUFR/CREX,011014,Скорость ветра на высоте 5 м,m/s,1,0,12,m/s,1,4,,,Operational,PDF
bufr4/0/11/016,11,Ветер и турбулентность в BUFR/CREX,011016,Экстремальное отклонение направления переменного ветра против часовой стрелки,degree true,0,0,9,degree true,0,3,,,Operational,PDF
bufr4/0/11/017,11,Ветер и турбулентность в BUFR/CREX,011017,Экстремальное отклонение направления переменного ветра против часовой стрелки,degree true,0,0,9,degree true,0,3,,,Operational,PDF
bufr4/0/11/019,11,Ветер и турбулентность в BUFR/CREX,011019,Постоянство ветра,%,0,0,7,%,0,3,(см. примечание 6),147,Operational,PDF
bufr4/0/11/021,11,Ветер и турбулентность в BUFR/CREX,011021,Относительная завихренность,/s,9,-65536,17,/s,9,6,,,Operational,PDF
bufr4/0/11/022,11,Ветер и турбулентность в BUFR/CREX,011022,Дивергенция,/s,9,-65536,17,/s,9,6,,,Operational,PDF
bufr4/0/11/023,11,Ветер и турбулентность в BUFR/CREX,011023,Потенциал скорости,m2/s,-2,-65536,17,m2/s,-2,6,,,Operational,PDF
bufr4/0/11/030,11,Ветер и турбулентность в BUFR/CREX,011030,Повышенная степень турбулентности,Кодовая таблица,0,0,6,Кодовая таблица,0,2,,,Operational,PDF
bufr4/0/11/031,11,Ветер и турбулентность в BUFR/CREX,011031,Степень турбулентности,Кодовая таблица,0,0,4,Кодовая таблица,0,2,,,Operational,PDF
bufr4/0/11/032,11,Ветер и турбулентность в BUFR/CREX,011032,Высота нижней границы турбулентности,m,-1,-40,16,m,-1,5,,,Operational,PDF
bufr4/0/11/033,11,Ветер и турбулентность в BUFR/CREX,011033,Высота верхней границы турбулентности,m,-1,-40,16,m,-1,5,,,Operational,PDF
bufr4/0/11/034,11,Ветер и турбулентность в BUFR/CREX,011034,Скорость вертикальных порывов ветра,m/s,1,-1024,11,m/s,1,4,,,Operational,PDF
bufr4/0/11/035,11,Ветер и турбулентность в BUFR/CREX,011035,Ускорение вертикальных порывов ветра,m s-2,2,-8192,14,m s-2,2,5,,,Operational,PDF
bufr4/0/11/036,11,Ветер и турбулентность в BUFR/CREX,011036,Максимальный производный эквивалент вертикальной скорости порыва ветра,m/s,1,0,10,m/s,1,4,,,Operational,PDF
bufr4/0/11/037,11,Ветер и турбулентность в BUFR/CREX,011037,Индекс турбулентности,Кодовая таблица,0,0,6,Кодовая таблица,0,2,,,Operational,PDF
bufr4/0/11/038,11,Ветер и турбулентность в BUFR/CREX,011038,Время наступления пиковой скорости вихревой диссипации,Кодовая таблица,0,0,5,Кодовая таблица,0,2,,,Operational,PDF
bufr4/0/11/039,11,Ветер и турбулентность в BUFR/CREX,011039,Расширенное время наступления пиковой скорости вихревой диссипации,Кодовая таблица,0,0,6,Кодовая таблица,0,2,,,Operational,PDF
bufr4/0/11/040,11,Ветер и турбулентность в BUFR/CREX,011040,Максимальная скорость ветра (средний ветер),m/s,1,0,12,m/s,1,4,,,Operational,PDF
bufr4/0/11/041,11,Ветер и турбулентность в BUFR/CREX,011041,Максимальная скорость ветра при порыве,m/s,1,0,12,m/s,1,4,,,Operational,PDF
bufr4/0/11/042,11,Ветер и турбулентность в BUFR/CREX,011042,Максимальная скорость ветра (средний ветер за 10 минут),m/s,1,0,12,m/s,1,4,,,Operational,PDF
bufr4/0/11/043,11,Ветер и турбулентность в BUFR/CREX,011043,Направление ветра при максимальном порыве,degree true,0,0,9,degree true,0,3,,,Operational,PDF
bufr4/0/11/044,11,Ветер и турбулентность в BUFR/CREX,011044,Направление среднего ветра для поверхности — 1 500 м (5 000 футов),degree true,0,0,9,degree true,0,3,,,Operational,PDF
bufr4/0/11/045,11,Ветер и турбулентность в BUFR/CREX,011045,Скорость среднего ветра для поверхности — 1 500 м (5 000 футов),m/s,1,0,12,m/s,1,4,,,Operational,PDF
bufr4/0/11/046,11,Ветер и турбулентность в BUFR/CREX,011046,Максимальная мгновенная скорость ветра,m/s,1,0,12,m/s,1,4,,,Operational,PDF
bufr4/0/11/047,11,Ветер и турбулентность в BUFR/CREX,011047,Максимальная мгновенная скорость ветра за 10 минут,m/s,1,0,12,m/s,1,4,,,Operational,PDF
bufr4/0/11/049,11,Ветер и турбулентность в BUFR/CREX,011049,Стандартное отклонение направления ветра,degree true,0,0,9,degree true,0,3,,,Operational,PDF
bufr4/0/11/050,11,Ветер и турбулентность в BUFR/CREX,011050,Стандартное отклонение горизонтальной скорости ветра,m/s,1,0,12,m/s,1,4,,,Operational,PDF
bufr4/0/11/051,11,Ветер и турбулентность в BUFR/CREX,011051,Стандартное отклонение вертикальной скорости ветра,m/s,1,0,8,m/s,1,3,,,Operational,PDF
bufr4/0/11/052,11,Ветер и турбулентность в BUFR/CREX,011052,Формальная погрешность в скорости ветра,m/s,2,0,13,m/s,2,5,,,Operational,PDF
