ID,ClassNo,ClassName_ru,FXY,ElementName_ru,BUFR_Unit_ru,BUFR_Scale,BUFR_ReferenceValue,BUFR_DataWidth_Bits,CREX_Unit_ru,CREX_Scale,CREX_DataWidth_Char,Note_ru,noteIDs,Status,translation_source
bufr4/0/24/001,24,Радиологические элементы в BUFR/CREX,024001,Количественная оценка выброса радиоактивности до указанного времени,Bq,-11,0,28,Bq,-11,9,,,Operational,PDF
bufr4/0/24/002,24,Радиологические элементы в BUFR/CREX,024002,Оценка максимального потенциального выброса,Bq,-11,0,28,Bq,-11,9,,,Operational,PDF
bufr4/0/24/003,24,Радиологические элементы в BUFR/CREX,024003,Состав выброса,Кодовая таблица,0,0,5,Кодовая таблица,0,2,,,Operational,PDF
bufr4/0/24/004,24,Радиологические элементы в BUFR/CREX,024004,Название элемента,CCITT IA5,0,0,16,Символ,0,2,,,Operational,PDF
bufr4/0/24/005,24,Радиологические элементы в BUFR/CREX,024005,Масса изотопа,Числовой,0,0,9,Числовой,0,3,,,Operational,PDF
bufr4/0/24/011,24,Радиологические элементы в BUFR/CREX,024011,Доза,mSv,2,0,32,mSv,2,10,,,Operational,PDF
bufr4/0/24/012,24,Радиологические элементы в BUFR/CREX,024012,Доза траектории (в определенном месте и в ожидаемое время прибытия),mSv,2,0,32,mSv,2,10,,,Operational,PDF
bufr4/0/24/013,24,Радиологические элементы в BUFR/CREX,024013,Гамма-доза в воздухе по основному маршруту переноса (определенное место и период времени),mSv,2,0,32,mSv,2,10,,,Operational,PDF
bufr4/0/24/014,24,Радиологические элементы в BUFR/CREX,024014,Уровень дозы гамма-излучения,nSv/h,1,0,14,nSv/h,1,4,(см. примечание 2),81,Operational,PDF
bufr4/0/24/021,24,Радиологические элементы в BUFR/CREX,024021,"Концентрация в воздухе (названного типа изотопа, включая суммарную бета-дозу)",Bq m-3,2,0,32,Bq m-3,2,10,,,Operational,PDF
bufr4/0/24/022,24,Радиологические элементы в BUFR/CREX,024022,Концентрация в осадках (названного типа изотопа),Bq/l,2,0,32,Bq/l,2,10,,,Operational,PDF
bufr4/0/24/023,24,Радиологические элементы в BUFR/CREX,024023,Интенсивность пульсации бета радиации,/s,1,0,14,/s,1,4,,,Operational,PDF
bufr4/0/24/024,24,Радиологические элементы в BUFR/CREX,024024,Интенсивность пульсации гамма радиации,/s,1,0,14,/s,1,4,,,Operational,PDF
