ID,Category,CategoryOfSequences_ru,FXY1,Title_ru,SubTitle_ru,FXY2,ElementName_ru,ElementDescription_ru,Note_ru,noteIDs,Status,translation_source
bufr4/3/18/001/1/301025,18,Категория 18 — Последовательности радиологических сводок,318001,,,301025,"Широта/долгота (низкая точность), день/время",,,,Operational,PDF
bufr4/3/18/001/2/024011,18,Категория 18 — Последовательности радиологических сводок,318001,,,024011,Доза,,,,Operational,PDF
bufr4/3/18/003/1/301026,18,Категория 18 — Последовательности радиологических сводок,318003,,,301026,"Широта/долгота (высокая точность), временной период (день, час, минута)",,,,Operational,PDF
bufr4/3/18/003/2/024005,18,Категория 18 — Последовательности радиологических сводок,318003,,,024005,Масса изотопа,,,,Operational,PDF
bufr4/3/18/003/3/024004,18,Категория 18 — Последовательности радиологических сводок,318003,,,024004,Название элемента,,,,Operational,PDF
bufr4/3/18/003/4/024021,18,Категория 18 — Последовательности радиологических сводок,318003,,,024021,"Концентрация в воздухе (названного типа изотопа, включая суммарную бета-дозу)",,,,Operational,PDF
bufr4/3/18/004/1/301025,18,Категория 18 — Последовательности радиологических сводок,318004,,,301025,"Широта/долгота (низкая точность), день/время",,,,Operational,PDF
bufr4/3/18/004/2/004023,18,Категория 18 — Последовательности радиологических сводок,318004,,,004023,Временной период или отклонение,,,,Operational,PDF
bufr4/3/18/004/3/013011,18,Категория 18 — Последовательности радиологических сводок,318004,,,013011,Общее количество осадков/общий водный эквивалент,,,,Operational,PDF
bufr4/3/18/004/4/024005,18,Категория 18 — Последовательности радиологических сводок,318004,,,024005,Масса изотопа,,,,Operational,PDF
bufr4/3/18/004/5/024004,18,Категория 18 — Последовательности радиологических сводок,318004,,,024004,Название элемента,,,,Operational,PDF
bufr4/3/18/004/6/024022,18,Категория 18 — Последовательности радиологических сводок,318004,,,024022,Концентрация в осадках (названного типа изотопа),,,,Operational,PDF
