ID,Category,CategoryOfSequences_ru,FXY1,Title_ru,SubTitle_ru,FXY2,ElementName_ru,ElementDescription_ru,Note_ru,noteIDs,Status,translation_source
bufr4/3/02/001/1/010004,02,Категория 02 — Метеорологические последовательности,302001,(Давление и его изменение за 3 часа),,010004,Давление,Уровень станции,,,Operational,PDF
bufr4/3/02/001/2/010051,02,Категория 02 — Метеорологические последовательности,302001,(Давление и его изменение за 3 часа),,010051,"Давление, приведенное к среднему уровню моря",,,,Operational,PDF
bufr4/3/02/001/3/010061,02,Категория 02 — Метеорологические последовательности,302001,(Давление и его изменение за 3 часа),,010061,Изменение давления за 3 часа,,,,Operational,PDF
bufr4/3/02/001/4/010063,02,Категория 02 — Метеорологические последовательности,302001,(Давление и его изменение за 3 часа),,010063,Характеристика барической тенденции,,,,Operational,PDF
bufr4/3/02/002/1/010004,02,Категория 02 — Метеорологические последовательности,302002,(Высотная станция),,010004,Давление,Уровень станции,,,Operational,PDF
bufr4/3/02/002/2/007004,02,Категория 02 — Метеорологические последовательности,302002,(Высотная станция),,007004,Давление,Уровень давления,,,Operational,PDF
bufr4/3/02/002/3/010003,02,Категория 02 — Метеорологические последовательности,302002,(Высотная станция),,010003,Геопотенциал,Уровень давления,,,Operational,PDF
bufr4/3/02/002/4/010061,02,Категория 02 — Метеорологические последовательности,302002,(Высотная станция),,010061,Изменение давления за 3 часа,,,,Operational,PDF
bufr4/3/02/002/5/010063,02,Категория 02 — Метеорологические последовательности,302002,(Высотная станция),,010063,Характеристика барической тенденции,,,,Operational,PDF
bufr4/3/02/003/1/011011,02,Категория 02 — Метеорологические последовательности,302003,"(Ветер, температура, влажность, видимость, погода)",,011011,Направление ветра на высоте 10 м,,,,Operational,PDF
bufr4/3/02/003/2/011012,02,Категория 02 — Метеорологические последовательности,302003,"(Ветер, температура, влажность, видимость, погода)",,011012,Скорость ветра на высоте 10 м,,,,Operational,PDF
bufr4/3/02/003/3/012004,02,Категория 02 — Метеорологические последовательности,302003,"(Ветер, температура, влажность, видимость, погода)",,012004,Температура воздуха на высоте 2 м,,,,Operational,PDF
bufr4/3/02/003/4/012006,02,Категория 02 — Метеорологические последовательности,302003,"(Ветер, температура, влажность, видимость, погода)",,012006,Температура точки росы на высоте 2 м,,,,Operational,PDF
bufr4/3/02/003/5/013003,02,Категория 02 — Метеорологические последовательности,302003,"(Ветер, температура, влажность, видимость, погода)",,013003,Относительная влажность,,,,Operational,PDF
bufr4/3/02/003/6/020001,02,Категория 02 — Метеорологические последовательности,302003,"(Ветер, температура, влажность, видимость, погода)",,020001,Горизонтальная видимость,,,,Operational,PDF
bufr4/3/02/003/7/020003,02,Категория 02 — Метеорологические последовательности,302003,"(Ветер, температура, влажность, видимость, погода)",,020003,Текущая погода,,,,Operational,PDF
