ID,ClassNo,ClassName_ru,FXY,ElementName_ru,BUFR_Unit_ru,BUFR_Scale,BUFR_ReferenceValue,BUFR_DataWidth_Bits,CREX_Unit_ru,CREX_Scale,CREX_DataWidth_Char,Note_ru,noteIDs,Status,translation_source
bufr4/0/03/001,03,Приборное обеспечение в BUFR/CREX,003001,Тип станции приземных наблюдений,Кодовая таблица,0,0,5,Кодовая таблица,0,2,,,Operational,PDF
bufr4/0/03/003,03,Приборное обеспечение в BUFR/CREX,003003,Защитный корпус термометра/гигрометра,Кодовая таблица,0,0,4,Кодовая таблица,0,2,,,Operational,PDF
bufr4/0/03/004,03,Приборное обеспечение в BUFR/CREX,003004,Тип метеорологической будки/навеса/ радиационного экрана,Кодовая таблица,0,0,4,Кодовая таблица,0,2,,,Operational,PDF
bufr4/0/03/005,03,Приборное обеспечение в BUFR/CREX,003005,Горизонтальная ширина метеорологической будки или экрана (x),m,3,0,16,m,3,5,,,Operational,PDF
bufr4/0/03/006,03,Приборное обеспечение в BUFR/CREX,003006,Горизонтальная глубина метеорологической будки или экрана (y),m,3,0,16,m,3,5,,,Operational,PDF
bufr4/0/03/007,03,Приборное обеспечение в BUFR/CREX,003007,Вертикальная высота метеорологической будки или экрана (z),m,3,0,16,m,3,5,,,Operational,PDF
bufr4/0/03/008,03,Приборное обеспечение в BUFR/CREX,003008,Искусственно вентилируемая метеорологическая будка или экран,Кодовая таблица,0,0,3,Кодовая таблица,0,1,,,Operational,PDF
bufr4/0/03/009,03,Приборное обеспечение в BUFR/CREX,003009,Количество искусственной вентиляции на момент снятия показаний,m/s,1,0,9,m/s,1,3,,,Operational,PDF
bufr4/0/03/010,03,Приборное обеспечение в BUFR/CREX,003010,Метод измерения морского/водного течения,Кодовая таблица,0,0,4,Кодовая таблица,0,2,,,Operational,PDF
bufr4/0/03/011,03,Приборное обеспечение в BUFR/CREX,003011,Метод расчета глубины,Кодовая таблица,0,0,2,Кодовая таблица,0,1,,,Operational,PDF
bufr4/0/03/012,03,Приборное обеспечение в BUFR/CREX,003012,Тип прибора/датчик для измерения растворенного кислорода,Кодовая таблица,0,0,4,Кодовая таблица,0,2,,,Operational,PDF
bufr4/0/03/016,03,Приборное обеспечение в BUFR/CREX,003016,Расположение дорожных датчиков,Кодовая таблица,0,0,4,Кодовая таблица,0,2,,,Operational,PDF
bufr4/0/03/017,03,Приборное обеспечение в BUFR/CREX,003017,Расширенный тип станции,Таблица флагов,0,0,6,Таблица флагов,0,2,,,Operational,PDF
bufr4/0/03/018,03,Приборное обеспечение в BUFR/CREX,003018,Тип дороги,Кодовая таблица,0,0,5,Кодовая таблица,0,2,,,Operational,PDF
bufr4/0/03/019,03,Приборное обеспечение в BUFR/CREX,003019,Тип конструкции,Кодовая таблица,0,0,4,Кодовая таблица,0,2,,,Operational,PDF
bufr4/0/03/020,03,Приборное обеспечение в BUFR/CREX,003020,Материал для защитного корпуса термометра/ гигрометра,Кодовая таблица,0,0,3,Кодовая таблица,0,1,,,Operational,PDF
bufr4/0/03/021,03,Приборное обеспечение в BUFR/CREX,003021,Нагревание гигрометра,Кодовая таблица,0,0,2,Кодовая таблица,0,1,,,Operational,PDF
bufr4/0/03/022,03,Приборное обеспечение в BUFR/CREX,003022,Владелец прибора,Кодовая таблица,0,0,3,Кодовая таблица,0,1,,,Operational,PDF
bufr4/0/03/023,03,Приборное обеспечение в BUFR/CREX,003023,Конфигурация жалюзи для метеорологической будки термометра/гигрометра,Кодовая таблица,0,0,3,Кодовая таблица,0,1,,,Operational,PDF
bufr4/0/03/024,03,Приборное обеспечение в BUFR/CREX,003024,Психрометрический коэффициент,K-1,6,0,10,K-1,6,3,,,Operational,PDF
bufr4/0/03/025,03,Приборное обеспечение в BUFR/CREX,003025,Размер района оценки поперек трассы,m,0,5000,16,m,0,5,,,Operational,PDF
bufr4/0/03/026,03,Приборное обеспечение в BUFR/CREX,003026,Размер района оценки вдоль трассы,m,0,5000,16,m,0,5,,,Operational,PDF
bufr4/0/03/027,03,Приборное обеспечение в BUFR/CREX,003027,Тип подвески шара-зонда,Кодовая таблица,0,0,4,Кодовая таблица,0,2,,,Operational,PDF
bufr4/0/03/028,03,Приборное обеспечение в BUFR/CREX,003028,Метод измерения водного эквивалента снега,Кодовая таблица,0,0,6,Кодовая таблица,0,2,,,Operational,PDF
