ID,FXY,ElementName_ru,CodeFigure,EntryName_ru,EntryName_sub1_ru,EntryName_sub2_ru,Note_ru,noteIDs,Status,translation_source
bufr4/0/04/059/1,004059,"Сроки наблюдений, использованные для вычисления сообщённых средних значений",1,00:00 ВСВ,,,,,Operational,PDF
bufr4/0/04/059/2,004059,"Сроки наблюдений, использованные для вычисления сообщённых средних значений",2,06:00 ВСВ,,,,,Operational,PDF
bufr4/0/04/059/3,004059,"Сроки наблюдений, использованные для вычисления сообщённых средних значений",3,12:00 ВСВ,,,,,Operational,PDF
bufr4/0/04/059/4,004059,"Сроки наблюдений, использованные для вычисления сообщённых средних значений",4,18:00 ВСВ,,,,,Operational,PDF
bufr4/0/04/059/5,004059,"Сроки наблюдений, использованные для вычисления сообщённых средних значений",5,Другие сроки,,,,,Operational,PDF
bufr4/0/04/059/All-6,004059,"Сроки наблюдений, использованные для вычисления сообщённых средних значений",Все 6,Отсутствующее значение,,,,,Operational,PDF
bufr4/0/04/080/0,004080,Период усреднения для следующего значения,0,Точечные величины,,,,,Operational,PDF
bufr4/0/04/080/1,004080,Период усреднения для следующего значения,1,Менее 15 минут,,,,,Operational,PDF
bufr4/0/04/080/2,004080,Период усреднения для следующего значения,2,От 15 до 45 минут,,,,,Operational,PDF
bufr4/0/04/080/3,004080,Период усреднения для следующего значения,3,Более 45 минут,,,,,Operational,PDF
bufr4/0/04/080/4-8,004080,Период усреднения для следующего значения,4-8,Зарезервированы,,,,,Operational,PDF
bufr4/0/04/080/9,004080,Период усреднения для следующего значения,9,Данные отсутствуют,,,,,Operational,PDF
bufr4/0/04/080/10-14,004080,Период усреднения для следующего значения,10-14,Не используются,,,,,Operational,PDF
bufr4/0/04/080/15,004080,Период усреднения для следующего значения,15,Отсутствующее значение,,,,,Operational,PDF
