ID,FXY,ElementName_ru,CodeFigure,EntryName_ru,EntryName_sub1_ru,EntryName_sub2_ru,Note_ru,noteIDs,Status,translation_source
bufr4/0/02/001/0,002001,Тип станции,0,Автоматическая станция,,,,,Operational,PDF
bufr4/0/02/001/1,002001,Тип станции,1,Станция с персоналом,,,,,Operational,PDF
bufr4/0/02/001/2,002001,Тип станции,2,"Станция смешанного типа: и с персоналом, и автоматическая",,,,,Operational,PDF
bufr4/0/02/001/3,002001,Тип станции,3,Отсутствующее значение,,,,,Operational,PDF
bufr4/0/02/002/1,002002,Тип приборного обеспечения для измерения ветра,1,Сертифицированные приборы,,,,,Operational,PDF
bufr4/0/02/002/2,002002,Тип приборного обеспечения для измерения ветра,2,Первоначально измеряемые в узлах ч -1,,,,,Operational,PDF
bufr4/0/02/002/3,002002,Тип приборного обеспечения для измерения ветра,3,Первоначально измеряемые в км · ч,,,,,Operational,PDF
bufr4/0/02/002/All-4,002002,Тип приборного обеспечения для измерения ветра,Все 4,Отсутствующее значение,,,,,Operational,PDF
bufr4/0/02/003/0,002003,Тип используемого измерительного оборудования,0,"Прибор измерения давления, связанный с оборудованием измерения ветра",,,,,Operational,PDF
bufr4/0/02/003/1,002003,Тип используемого измерительного оборудования,1,Оптический теодолит,,,,,Operational,PDF
bufr4/0/02/003/2,002003,Тип используемого измерительного оборудования,2,Радиотеодолит,,,,,Operational,PDF
bufr4/0/02/003/3,002003,Тип используемого измерительного оборудования,3,Радиолокатор,,,,,Operational,PDF
bufr4/0/02/003/4,002003,Тип используемого измерительного оборудования,4,VLF-Омега,,,,,Operational,PDF
bufr4/0/02/003/5,002003,Тип используемого измерительного оборудования,5,Loran-C,,,,,Operational,PDF
bufr4/0/02/003/6,002003,Тип используемого измерительного оборудования,6,Профилометр ветра,,,,,Operational,PDF
bufr4/0/02/003/7,002003,Тип используемого измерительного оборудования,7,Спутниковая навигация,,,,,Operational,PDF
bufr4/0/02/003/8,002003,Тип используемого измерительного оборудования,8,Система радиоакустического зондирования (РАСС),,,,,Operational,PDF
bufr4/0/02/003/9,002003,Тип используемого измерительного оборудования,9,Содар,,,,,Operational,PDF
bufr4/0/02/003/10,002003,Тип используемого измерительного оборудования,10,Лидар,,,,,Operational,PDF
bufr4/0/02/003/11-13,002003,Тип используемого измерительного оборудования,11-13,Зарезервированы,,,,,Operational,PDF
bufr4/0/02/003/14,002003,Тип используемого измерительного оборудования,14,"Прибор измерения давления, связанный с оборудованием измерения ветра, но элемент давления отказал во время запуска",,,,,Operational,PDF
bufr4/0/02/003/15,002003,Тип используемого измерительного оборудования,15,Отсутствующее значение,,,,,Operational,PDF
bufr4/0/02/004/0,002004,"Тип приборов для измерения испарения или вид сельскохозяйственной культуры, по которой сообщаются данные об эвапотранспирации Прибор или вид сельскохозяйственной культуры Тип данных",0,Испаритель США с испарительным сосудом (без крышки),Испарение,,,,Operational,PDF
bufr4/0/02/004/1,002004,"Тип приборов для измерения испарения или вид сельскохозяйственной культуры, по которой сообщаются данные об эвапотранспирации Прибор или вид сельскохозяйственной культуры Тип данных",1,Испаритель США с испарительным сосудом (с сеткой),Испарение,,,,Operational,PDF
