ID,ClassNo,ClassName_ru,FXY,ElementName_ru,BUFR_Unit_ru,BUFR_Scale,BUFR_ReferenceValue,BUFR_DataWidth_Bits,CREX_Unit_ru,CREX_Scale,CREX_DataWidth_Char,Note_ru,noteIDs,Status,translation_source
bufr4/0/40/001,40,Спутниковые данные в BUFR/CREX,040001,Влажность поверхности почвы (мс),%,1,0,10,%,1,4,,,Operational,PDF
bufr4/0/40/002,40,Спутниковые данные в BUFR/CREX,040002,Расчетная ошибка во влажности поверхности почвы,%,1,0,10,%,1,4,,,Operational,PDF
bufr4/0/40/003,40,Спутниковые данные в BUFR/CREX,040003,Средняя влажность поверхности почвы,Числовой,3,0,10,Числовой,3,4,,,Operational,PDF
bufr4/0/40/004,40,Спутниковые данные в BUFR/CREX,040004,Обнаружение выпадения дождевых осадков,Числовой,3,0,10,Числовой,3,4,,,Operational,PDF
bufr4/0/40/005,40,Спутниковые данные в BUFR/CREX,040005,Флаг коррекции влажности почвы,Таблица флагов,0,0,8,Таблица флагов,0,3,,,Operational,PDF
bufr4/0/40/006,40,Спутниковые данные в BUFR/CREX,040006,Флаг обработки влажности почвы,Таблица флагов,0,0,16,Таблица флагов,0,6,,,Operational,PDF
bufr4/0/40/007,40,Спутниковые данные в BUFR/CREX,040007,Качество влажности почвы,%,1,0,10,%,1,4,,,Operational,PDF
bufr4/0/40/008,40,Спутниковые данные в BUFR/CREX,040008,Доля замерзшей поверхности суши,%,1,0,10,%,1,4,,,Operational,PDF
bufr4/0/40/009,40,Спутниковые данные в BUFR/CREX,040009,Доля затопленных и заболоченных территорий,%,1,0,10,%,1,4,,,Operational,PDF
bufr4/0/40/010,40,Спутниковые данные в BUFR/CREX,040010,Топографическая сложность,%,1,0,10,%,1,4,,,Operational,PDF
bufr4/0/40/011,40,Спутниковые данные в BUFR/CREX,040011,Флаг интерполяции,Таблица флагов,0,0,8,Таблица флагов,0,3,,,Operational,PDF
bufr4/0/40/012,40,Спутниковые данные в BUFR/CREX,040012,Флаг качества данных радиометра,Таблица флагов,0,0,8,Таблица флагов,0,3,,,Operational,PDF
bufr4/0/40/013,40,Спутниковые данные в BUFR/CREX,040013,"Флаг интерпретации яркостной температуры, измеренной с помощью радиометра",Кодовая таблица,0,0,3,Кодовая таблица,0,1,,,Operational,PDF
bufr4/0/40/014,40,Спутниковые данные в BUFR/CREX,040014,Поправка на высокочастотные колебания топографии поверхности моря,m,4,-3000,13,m,4,4,,,Operational,PDF
bufr4/0/40/015,40,Спутниковые данные в BUFR/CREX,040015,Стандартизованный индекс различий растительного покрова (НДВИ),Числовой,2,-100,8,Числовой,2,3,,,Operational,PDF
bufr4/0/40/016,40,Спутниковые данные в BUFR/CREX,040016,Остаточное СКО в полосе частот,Числовой,3,0,14,Числовой,3,5,,,Operational,PDF
bufr4/0/40/017,40,Спутниковые данные в BUFR/CREX,040017,Ненормализованная величина основного компонента,Числовой,0,-1073741824,31,Числовой,0,10,,,Operational,PDF
