ID,FXY,ElementName_ru,CodeFigure,EntryName_ru,EntryName_sub1_ru,EntryName_sub2_ru,Note_ru,noteIDs,Status,translation_source
bufr4/0/19/001/0,019001,Тип синоптической характеристики,0,Депрессия или область низкого давления (внетропическая),,,,,Operational,PDF
bufr4/0/19/001/1,019001,Тип синоптической характеристики,1,Тропическая депрессия,,,,,Operational,PDF
bufr4/0/19/001/2,019001,Тип синоптической характеристики,2,Тропический шторм,,,,,Operational,PDF
bufr4/0/19/001/3,019001,Тип синоптической характеристики,3,Сильный тропический шторм,,,,,Operational,PDF
bufr4/0/19/001/4,019001,Тип синоптической характеристики,4,Тайфун,,,,,Operational,PDF
bufr4/0/19/001/5-9,019001,Тип синоптической характеристики,5-9,Зарезервированы,,,,,Operational,PDF
bufr4/0/19/001/10,019001,Тип синоптической характеристики,10,Пыльная/песчаная буря,,,,,Operational,PDF
bufr4/0/19/001/11-62,019001,Тип синоптической характеристики,11-62,Зарезервированы,,,,,Operational,PDF
bufr4/0/19/001/63,019001,Тип синоптической характеристики,63,Отсутствующее значение,,,,,Operational,PDF
bufr4/0/19/008/0,019008,Вертикальное распространение циркуляции,0,Зарезервирована,,,,,Operational,PDF
bufr4/0/19/008/1,019008,Вертикальное распространение циркуляции,1,Тонкое (верхняя граница циркуляции ниже уровня в 700 гПа),,,,,Operational,PDF
bufr4/0/19/008/2,019008,Вертикальное распространение циркуляции,2,Среднее (верхняя граница между уровнями в 700 и 400 гПа),,,,,Operational,PDF
bufr4/0/19/008/3,019008,Вертикальное распространение циркуляции,3,Глубокое (верхняя граница выше уровня в 400 гПа),,,,,Operational,PDF
bufr4/0/19/008/4-6,019008,Вертикальное распространение циркуляции,4-6,Зарезервированы,,,,,Operational,PDF
bufr4/0/19/008/7,019008,Вертикальное распространение циркуляции,7,Отсутствующее значение,,,,,Operational,PDF
bufr4/0/19/010/1,019010,Метод отслеживания центра синоптической характеристики,1,Минимальное значение давления на уровне моря,,,,,Operational,PDF
bufr4/0/19/010/2,019010,Метод отслеживания центра синоптической характеристики,2,Максимальное значение относительной завихренности на уровне 850 гПа,,,,,Operational,PDF
bufr4/0/19/010/3-14,019010,Метод отслеживания центра синоптической характеристики,3-14,Зарезервированы,,,,,Operational,PDF
bufr4/0/19/010/15,019010,Метод отслеживания центра синоптической характеристики,15,Отсутствующее значение,,,,,Operational,PDF
bufr4/0/19/100/0-2,019100,Временной интервал для расчета движения тропического циклона,0-2,Не используются,,,,,Operational,PDF
bufr4/0/19/100/3,019100,Временной интервал для расчета движения тропического циклона,3,В течение предшествующих 15 минут,,,,,Operational,PDF
bufr4/0/19/100/4,019100,Временной интервал для расчета движения тропического циклона,4,В течение предшествующих 30 минут,,,,,Operational,PDF
bufr4/0/19/100/5,019100,Временной интервал для расчета движения тропического циклона,5,В течение предшествующего 1 часа,,,,,Operational,PDF
bufr4/0/19/100/6,019100,Временной интервал для расчета движения тропического циклона,6,В течение предшествующих 2 часов,,,,,Operational,PDF
bufr4/0/19/100/7,019100,Временной интервал для расчета движения тропического циклона,7,В течение предшествующих 3 часов,,,,,Operational,PDF
bufr4/0/19/100/8,019100,Временной интервал для расчета движения тропического циклона,8,В течение предшествующих 6 часов,,,,,Operational,PDF
bufr4/0/19/100/9,019100,Временной интервал для расчета движения тропического циклона,9,В течение периода более 6 часов,,,,,Operational,PDF
bufr4/0/19/100/10,019100,Временной интервал для расчета движения тропического циклона,10,Не определен,,,,,Operational,PDF
bufr4/0/19/100/11-14,019100,Временной интервал для расчета движения тропического циклона,11-14,Не используются,,,,,Operational,PDF
bufr4/0/19/100/15,019100,Временной интервал для расчета движения тропического циклона,15,Отсутствующее значение,,,,,Operational,PDF
bufr4/0/19/101/0,019101,Точность местоположения центра тропического циклона,0,Зарезервировано,,,,,Operational,PDF
bufr4/0/19/101/1,019101,Точность местоположения центра тропического циклона,1,"Глаз, видимый на экране радиолокатора, точность хорошая (в пределах 10 км)",,,,,Operational,PDF
bufr4/0/19/101/2,019101,Точность местоположения центра тропического циклона,2,"Глаз, видимый на экране радиолокатора, точность посредственная (в пределах 30 км)",,,,,Operational,PDF
bufr4/0/19/101/3,019101,Точность местоположения центра тропического циклона,3,"Глаз, видимый на экране радиолокатора, точность плохая (в пределах 50 км)",,,,,Operational,PDF
bufr4/0/19/101/4,019101,Точность местоположения центра тропического циклона,4,"Местоположение центра в пределах района, охватываемого радиусом действия радиолокатора, определение посредством наложения спиральных полос, точность хорошая (в пределах 10 км)",,,,,Operational,PDF
bufr4/0/19/101/5,019101,Точность местоположения центра тропического циклона,5,"Местоположение центра в пределах района, охватываемого радиусом действия радиолокатора, определение посредством наложения спиральных полос, точность посредственная (в пределах 30 км)",,,,,Operational,PDF
bufr4/0/19/101/6,019101,Точность местоположения центра тропического циклона,6,"Местоположение центра в пределах района, охватываемого радиусом действия радиолокатора, определение посредством наложения спиральных полос, точность плохая (в пределах 50 км)",,,,,Operational,PDF
bufr4/0/19/101/7,019101,Точность местоположения центра тропического циклона,7,"Местоположение центра за пределами района, охватываемого радиусом действия радиолокатора, экстраполяция посредством наложения спиральных полос",,,,,Operational,PDF
bufr4/0/19/101/8-9,019101,Точность местоположения центра тропического циклона,8-9,Зарезервированы,,,,,Operational,PDF
bufr4/0/19/101/10,019101,Точность местоположения центра тропического циклона,10,Точность не определена,,,,,Operational,PDF
bufr4/0/19/101/11-14,019101,Точность местоположения центра тропического циклона,11-14,Не используются,,,,,Operational,PDF
bufr4/0/19/101/15,019101,Точность местоположения центра тропического циклона,15,Отсутствующее значение,,,,,Operational,PDF
bufr4/0/19/102/0,019102,Форма и четкость определения глаза тропического циклона,0,Круглая,,,,,Operational,PDF
bufr4/0/19/102/1,019102,Форма и четкость определения глаза тропического циклона,1,Эллиптическая — длина малой оси не менее ³⁄₄ длины большой оси,Четко определена,,,,Operational,PDF
bufr4/0/19/102/2,019102,Форма и четкость определения глаза тропического циклона,2,Эллиптическая — длина малой оси менее ³⁄₄ длины большой оси,Четко определена,,,,Operational,PDF
bufr4/0/19/102/3,019102,Форма и четкость определения глаза тропического циклона,3,Видимый двойной глаз,Четко определена,,,,Operational,PDF
bufr4/0/19/102/4,019102,Форма и четкость определения глаза тропического циклона,4,Другая форма,Четко определена,,,,Operational,PDF
bufr4/0/19/102/5,019102,Форма и четкость определения глаза тропического циклона,5,Нечетко определена,,,,,Operational,PDF
bufr4/0/19/102/6,019102,Форма и четкость определения глаза тропического циклона,6,Не определена,,,,,Operational,PDF
bufr4/0/19/102/7,019102,Форма и четкость определения глаза тропического циклона,7,Отсутствующее значение,,,,,Operational,PDF
bufr4/0/19/103/0,019103,Диаметр большой оси глаза тропического циклона,0,Менее 5 км,,,,,Operational,PDF
bufr4/0/19/103/1,019103,Диаметр большой оси глаза тропического циклона,1,От 5 до менее 10 км,,,,,Operational,PDF
bufr4/0/19/103/2,019103,Диаметр большой оси глаза тропического циклона,2,От 10 до менее 15 км,,,,,Operational,PDF
bufr4/0/19/103/3,019103,Диаметр большой оси глаза тропического циклона,3,От 15 до менее 20 км,,,,,Operational,PDF
bufr4/0/19/103/4,019103,Диаметр большой оси глаза тропического циклона,4,От 20 до менее 25 км,,,,,Operational,PDF
bufr4/0/19/103/5,019103,Диаметр большой оси глаза тропического циклона,5,От 25 до менее 30 км,,,,,Operational,PDF
bufr4/0/19/103/6,019103,Диаметр большой оси глаза тропического циклона,6,От 30 до менее 35 км,,,,,Operational,PDF
bufr4/0/19/103/7,019103,Диаметр большой оси глаза тропического циклона,7,От 35 до менее 40 км,,,,,Operational,PDF
bufr4/0/19/103/8,019103,Диаметр большой оси глаза тропического циклона,8,От 40 до менее 50 км,,,,,Operational,PDF
bufr4/0/19/103/9,019103,Диаметр большой оси глаза тропического циклона,9,50 км и больше,,,,,Operational,PDF
bufr4/0/19/103/10,019103,Диаметр большой оси глаза тропического циклона,10,Не определен,,,,,Operational,PDF
bufr4/0/19/103/11-14,019103,Диаметр большой оси глаза тропического циклона,11-14,Не используются,,,,,Operational,PDF
bufr4/0/19/103/15,019103,Диаметр большой оси глаза тропического циклона,15,Отсутствующее значение,,,,,Operational,PDF
bufr4/0/19/104/0,019104,Изменение в характере глаза в течение 30 минут,0,Глаз впервые стал видимым в течение последних 30 минут,,,,,Operational,PDF
bufr4/0/19/104/1,019104,Изменение в характере глаза в течение 30 минут,1,Никакого существенного изменения в характеристиках или размере глаза,,,,,Operational,PDF
bufr4/0/19/104/2,019104,Изменение в характере глаза в течение 30 минут,2,Глаз уменьшился без какого-либо другого существенного изменения в его характеристиках,,,,,Operational,PDF
bufr4/0/19/104/3,019104,Изменение в характере глаза в течение 30 минут,3,Глаз увеличился без какого-либо другого существенного изменения в его характеристиках,,,,,Operational,PDF
bufr4/0/19/104/4,019104,Изменение в характере глаза в течение 30 минут,4,Глаз стал менее отчетливым без какого-либо существенного изменения в размере,,,,,Operational,PDF
bufr4/0/19/104/5,019104,Изменение в характере глаза в течение 30 минут,5,Глаз стал менее отчетливым и уменьшился в размере,,,,,Operational,PDF
bufr4/0/19/104/6,019104,Изменение в характере глаза в течение 30 минут,6,Глаз стал менее отчетливым и увеличился в размере,,,,,Operational,PDF
bufr4/0/19/104/7,019104,Изменение в характере глаза в течение 30 минут,7,Глаз стал более отчетливым без какого-либо существенного изменения в размере,,,,,Operational,PDF
bufr4/0/19/104/8,019104,Изменение в характере глаза в течение 30 минут,8,Глаз стал более отчетливым и уменьшился в размере,,,,,Operational,PDF
bufr4/0/19/104/9,019104,Изменение в характере глаза в течение 30 минут,9,Глаз стал более отчетливым и увеличился в размере,,,,,Operational,PDF
bufr4/0/19/104/10,019104,Изменение в характере глаза в течение 30 минут,10,Изменения в характере и размере глаза определить невозможно,,,,,Operational,PDF
bufr4/0/19/104/11-14,019104,Изменение в характере глаза в течение 30 минут,11-14,Не используются,,,,,Operational,PDF
bufr4/0/19/104/15,019104,Изменение в характере глаза в течение 30 минут,15,Отсутствующее значение,,,,,Operational,PDF
bufr4/0/19/105/0,019105,Расстояние между концом спиральной полосы и центром,0,От 0 до менее 100 км,,,,,Operational,PDF
bufr4/0/19/105/1,019105,Расстояние между концом спиральной полосы и центром,1,От 100 до менее 200 км,,,,,Operational,PDF
bufr4/0/19/105/2,019105,Расстояние между концом спиральной полосы и центром,2,От 200 до менее 300 км,,,,,Operational,PDF
bufr4/0/19/105/3,019105,Расстояние между концом спиральной полосы и центром,3,От 300 до менее 400 км,,,,,Operational,PDF
bufr4/0/19/105/4,019105,Расстояние между концом спиральной полосы и центром,4,От 400 до менее 500 км,,,,,Operational,PDF
bufr4/0/19/105/5,019105,Расстояние между концом спиральной полосы и центром,5,От 500 до менее 600 км,,,,,Operational,PDF
bufr4/0/19/105/6,019105,Расстояние между концом спиральной полосы и центром,6,От 600 до менее 800 км,,,,,Operational,PDF
bufr4/0/19/105/7,019105,Расстояние между концом спиральной полосы и центром,7,800 км или больше,,,,,Operational,PDF
bufr4/0/19/105/8-9,019105,Расстояние между концом спиральной полосы и центром,8-9,Зарезервированы,,,,,Operational,PDF
bufr4/0/19/105/10,019105,Расстояние между концом спиральной полосы и центром,10,Сомнительное или неопределенное,,,,,Operational,PDF
bufr4/0/19/105/11-14,019105,Расстояние между концом спиральной полосы и центром,11-14,Не используются,,,,,Operational,PDF
bufr4/0/19/105/15,019105,Расстояние между концом спиральной полосы и центром,15,Отсутствующее значение,,,,,Operational,PDF
bufr4/0/19/107/0,019107,"Временной интервал, за который рассчитывалось перемещение тропического циклона",0,Менее 1 часа,,,,,Operational,PDF
bufr4/0/19/107/1,019107,"Временной интервал, за который рассчитывалось перемещение тропического циклона",1,От 1 до менее 2 часов,,,,,Operational,PDF
bufr4/0/19/107/2,019107,"Временной интервал, за который рассчитывалось перемещение тропического циклона",2,От 2 до менее 3 часов,,,,,Operational,PDF
bufr4/0/19/107/3,019107,"Временной интервал, за который рассчитывалось перемещение тропического циклона",3,От 3 до менее 6 часов,,,,,Operational,PDF
bufr4/0/19/107/4,019107,"Временной интервал, за который рассчитывалось перемещение тропического циклона",4,От 6 до менее 9 часов,,,,,Operational,PDF
bufr4/0/19/107/5,019107,"Временной интервал, за который рассчитывалось перемещение тропического циклона",5,От 9 до менее 12 часов,,,,,Operational,PDF
bufr4/0/19/107/6,019107,"Временной интервал, за который рассчитывалось перемещение тропического циклона",6,От 12 до менее 15 часов,,,,,Operational,PDF
bufr4/0/19/107/7,019107,"Временной интервал, за который рассчитывалось перемещение тропического циклона",7,От 15 до менее 18 часов,,,,,Operational,PDF
bufr4/0/19/107/8,019107,"Временной интервал, за который рассчитывалось перемещение тропического циклона",8,От 18 до менее 21 часа,,,,,Operational,PDF
bufr4/0/19/107/9,019107,"Временной интервал, за который рассчитывалось перемещение тропического циклона",9,От 21 до менее 30 часов,,,,,Operational,PDF
bufr4/0/19/107/10-14,019107,"Временной интервал, за который рассчитывалось перемещение тропического циклона",10-14,Не используются,,,,,Operational,PDF
bufr4/0/19/107/15,019107,"Временной интервал, за который рассчитывалось перемещение тропического циклона",15,Отсутствующее значение,,,,,Operational,PDF
bufr4/0/19/108/0,019108,Точность географического положения тропического циклона,0,Центр циклона в пределах 10 км от переданного положения,,,,,Operational,PDF
bufr4/0/19/108/1,019108,Точность географического положения тропического циклона,1,Центр циклона в пределах 20 км от переданного положения,,,,,Operational,PDF
bufr4/0/19/108/2,019108,Точность географического положения тропического циклона,2,Центр циклона в пределах 50 км от переданного положения,,,,,Operational,PDF
bufr4/0/19/108/3,019108,Точность географического положения тропического циклона,3,Центр циклона в пределах 100 км от переданного положения,,,,,Operational,PDF
bufr4/0/19/108/4,019108,Точность географического положения тропического циклона,4,Центр циклона в пределах 200 км от переданного положения,,,,,Operational,PDF
bufr4/0/19/108/5,019108,Точность географического положения тропического циклона,5,Центр циклона в пределах 300 км от переданного положения,,,,,Operational,PDF
bufr4/0/19/108/6,019108,Точность географического положения тропического циклона,6,Центр циклона не определен,,,,,Operational,PDF
bufr4/0/19/108/7,019108,Точность географического положения тропического циклона,7,Отсутствующее значение,,,,,Operational,PDF
bufr4/0/19/109/0,019109,Средний диаметр сплошной облачности тропического циклона,0,Меньше 1° широты,,,,,Operational,PDF
bufr4/0/19/109/1,019109,Средний диаметр сплошной облачности тропического циклона,1,От 1° до менее 2° широты,,,,,Operational,PDF
bufr4/0/19/109/2,019109,Средний диаметр сплошной облачности тропического циклона,2,От 2° до менее 3° широты,,,,,Operational,PDF
bufr4/0/19/109/3,019109,Средний диаметр сплошной облачности тропического циклона,3,От 3° до менее 4° широты,,,,,Operational,PDF
bufr4/0/19/109/4,019109,Средний диаметр сплошной облачности тропического циклона,4,От 4° до менее 5° широты,,,,,Operational,PDF
bufr4/0/19/109/5,019109,Средний диаметр сплошной облачности тропического циклона,5,От 5° до менее 6° широты,,,,,Operational,PDF
bufr4/0/19/109/6,019109,Средний диаметр сплошной облачности тропического циклона,6,От 6° до менее 7° широты,,,,,Operational,PDF
bufr4/0/19/109/7,019109,Средний диаметр сплошной облачности тропического циклона,7,От 7° до менее 8° широты,,,,,Operational,PDF
bufr4/0/19/109/8,019109,Средний диаметр сплошной облачности тропического циклона,8,От 8° до менее 9° широты,,,,,Operational,PDF
bufr4/0/19/109/9,019109,Средний диаметр сплошной облачности тропического циклона,9,9° широты или более,,,,,Operational,PDF
bufr4/0/19/109/10,019109,Средний диаметр сплошной облачности тропического циклона,10,Не определен,,,,,Operational,PDF
bufr4/0/19/109/11-14,019109,Средний диаметр сплошной облачности тропического циклона,11-14,Не используются,,,,,Operational,PDF
bufr4/0/19/109/15,019109,Средний диаметр сплошной облачности тропического циклона,15,Отсутствующее значение,,,,,Operational,PDF
bufr4/0/19/110/0,019110,Видимое изменение в интенсивности тропического циклона за 24 часа,0,Значительное ослабление,,,,,Operational,PDF
bufr4/0/19/110/1,019110,Видимое изменение в интенсивности тропического циклона за 24 часа,1,Ослабление,,,,,Operational,PDF
bufr4/0/19/110/2,019110,Видимое изменение в интенсивности тропического циклона за 24 часа,2,Без изменений,,,,,Operational,PDF
bufr4/0/19/110/3,019110,Видимое изменение в интенсивности тропического циклона за 24 часа,3,Усиление,,,,,Operational,PDF
bufr4/0/19/110/4,019110,Видимое изменение в интенсивности тропического циклона за 24 часа,4,Значительное усиление,,,,,Operational,PDF
bufr4/0/19/110/5-8,019110,Видимое изменение в интенсивности тропического циклона за 24 часа,5-8,Зарезервированы,,,,,Operational,PDF
bufr4/0/19/110/9,019110,Видимое изменение в интенсивности тропического циклона за 24 часа,9,Ранее не наблюдалось,,,,,Operational,PDF
bufr4/0/19/110/10,019110,Видимое изменение в интенсивности тропического циклона за 24 часа,10,Не определено,,,,,Operational,PDF
bufr4/0/19/110/11-14,019110,Видимое изменение в интенсивности тропического циклона за 24 часа,11-14,Не используются,,,,,Operational,PDF
bufr4/0/19/110/15,019110,Видимое изменение в интенсивности тропического циклона за 24 часа,15,Отсутствующее значение,,,,,Operational,PDF
bufr4/0/19/113/1,019113,Тип системы облаков номера ТД,1,Изогнутая полоса,,,,,Operational,PDF
bufr4/0/19/113/2,019113,Тип системы облаков номера ТД,2,Сдвиг,,,,,Operational,PDF
bufr4/0/19/113/3,019113,Тип системы облаков номера ТД,3,Глаз,,,,,Operational,PDF
bufr4/0/19/113/4,019113,Тип системы облаков номера ТД,4,Слоистообразный глаз,,,,,Operational,PDF
bufr4/0/19/113/5,019113,Тип системы облаков номера ТД,5,Центральная плотная сплошная облачность (ЦПСО),,,,,Operational,PDF
bufr4/0/19/113/6,019113,Тип системы облаков номера ТД,6,Смешанный центр,,,,,Operational,PDF
