ID,FXY,ElementName_ru,CodeFigure,EntryName_ru,EntryName_sub1_ru,EntryName_sub2_ru,Note_ru,noteIDs,Status,translation_source
bufr4/0/01/003/0,001003,Номер Региона ВМО/географический район,0,Антарктика,,,,,Operational,PDF
bufr4/0/01/003/1,001003,Номер Региона ВМО/географический район,1,Регион I,,,,,Operational,PDF
bufr4/0/01/003/2,001003,Номер Региона ВМО/географический район,2,Регион II,,,,,Operational,PDF
bufr4/0/01/003/3,001003,Номер Региона ВМО/географический район,3,Регион III,,,,,Operational,PDF
bufr4/0/01/003/4,001003,Номер Региона ВМО/географический район,4,Регион IV,,,,,Operational,PDF
bufr4/0/01/003/5,001003,Номер Региона ВМО/географический район,5,Регион V,,,,,Operational,PDF
bufr4/0/01/003/6,001003,Номер Региона ВМО/географический район,6,Регион VI,,,,,Operational,PDF
bufr4/0/01/003/7,001003,Номер Региона ВМО/географический район,7,Отсутствующее значение,,,,,Operational,PDF
bufr4/0/01/007,001007,Указатель спутника,,(См. общую кодовую таблицу C–5 в части C/c.),,,,,Operational,PDF
bufr4/0/01/024/0,001024,Источник данных о скорости ветра,0,Отсутствие данных о скорости ветра,,,,,Operational,PDF
bufr4/0/01/024/1,001024,Источник данных о скорости ветра,1,Данные AMSR-E,,,,,Operational,PDF
bufr4/0/01/024/2,001024,Источник данных о скорости ветра,2,Данные TMI,,,,,Operational,PDF
bufr4/0/01/024/3,001024,Источник данных о скорости ветра,3,ЧПП: ЕЦСПП,,,,,Operational,PDF
bufr4/0/01/024/4,001024,Источник данных о скорости ветра,4,ЧПП: Метеобюро СК,,,,,Operational,PDF
bufr4/0/01/024/5,001024,Источник данных о скорости ветра,5,ЧПП: НЦПОС,,,,,Operational,PDF
bufr4/0/01/024/6,001024,Источник данных о скорости ветра,6,Справочная климатология,,,,,Operational,PDF
bufr4/0/01/024/7,001024,Источник данных о скорости ветра,7,Скаттерометр на борту ЕРС,,,,,Operational,PDF
bufr4/0/01/024/8-30,001024,Источник данных о скорости ветра,8-30,Зарезервированы для дальнейшего использования,,,,,Operational,PDF
