ID,ClassNo,ClassName_ru,FXY,ElementName_ru,BUFR_Unit_ru,BUFR_Scale,BUFR_ReferenceValue,BUFR_DataWidth_Bits,CREX_Unit_ru,CREX_Scale,CREX_DataWidth_Char,Note_ru,noteIDs,Status,translation_source
bufr4/0/15/001,15,Физические/химические составляющие в BUFR/CREX,015001,Общее содержание озона,DU,0,0,10,DU,0,4,,,Operational,PDF
bufr4/0/15/002,15,Физические/химические составляющие в BUFR/CREX,015002,Воздушная масса (наклонная траектория на высоте 22 км),Числовой,2,0,10,Числовой,2,3,,,Operational,PDF
bufr4/0/15/003,15,Физические/химические составляющие в BUFR/CREX,015003,Измеренное парциальное давление озона (зондирование),Pa,4,0,9,nbar,0,3,(см. примечание 1),1,Operational,PDF
bufr4/0/15/004,15,Физические/химические составляющие в BUFR/CREX,015004,Коэффициент корректировки зондирования озона,Числовой,3,0,11,Числовой,3,4,(см. примечание 2),2,Operational,PDF
bufr4/0/15/005,15,Физические/химические составляющие в BUFR/CREX,015005,p озона,DU,0,0,10,DU,0,3,(см. примечание 3),3,Operational,PDF
bufr4/0/15/006,15,Физические/химические составляющие в BUFR/CREX,015006,Log10 численной плотности атмосферы,log(m-3),5,1800000,20,log(m-3),5,7,,,Operational,PDF
bufr4/0/15/008,15,Физические/химические составляющие в BUFR/CREX,015008,Существенный компонент состава смеси (по объему),Числовой,0,0,10,Числовой,0,4,,,Operational,PDF
bufr4/0/15/009,15,Физические/химические составляющие в BUFR/CREX,015009,Log10 численной плотности озона,log(m-3),5,1200000,20,log(m-3),5,7,,,Operational,PDF
bufr4/0/15/011,15,Физические/химические составляющие в BUFR/CREX,015011,Log10 суммарной плотности электрона,log (m-2),3,14000,13,log (m-2),3,4,,,Operational,PDF
bufr4/0/15/012,15,Физические/химические составляющие в BUFR/CREX,015012,Общее число электронов на квадратный метр,m-2,-16,0,6,m-2,-16,2,,,Operational,PDF
bufr4/0/15/015,15,Физические/химические составляющие в BUFR/CREX,015015,Максимальный спектральный компонент изображения до нормализации,Числовой,0,0,31,Числовой,0,10,,,Operational,PDF
bufr4/0/15/020,15,Физические/химические составляющие в BUFR/CREX,015020,Интегральная плотность озона,kg m-2,8,0,21,kg m-2,8,7,,,Operational,PDF
bufr4/0/15/021,15,Физические/химические составляющие в BUFR/CREX,015021,Интегральная плотность массы,kg m-2,11,0,31,kg m-2,11,10,,,Operational,PDF
bufr4/0/15/024,15,Физические/химические составляющие в BUFR/CREX,015024,Оптическая плотность,Числовой,4,0,24,Числовой,4,8,,,Operational,PDF
bufr4/0/15/025,15,Физические/химические составляющие в BUFR/CREX,015025,Тип загрязняющего вещества,Кодовая таблица,0,0,4,Кодовая таблица,0,2,,,Operational,PDF
bufr4/0/15/026,15,Физические/химические составляющие в BUFR/CREX,015026,Концентрация загрязняющего вещества (моль·моль-1),mol/mol,9,0,9,mol/mol,9,3,,,Operational,PDF
bufr4/0/15/027,15,Физические/химические составляющие в BUFR/CREX,015027,Концентрация загрязняющего вещества (кг·м-3),kg m-3,9,0,10,kg m-3,9,4,,,Operational,PDF
bufr4/0/15/028,15,Физические/химические составляющие в BUFR/CREX,015028,Молярная доля атмосферной составляющей/ загрязняющего вещества атмосферы в сухом воздухе,0/00,5,0,16,0/00,5,5,,,Operational,PDF
bufr4/0/15/029,15,Физические/химические составляющие в BUFR/CREX,015029,Коэффициент ослабления,/m,9,0,30,/m,9,10,,,Operational,PDF
bufr4/0/15/030,15,Физические/химические составляющие в BUFR/CREX,015030,Индекс аэрозольного загрязнения,Числовой,2,-1000,12,Числовой,2,4,(см. примечание 6),79,Operational,PDF
bufr4/0/15/031,15,Физические/химические составляющие в BUFR/CREX,015031,Задержка спутникового сигнала при прохождении через атмосферу,m,4,10000,15,m,4,5,,,Operational,PDF
bufr4/0/15/032,15,Физические/химические составляющие в BUFR/CREX,015032,Оцениваемая ошибка в задержке при прохождении сигнала через атмосферу,m,4,0,10,m,4,4,,,Operational,PDF
bufr4/0/15/033,15,Физические/химические составляющие в BUFR/CREX,015033,Разность задержек прохождения для горизонтальных проекций при экстремальных значениях сканирования,m,5,-10000,15,m,5,5,,,Operational,PDF
bufr4/0/15/034,15,Физические/химические составляющие в BUFR/CREX,015034,Оцениваемая ошибка в разнице задержки прохождения,m,5,0,14,m,5,5,,,Operational,PDF
bufr4/0/15/035,15,Физические/химические составляющие в BUFR/CREX,015035,Компонент задержки вертикального прохождения из-за водяного пара,m,4,0,14,m,4,5,,,Operational,PDF
bufr4/0/15/036,15,Физические/химические составляющие в BUFR/CREX,015036,Атмосферная преломляющая способность,N units,3,0,19,N units,3,6,(см. примечание 5),142,Operational,PDF
bufr4/0/15/037,15,Физические/химические составляющие в BUFR/CREX,015037,Угол изгиба,rad,8,-100000,23,rad,8,7,,,Operational,PDF
bufr4/0/15/041,15,Физические/химические составляющие в BUFR/CREX,015041,Индекс двуокиси серы,Числовой,2,-1200,14,Числовой,2,4,(см. примечание 7),78,Operational,PDF
bufr4/0/15/042,15,Физические/химические составляющие в BUFR/CREX,015042,Отражательная способность,%,2,0,14,%,2,5,,,Operational,PDF
bufr4/0/15/045,15,Физические/химические составляющие в BUFR/CREX,015045,Двуокись серы,DU,2,-2000,15,DU,2,5,(см. примечание 8),77,Operational,PDF
bufr4/0/15/046,15,Физические/химические составляющие в BUFR/CREX,015046,Индекс вулканического загрязнения,Числовой,2,-1000,11,Числовой,2,4,(см. примечание 9),80,Operational,PDF
