ID,FXY,ElementName_ru,CodeFigure,EntryName_ru,EntryName_sub1_ru,EntryName_sub2_ru,Note_ru,noteIDs,Status,translation_source
bufr4/0/35/000/000-099,035000,FM и номер регионального кода,000-099,Международные коды FM,,,,,Operational,PDF
bufr4/0/35/000/100-199,035000,FM и номер регионального кода,100-199,Коды PA I,,,,,Operational,PDF
bufr4/0/35/000/200-299,035000,FM и номер регионального кода,200-299,Коды PA II,,,,,Operational,PDF
bufr4/0/35/000/300-399,035000,FM и номер регионального кода,300-399,Коды PA III,,,,,Operational,PDF
bufr4/0/35/000/400-499,035000,FM и номер регионального кода,400-499,Коды PA IV,,,,,Operational,PDF
bufr4/0/35/000/500-599,035000,FM и номер регионального кода,500-599,Коды PA V,,,,,Operational,PDF
bufr4/0/35/000/600-699,035000,FM и номер регионального кода,600-699,Коды PA VI,,,,,Operational,PDF
bufr4/0/35/000/700-799,035000,FM и номер регионального кода,700-799,Антарктические коды,,,,,Operational,PDF
bufr4/0/35/000/800-999,035000,FM и номер регионального кода,800-999,Зарезервированы,,,,,Operational,PDF
bufr4/0/35/000/1000-1022,035000,FM и номер регионального кода,1000-1022,Не используются,,,,,Operational,PDF
bufr4/0/35/000/1023,035000,FM и номер регионального кода,1023,Отсутствующее значение,,,,,Operational,PDF
bufr4/0/35/001/0,035001,Временной период для мониторинга,0,Реальное время,,,,,Operational,PDF
bufr4/0/35/001/1,035001,Временной период для мониторинга,1,"Время, близкое к реальному",,,,,Operational,PDF
bufr4/0/35/001/2,035001,Временной период для мониторинга,2,Неоперативное время,,,,,Operational,PDF
bufr4/0/35/001/3-6,035001,Временной период для мониторинга,3-6,Зарезервированы,,,,,Operational,PDF
bufr4/0/35/001/7,035001,Временной период для мониторинга,7,Отсутствующее значение,,,,,Operational,PDF
bufr4/0/35/030/0,035030,Несоответствия в поступлении ожидаемых данных,0,Несоответствий нет,,,,,Operational,PDF
bufr4/0/35/030/1,035030,Несоответствия в поступлении ожидаемых данных,1,"Несоответствие стандартным и рекомендуемым практике и процедурам, включая процедуры мониторинга",,,,,Operational,PDF
bufr4/0/35/030/2,035030,Несоответствия в поступлении ожидаемых данных,2,Несвоевременное обновление каталогов метеорологических бюллетеней,,,,,Operational,PDF
bufr4/0/35/030/3,035030,Несоответствия в поступлении ожидаемых данных,3,Неправильные справочники маршрутизации,,,,,Operational,PDF
bufr4/0/35/030/4,035030,Несоответствия в поступлении ожидаемых данных,4,Отсутствие гибкости в организации маршрутизации,,,,,Operational,PDF
bufr4/0/35/030/5,035030,Несоответствия в поступлении ожидаемых данных,5,Несоответствия в эксплуатации центров и цепей ГСТ,,,,,Operational,PDF
bufr4/0/35/030/6,035030,Несоответствия в поступлении ожидаемых данных,6,Потеря данных или задержка в трансляции данных по ГСТ,,,,,Operational,PDF
bufr4/0/35/030/7,035030,Несоответствия в поступлении ожидаемых данных,7,"Маршрутизация данных, отличная от маршрутизации, рекомендуемой в плане",,,,,Operational,PDF
bufr4/0/35/030/8,035030,Несоответствия в поступлении ожидаемых данных,8,Различные недостатки,,,,,Operational,PDF
bufr4/0/35/030/9-14,035030,Несоответствия в поступлении ожидаемых данных,9-14,Зарезервированы,,,,,Operational,PDF
bufr4/0/35/030/15,035030,Несоответствия в поступлении ожидаемых данных,15,Отсутствующее значение,,,,,Operational,PDF
bufr4/0/35/031/1,035031,Показатель оценки результатов мониторинга,1,Достаточное количество и все приемлемого качества,,,,,Operational,PDF
bufr4/0/35/031/2,035031,Показатель оценки результатов мониторинга,2,"Достаточное количество, но частично неприемлемого качества",,,,,Operational,PDF
bufr4/0/35/031/3,035031,Показатель оценки результатов мониторинга,3,"Недостаточное количество, но все приемлемого качества",,,,,Operational,PDF
bufr4/0/35/031/4,035031,Показатель оценки результатов мониторинга,4,Недостаточное количество и неприемлемое качество,,,,,Operational,PDF
bufr4/0/35/031/5,035031,Показатель оценки результатов мониторинга,5,Некоторые сообщения неполные,,,,,Operational,PDF
bufr4/0/35/031/6,035031,Показатель оценки результатов мониторинга,6,Ненадежные или неправильно закодированные группы не могут интерпретироваться,,,,,Operational,PDF
bufr4/0/35/031/7,035031,Показатель оценки результатов мониторинга,7,Значительные ошибки кодирования,,,,,Operational,PDF
bufr4/0/35/031/8,035031,Показатель оценки результатов мониторинга,8,Не соблюдается передача в последовательном порядке,,,,,Operational,PDF
bufr4/0/35/031/9,035031,Показатель оценки результатов мониторинга,9,"Сводка полностью непригодна и, таким образом, не учитывается",,,,,Operational,PDF
bufr4/0/35/031/10,035031,Показатель оценки результатов мониторинга,10,Определенные и устраненные недостатки,,,,,Operational,PDF
bufr4/0/35/031/11,035031,Показатель оценки результатов мониторинга,11,"Определенные, но не устраненные недостатки",,,,,Operational,PDF
bufr4/0/35/031/12,035031,Показатель оценки результатов мониторинга,12,Недостатки не определены,,,,,Operational,PDF
bufr4/0/35/031/13,035031,Показатель оценки результатов мониторинга,13,Ошибки измерения,,,,,Operational,PDF
bufr4/0/35/031/14,035031,Показатель оценки результатов мониторинга,14,Взаимное несоответствие,,,,,Operational,PDF
bufr4/0/35/031/15,035031,Показатель оценки результатов мониторинга,15,Временное несоответствие,,,,,Operational,PDF
bufr4/0/35/031/16,035031,Показатель оценки результатов мониторинга,16,Ошибка прогноза,,,,,Operational,PDF
bufr4/0/35/031/17,035031,Показатель оценки результатов мониторинга,17,Отклонение,,,,,Operational,PDF
bufr4/0/35/031/18,035031,Показатель оценки результатов мониторинга,18,Улучшить систему контроля качества,,,,,Operational,PDF
bufr4/0/35/031/19,035031,Показатель оценки результатов мониторинга,19,Расширить программы обучения,,,,,Operational,PDF
bufr4/0/35/031/20-98,035031,Показатель оценки результатов мониторинга,20-98,Зарезервированы,,,,,Operational,PDF
bufr4/0/35/031/99-126,035031,Показатель оценки результатов мониторинга,99-126,Не используются,,,,,Operational,PDF
bufr4/0/35/031/127,035031,Показатель оценки результатов мониторинга,127,Отсутствующее значение,,,,,Operational,PDF
bufr4/0/35/032/1,035032,Причина отсутствия данных,1,Отсутствие групп данных вследствие слабого радиосигнала,,,,,Operational,PDF
bufr4/0/35/032/2,035032,Причина отсутствия данных,2,Отсутствие групп данных вследствие выхода из строя центра,,,,,Operational,PDF
bufr4/0/35/032/3,035032,Причина отсутствия данных,3,Отсутствие групп данных вследствие выхода из строя цепи,,,,,Operational,PDF
bufr4/0/35/032/4,035032,Причина отсутствия данных,4,Отсутствие осуществления или обслуживания РОСС требуемой плотности,,,,,Operational,PDF
bufr4/0/35/032/5,035032,Причина отсутствия данных,5,Недостаточное количество подготовленного персонала на обслуживаемых станциях,,,,,Operational,PDF
bufr4/0/35/032/6,035032,Причина отсутствия данных,6,Нехватка расходных материалов,,,,,Operational,PDF
bufr4/0/35/032/7,035032,Причина отсутствия данных,7,Неисправность приборов,,,,,Operational,PDF
bufr4/0/35/032/8,035032,Причина отсутствия данных,8,Невыполнение процедур телесвязи,,,,,Operational,PDF
bufr4/0/35/032/9,035032,Причина отсутствия данных,9,Прекращение выполнения некоторых программ наблюдения,,,,,Operational,PDF
bufr4/0/35/032/10-14,035032,Причина отсутствия данных,10-14,Не используются,,,,,Operational,PDF
bufr4/0/35/032/15,035032,Причина отсутствия данных,15,Отсутствующее значение,,,,,Operational,PDF
bufr4/0/35/033/1,035033,Недостатки в наблюдениях и сборе данных,1,Нет недостатков,,,,,Operational,PDF
bufr4/0/35/033/2,035033,Недостатки в наблюдениях и сборе данных,2,Наблюдения проводились на нерегулярной основе,,,,,Operational,PDF
bufr4/0/35/033/3,035033,Недостатки в наблюдениях и сборе данных,3,Наблюдения проводились не в установленный срок,,,,,Operational,PDF
bufr4/0/35/033/4,035033,Недостатки в наблюдениях и сборе данных,4,"Наблюдения проводились, но данные не распространялись",,,,,Operational,PDF
bufr4/0/35/033/5,035033,Недостатки в наблюдениях и сборе данных,5,Наблюдения проводились и направлены по неправильному адресу потребителей,,,,,Operational,PDF
bufr4/0/35/033/6,035033,Недостатки в наблюдениях и сборе данных,6,Собранные данные не получены,,,,,Operational,PDF
bufr4/0/35/033/7,035033,Недостатки в наблюдениях и сборе данных,7,Собранные данные переданы поздно,,,,,Operational,PDF
bufr4/0/35/033/8,035033,Недостатки в наблюдениях и сборе данных,8,Собранные данные не передавались,,,,,Operational,PDF
bufr4/0/35/033/9,035033,Недостатки в наблюдениях и сборе данных,9,Трудности в распространении ВЧ и в выборе подходящей частоты,,,,,Operational,PDF
bufr4/0/35/033/10,035033,Недостатки в наблюдениях и сборе данных,10,Трудности в обслуживании оборудования связи на удаленных станциях,,,,,Operational,PDF
bufr4/0/35/033/11,035033,Недостатки в наблюдениях и сборе данных,11,Нет альтернативной схемы для маршрутизации данных метеорологических наблюдений,,,,,Operational,PDF
bufr4/0/35/033/12-99,035033,Недостатки в наблюдениях и сборе данных,12-99,Зарезервированы,,,,,Operational,PDF
bufr4/0/35/033/100-122,035033,Недостатки в наблюдениях и сборе данных,100-122,Не используются,,,,,Operational,PDF
bufr4/0/35/033/123,035033,Недостатки в наблюдениях и сборе данных,123,Отсутствующее значение,,,,,Operational,PDF
bufr4/0/35/034/1,035034,Статистические тенденции в отношении наличия данных (в течение периода(ов) обзора),1,Незначительное улучшение,,,,,Operational,PDF
bufr4/0/35/034/2,035034,Статистические тенденции в отношении наличия данных (в течение периода(ов) обзора),2,Значительное улучшение,,,,,Operational,PDF
bufr4/0/35/034/3,035034,Статистические тенденции в отношении наличия данных (в течение периода(ов) обзора),3,Весьма значительное улучшение,,,,,Operational,PDF
bufr4/0/35/034/4,035034,Статистические тенденции в отношении наличия данных (в течение периода(ов) обзора),4,Устойчивое,,,,,Operational,PDF
bufr4/0/35/034/5,035034,Статистические тенденции в отношении наличия данных (в течение периода(ов) обзора),5,Уменьшающееся,,,,,Operational,PDF
bufr4/0/35/034/6,035034,Статистические тенденции в отношении наличия данных (в течение периода(ов) обзора),6,"Меры, необходимые для улучшения наблюдений в ночные сроки",,,,,Operational,PDF
bufr4/0/35/034/7,035034,Статистические тенденции в отношении наличия данных (в течение периода(ов) обзора),7,Отсутствующее значение,,,,,Operational,PDF
bufr4/0/35/035/0,035035,Причина прекращения подъема,0,Зарезервирована,,,,,Operational,PDF
bufr4/0/35/035/1,035035,Причина прекращения подъема,1,Разрыв оболочки шара-зонда,,,,,Operational,PDF
bufr4/0/35/035/2,035035,Причина прекращения подъема,2,Вынужденное снижение шара-зонда в результате обледенения,,,,,Operational,PDF
