ID,ClassNo,ClassName_ru,FXY,ElementName_ru,BUFR_Unit_ru,BUFR_Scale,BUFR_ReferenceValue,BUFR_DataWidth_Bits,CREX_Unit_ru,CREX_Scale,CREX_DataWidth_Char,Note_ru,noteIDs,Status,translation_source
bufr4/0/02/001,02,Приборное оснащение в BUFR/CREX,002001,Тип станции,Кодовая таблица,0,0,2,Кодовая таблица,0,1,,,Operational,PDF
bufr4/0/02/002,02,Приборное оснащение в BUFR/CREX,002002,Тип приборного обеспечения для измерения ветра,Таблица флагов,0,0,4,Таблица флагов,0,2,,,Operational,PDF
bufr4/0/02/003,02,Приборное оснащение в BUFR/CREX,002003,Тип используемого измерительного оборудования,Кодовая таблица,0,0,4,Кодовая таблица,0,2,,,Operational,PDF
bufr4/0/02/004,02,Приборное оснащение в BUFR/CREX,002004,"Тип приборов для измерения испарения или вид с.-х. культуры, по которой сообщаются данные об эвапотранспирации",Кодовая таблица,0,0,4,Кодовая таблица,0,2,,,Operational,PDF
bufr4/0/02/005,02,Приборное оснащение в BUFR/CREX,002005,Точность измерения температуры,K,2,0,7,K,2,3,,,Operational,PDF
bufr4/0/02/007,02,Приборное оснащение в BUFR/CREX,002007,Тип датчика в случае прибора для измерения уровня воды,Кодовая таблица,0,0,6,Кодовая таблица,0,2,,,Operational,PDF
bufr4/0/02/008,02,Приборное оснащение в BUFR/CREX,002008,Тип оффшорной платформы,Кодовая таблица,0,0,4,Кодовая таблица,0,2,,,Operational,PDF
bufr4/0/02/011,02,Приборное оснащение в BUFR/CREX,002011,Тип радиозонда,Кодовая таблица,0,0,8,Кодовая таблица,0,3,,,Operational,PDF
bufr4/0/02/012,02,Приборное оснащение в BUFR/CREX,002012,Расчетный метод для радиозондовых наблюдений,Кодовая таблица,0,0,4,Кодовая таблица,0,2,,,Operational,PDF
bufr4/0/02/013,02,Приборное оснащение в BUFR/CREX,002013,Поправка на солнечную и инфракрасную радиацию,Кодовая таблица,0,0,4,Кодовая таблица,0,2,,,Operational,PDF
bufr4/0/02/014,02,Приборное оснащение в BUFR/CREX,002014,Методика слежения/состояние используемой системы,Кодовая таблица,0,0,7,Кодовая таблица,0,3,,,Operational,PDF
bufr4/0/02/015,02,Приборное оснащение в BUFR/CREX,002015,Полнота радиозондовых измерений,Кодовая таблица,0,0,4,Кодовая таблица,0,2,,,Operational,PDF
bufr4/0/02/016,02,Приборное оснащение в BUFR/CREX,002016,Конфигурация радиозонда,Таблица флагов,0,0,5,Таблица флагов,0,2,,,Operational,PDF
bufr4/0/02/017,02,Приборное оснащение в BUFR/CREX,002017,Алгоритмы поправок для измерений влажности,Кодовая таблица,0,0,5,Кодовая таблица,0,2,,,Operational,PDF
bufr4/0/02/019,02,Приборное оснащение в BUFR/CREX,002019,Спутниковые приборы,Кодовая таблица,0,0,11,Кодовая таблица,0,4,,,Operational,PDF
