ID,Category,CategoryOfSequences_ru,FXY1,Title_ru,SubTitle_ru,FXY2,ElementName_ru,ElementDescription_ru,Note_ru,noteIDs,Status,translation_source
bufr4/3/03/001/1/007003,03,"Категория 03 — Метеорологические последовательности, общепринятые",303001,,,007003,Геопотенциал,,,,Operational,PDF
bufr4/3/03/001/2/011001,03,"Категория 03 — Метеорологические последовательности, общепринятые",303001,,,011001,Направление ветра,,,,Operational,PDF
bufr4/3/03/001/3/011002,03,"Категория 03 — Метеорологические последовательности, общепринятые",303001,,,011002,Скорость ветра,,,,Operational,PDF
bufr4/3/03/002/1/007004,03,"Категория 03 — Метеорологические последовательности, общепринятые",303002,(Ветер на заданной изобарической поверхности),,007004,Давление,,,,Operational,PDF
bufr4/3/03/002/2/011001,03,"Категория 03 — Метеорологические последовательности, общепринятые",303002,(Ветер на заданной изобарической поверхности),,011001,Направление ветра,,,,Operational,PDF
bufr4/3/03/002/3/011002,03,"Категория 03 — Метеорологические последовательности, общепринятые",303002,(Ветер на заданной изобарической поверхности),,011002,Скорость ветра,,,,Operational,PDF
bufr4/3/03/003/1/007004,03,"Категория 03 — Метеорологические последовательности, общепринятые",303003,,,007004,Давление,,,,Operational,PDF
bufr4/3/03/003/2/010003,03,"Категория 03 — Метеорологические последовательности, общепринятые",303003,,,010003,Геопотенциал,,,,Operational,PDF
bufr4/3/03/003/3/012001,03,"Категория 03 — Метеорологические последовательности, общепринятые",303003,,,012001,Температура/температура воздуха,,,,Operational,PDF
bufr4/3/03/003/4/012003,03,"Категория 03 — Метеорологические последовательности, общепринятые",303003,,,012003,Температура точки росы,,,,Operational,PDF
bufr4/3/03/004/1/007004,03,"Категория 03 — Метеорологические последовательности, общепринятые",303004,,,007004,Давление,,,,Operational,PDF
bufr4/3/03/004/2/010003,03,"Категория 03 — Метеорологические последовательности, общепринятые",303004,,,010003,Геопотенциал,,,,Operational,PDF
bufr4/3/03/004/3/012001,03,"Категория 03 — Метеорологические последовательности, общепринятые",303004,,,012001,Температура/температура воздуха,,,,Operational,PDF
bufr4/3/03/004/4/012003,03,"Категория 03 — Метеорологические последовательности, общепринятые",303004,,,012003,Температура точки росы,,,,Operational,PDF
bufr4/3/03/004/5/011001,03,"Категория 03 — Метеорологические последовательности, общепринятые",303004,,,011001,Направление ветра,,,,Operational,PDF
bufr4/3/03/004/6/011002,03,"Категория 03 — Метеорологические последовательности, общепринятые",303004,,,011002,Скорость ветра,,,,Operational,PDF
bufr4/3/03/011/1/007003,03,"Категория 03 — Метеорологические последовательности, общепринятые",303011,(Ветер на определенной высоте),,007003,Геопотенциал,,,,Operational,PDF
bufr4/3/03/011/2/008001,03,"Категория 03 — Метеорологические последовательности, общепринятые",303011,(Ветер на определенной высоте),,008001,Значимость вертикального зондирования,,,,Operational,PDF
bufr4/3/03/011/3/011001,03,"Категория 03 — Метеорологические последовательности, общепринятые",303011,(Ветер на определенной высоте),,011001,Направление ветра,,,,Operational,PDF
bufr4/3/03/011/4/011002,03,"Категория 03 — Метеорологические последовательности, общепринятые",303011,(Ветер на определенной высоте),,011002,Скорость ветра,,,,Operational,PDF
bufr4/3/03/012/1/007004,03,"Категория 03 — Метеорологические последовательности, общепринятые",303012,(Ветер на заданной изобарической поверхности),,007004,Давление,,,,Operational,PDF
bufr4/3/03/012/2/008001,03,"Категория 03 — Метеорологические последовательности, общепринятые",303012,(Ветер на заданной изобарической поверхности),,008001,Значимость вертикального зондирования,,,,Operational,PDF
bufr4/3/03/012/3/011001,03,"Категория 03 — Метеорологические последовательности, общепринятые",303012,(Ветер на заданной изобарической поверхности),,011001,Направление ветра,,,,Operational,PDF
bufr4/3/03/012/4/011002,03,"Категория 03 — Метеорологические последовательности, общепринятые",303012,(Ветер на заданной изобарической поверхности),,011002,Скорость ветра,,,,Operational,PDF
bufr4/3/03/013/1/007004,03,"Категория 03 — Метеорологические последовательности, общепринятые",303013,"(Геопотенциал, температура, влажность, ветер на данной изобарической поверхности)",,007004,Давление,,,,Operational,PDF
bufr4/3/03/013/2/008001,03,"Категория 03 — Метеорологические последовательности, общепринятые",303013,"(Геопотенциал, температура, влажность, ветер на данной изобарической поверхности)",,008001,Значимость вертикального зондирования,,,,Operational,PDF
bufr4/3/03/013/3/010003,03,"Категория 03 — Метеорологические последовательности, общепринятые",303013,"(Геопотенциал, температура, влажность, ветер на данной изобарической поверхности)",,010003,Геопотенциал,,,,Operational,PDF
bufr4/3/03/013/4/012001,03,"Категория 03 — Метеорологические последовательности, общепринятые",303013,"(Геопотенциал, температура, влажность, ветер на данной изобарической поверхности)",,012001,Температура/температура воздуха,,,,Operational,PDF
bufr4/3/03/013/5/013003,03,"Категория 03 — Метеорологические последовательности, общепринятые",303013,"(Геопотенциал, температура, влажность, ветер на данной изобарической поверхности)",,013003,Относительная влажность,,,,Operational,PDF
bufr4/3/03/013/6/011001,03,"Категория 03 — Метеорологические последовательности, общепринятые",303013,"(Геопотенциал, температура, влажность, ветер на данной изобарической поверхности)",,011001,Направление ветра,,,,Operational,PDF
