ID,ClassNo,ClassName_ru,FXY,ElementName_ru,BUFR_Unit_ru,BUFR_Scale,BUFR_ReferenceValue,BUFR_DataWidth_Bits,CREX_Unit_ru,CREX_Scale,CREX_DataWidth_Char,Note_ru,noteIDs,Status,translation_source
bufr4/0/08/001,08,Описатели значимости в BUFR/CREX,008001,Значимость вертикального зондирования,Таблица флагов,0,0,7,Таблица флагов,0,3,,,Operational,PDF
bufr4/0/08/002,08,Описатели значимости в BUFR/CREX,008002,Вертикальная значимость (приземные наблюдения),Кодовая таблица,0,0,6,Кодовая таблица,0,2,,,Operational,PDF
bufr4/0/08/003,08,Описатели значимости в BUFR/CREX,008003,Вертикальная значимость (спутниковые наблюдения),Кодовая таблица,0,0,6,Кодовая таблица,0,2,,,Operational,PDF
bufr4/0/08/004,08,Описатели значимости в BUFR/CREX,008004,Фаза полета воздушного судна,Кодовая таблица,0,0,3,Кодовая таблица,0,1,,,Operational,PDF
bufr4/0/08/005,08,Описатели значимости в BUFR/CREX,008005,Значимость метеорологической характеристики,Кодовая таблица,0,0,4,Кодовая таблица,0,2,,,Operational,PDF
bufr4/0/08/006,08,Описатели значимости в BUFR/CREX,008006,Значимость вертикального зондирования озона,Таблица флагов,0,0,9,Таблица флагов,0,3,,,Operational,PDF
bufr4/0/08/007,08,Описатели значимости в BUFR/CREX,008007,Значимость размера,Кодовая таблица,0,0,4,Кодовая таблица,0,2,,,Operational,PDF
bufr4/0/08/008,08,Описатели значимости в BUFR/CREX,008008,Значимость вертикального зондирования радиации,Таблица флагов,0,0,9,Таблица флагов,0,3,,,Operational,PDF
bufr4/0/08/009,08,Описатели значимости в BUFR/CREX,008009,Подробная фаза полета,Кодовая таблица,0,0,4,Кодовая таблица,0,2,,,Operational,PDF
bufr4/0/08/010,08,Описатели значимости в BUFR/CREX,008010,Определитель поверхности (данные о температуре),Кодовая таблица,0,0,5,Кодовая таблица,0,2,,,Operational,PDF
bufr4/0/08/011,08,Описатели значимости в BUFR/CREX,008011,Метеорологическая характеристика,Кодовая таблица,0,0,6,Кодовая таблица,0,2,,,Operational,PDF
bufr4/0/08/012,08,Описатели значимости в BUFR/CREX,008012,Описатель суши/моря,Кодовая таблица,0,0,2,Кодовая таблица,0,1,,,Operational,PDF
bufr4/0/08/013,08,Описатели значимости в BUFR/CREX,008013,Описатель дня/ночи,Кодовая таблица,0,0,2,Кодовая таблица,0,1,,,Operational,PDF
bufr4/0/08/014,08,Описатели значимости в BUFR/CREX,008014,Описатель дальности видимости на взлетно-посадочной полосе,Кодовая таблица,0,0,4,Кодовая таблица,0,2,,,Operational,PDF
bufr4/0/08/015,08,Описатели значимости в BUFR/CREX,008015,Значимый определитель для датчика,Кодовая таблица,0,0,3,Кодовая таблица,0,1,,,Operational,PDF
bufr4/0/08/016,08,Описатели значимости в BUFR/CREX,008016,Описатель изменения прогноза трендового типа или прогноза по аэродрому,Кодовая таблица,0,0,3,Кодовая таблица,0,1,,,Operational,PDF
bufr4/0/08/017,08,Описатели значимости в BUFR/CREX,008017,"Описатель времени, когда ожидается изменение прогноза",Кодовая таблица,0,0,2,Кодовая таблица,0,1,,,Operational,PDF
bufr4/0/08/018,08,Описатели значимости в BUFR/CREX,008018,Тип поверхности суша/лед по наблюдениям SEAWINDS,Таблица флагов,0,0,17,Таблица флагов,0,6,,,Operational,PDF
bufr4/0/08/019,08,Описатели значимости в BUFR/CREX,008019,Определитель для следующего указателя центра,Кодовая таблица,0,0,4,Кодовая таблица,0,2,,,Operational,PDF
bufr4/0/08/020,08,Описатели значимости в BUFR/CREX,008020,Общее число отсутствующих величин (для суммы или средней),Числовой,0,0,16,Числовой,0,5,,,Operational,PDF
bufr4/0/08/021,08,Описатели значимости в BUFR/CREX,008021,Значимость времени,Кодовая таблица,0,0,5,Кодовая таблица,0,2,,,Operational,PDF
bufr4/0/08/022,08,Описатели значимости в BUFR/CREX,008022,Общее число (для суммы или среднего значения),Числовой,0,0,16,Числовой,0,5,,,Operational,PDF
bufr4/0/08/023,08,Описатели значимости в BUFR/CREX,008023,Статистические данные первого порядка,Кодовая таблица,0,0,6,Кодовая таблица,0,2,(см. примечание 3),70,Operational,PDF
bufr4/0/08/024,08,Описатели значимости в BUFR/CREX,008024,Данные о разностях,Кодовая таблица,0,0,6,Кодовая таблица,0,2,(см. примечание 4),61,Operational,PDF
bufr4/0/08/025,08,Описатели значимости в BUFR/CREX,008025,Описатель разницы во времени,Кодовая таблица,0,0,4,Кодовая таблица,0,2,(см. примечание 5),49,Operational,PDF
