ID,ClassNo,ClassName_ru,FXY,ElementName_ru,BUFR_Unit_ru,BUFR_Scale,BUFR_ReferenceValue,BUFR_DataWidth_Bits,CREX_Unit_ru,CREX_Scale,CREX_DataWidth_Char,Note_ru,noteIDs,Status,translation_source
bufr4/0/13/001,13,Гигрографические и гидрологические элементы,013001,Удельная влажность,kg/kg,5,0,14,kg/kg,5,5,,,Operational,PDF
bufr4/0/13/002,13,Гигрографические и гидрологические элементы,013002,Отношение смеси,kg/kg,5,0,14,kg/kg,5,5,,,Operational,PDF
bufr4/0/13/003,13,Гигрографические и гидрологические элементы,013003,Относительная влажность,%,0,0,7,%,0,3,,,Operational,PDF
bufr4/0/13/004,13,Гигрографические и гидрологические элементы,013004,Давление пара,Pa,-1,0,10,Pa,-1,4,,,Operational,PDF
bufr4/0/13/005,13,Гигрографические и гидрологические элементы,013005,Плотность пара,kg m-3,3,0,7,kg m-3,3,3,,,Operational,PDF
bufr4/0/13/006,13,Гигрографические и гидрологические элементы,013006,Высота слоя перемешивания,m,-1,-40,16,m,-1,5,,,Operational,PDF
bufr4/0/13/007,13,Гигрографические и гидрологические элементы,013007,Минимальная относительная влажность,%,0,0,7,%,0,3,,,Operational,PDF
bufr4/0/13/008,13,Гигрографические и гидрологические элементы,013008,Максимальная относительная влажность,%,0,0,7,%,0,3,,,Operational,PDF
bufr4/0/13/009,13,Гигрографические и гидрологические элементы,013009,Относительная влажность,%,1,-1000,12,%,1,4,(см. примечание 6),B39,Operational,PDF
bufr4/0/13/011,13,Гигрографические и гидрологические элементы,013011,Сумма осадков/суммарный водный эквивалент,kg m-2,1,-1,14,kg m-2,1,5,,,Operational,PDF
bufr4/0/13/012,13,Гигрографические и гидрологические элементы,013012,Высота свежевыпавшего снега,m,2,-2,12,m,2,4,(см. примечание 2),B26,Operational,PDF
bufr4/0/13/013,13,Гигрографические и гидрологические элементы,013013,Суммарная высота снежного покрова,m,2,-2,16,m,2,5,(см. примечание 2),B26,Operational,PDF
bufr4/0/13/014,13,Гигрографические и гидрологические элементы,013014,Дождь/эквивалент воды в снеге (средняя интенсивность),kg m-2 s-1,4,0,12,kg m-2 s-1,4,4,,,Operational,PDF
bufr4/0/13/015,13,Гигрографические и гидрологические элементы,013015,Снегопад (средняя интенсивность),m/s,7,0,12,m/s,7,4,,,Operational,PDF
bufr4/0/13/016,13,Гигрографические и гидрологические элементы,013016,Осаждаемая вода,kg m-2,0,0,7,kg m-2,0,3,,,Operational,PDF
bufr4/0/13/019,13,Гигрографические и гидрологические элементы,013019,Сумма осадков за последний час,kg m-2,1,-1,14,kg m-2,1,4,,,Operational,PDF
bufr4/0/13/020,13,Гигрографические и гидрологические элементы,013020,Сумма осадков за последние 3 часа,kg m-2,1,-1,14,kg m-2,1,5,,,Operational,PDF
bufr4/0/13/021,13,Гигрографические и гидрологические элементы,013021,Сумма осадков за последние 6 часов,kg m-2,1,-1,14,kg m-2,1,5,,,Operational,PDF
bufr4/0/13/022,13,Гигрографические и гидрологические элементы,013022,Сумма осадков за последние 12 часов,kg m-2,1,-1,14,kg m-2,1,5,,,Operational,PDF
bufr4/0/13/023,13,Гигрографические и гидрологические элементы,013023,Сумма осадков за последние 24 часа,kg m-2,1,-1,14,kg m-2,1,5,,,Operational,PDF
bufr4/0/13/031,13,Гигрографические и гидрологические элементы,013031,Суммарное испарение,kg m-2,0,0,7,kg m-2,0,3,,,Operational,PDF
bufr4/0/13/032,13,Гигрографические и гидрологические элементы,013032,Испарение/эвапотранспирация,kg m-2,1,0,8,kg m-2,1,3,(см. примечание 5),B53,Operational,PDF
bufr4/0/13/033,13,Гигрографические и гидрологические элементы,013033,Испарение/эвапотранспирация,kg m-2,1,0,10,kg m-2,1,4,,,Operational,PDF
