ID,ClassNo,ClassName_ru,FXY,ElementName_ru,BUFR_Unit_ru,BUFR_Scale,BUFR_ReferenceValue,BUFR_DataWidth_Bits,CREX_Unit_ru,CREX_Scale,CREX_DataWidth_Char,Note_ru,noteIDs,Status,translation_source
bufr4/0/12/001,12,Температура,012001,Температура/температура воздуха,K,1,0,12,C,1,3,,,Operational,PDF
bufr4/0/12/002,12,Температура,012002,Температура по смоченному термометру,K,1,0,12,C,1,3,,,Operational,PDF
bufr4/0/12/003,12,Температура,012003,Температура точки росы,K,1,0,12,C,1,3,,,Operational,PDF
bufr4/0/12/004,12,Температура,012004,Температура воздуха на высоте 2 м,K,1,0,12,C,1,3,,,Operational,PDF
bufr4/0/12/005,12,Температура,012005,Температура по смоченному термометру на высоте 2 м,K,1,0,12,C,1,3,,,Operational,PDF
bufr4/0/12/006,12,Температура,012006,Температура точки росы на высоте 2 м,K,1,0,12,C,1,3,,,Operational,PDF
bufr4/0/12/007,12,Температура,012007,Виртуальная температура,K,1,0,12,C,1,3,,,Operational,PDF
bufr4/0/12/008,12,Температура,012008,Неопределенность виртуальной температуры,K,1,0,12,C,1,4,,,Operational,PDF
bufr4/0/12/011,12,Температура,012011,Максимальная температура на указанной высоте и за указанный период,K,1,0,12,C,1,3,(см. примечание 1),B177,Operational,PDF
bufr4/0/12/012,12,Температура,012012,Минимальная температура на указанной высоте и за указанный период,K,1,0,12,C,1,3,(см. примечание 1),B177,Operational,PDF
bufr4/0/12/013,12,Температура,012013,Минимальная температура на поверхности земли за последние 12 часов,K,1,0,12,C,1,3,,,Operational,PDF
bufr4/0/12/014,12,Температура,012014,Максимальная температура на высоте 2 м за последние 12 часов,K,1,0,12,C,1,3,,,Operational,PDF
bufr4/0/12/015,12,Температура,012015,Минимальная температура на высоте 2 м за последние 12 часов,K,1,0,12,C,1,3,,,Operational,PDF
bufr4/0/12/016,12,Температура,012016,Максимальная температура на высоте 2 м за последние 24 часа,K,1,0,12,C,1,3,,,Operational,PDF
bufr4/0/12/017,12,Температура,012017,Минимальная температура на высоте 2 м за последние 24 часа,K,1,0,12,C,1,3,,,Operational,PDF
bufr4/0/12/021,12,Температура,012021,Максимальная температура на высоте 2 м,K,2,0,16,C,2,4,,,Operational,PDF
bufr4/0/12/022,12,Температура,012022,Минимальная температура на высоте 2 м,K,2,0,16,C,2,4,,,Operational,PDF
bufr4/0/12/023,12,Температура,012023,Температура,C,0,-99,8,C,0,2,,,Operational,PDF
bufr4/0/12/024,12,Температура,012024,Температура точки росы,C,0,-99,8,C,0,2,,,Operational,PDF
bufr4/0/12/030,12,Температура,012030,Температура почвы,K,1,0,12,C,1,3,,,Operational,PDF
bufr4/0/12/049,12,Температура,012049,Изменение температуры за определенный период,K,0,-30,6,C,0,2,,,Operational,PDF
