ID,ClassNo,ClassName_ru,FXY,ElementName_ru,BUFR_Unit_ru,BUFR_Scale,BUFR_ReferenceValue,BUFR_DataWidth_Bits,CREX_Unit_ru,CREX_Scale,CREX_DataWidth_Char,Note_ru,noteIDs,Status,translation_source
bufr4/0/30/001,30,Изображение в BUFR/CREX,030001,Значение элемента изображения (4 бита),Числовой,0,0,4,Числовой,0,2,,,Operational,PDF
bufr4/0/30/002,30,Изображение в BUFR/CREX,030002,Значение элемента изображения (8 битов),Числовой,0,0,8,Числовой,0,3,,,Operational,PDF
bufr4/0/30/004,30,Изображение в BUFR/CREX,030004,Значение элемента изображения (16 битов),Числовой,0,0,16,Числовой,0,5,,,Operational,PDF
bufr4/0/30/010,30,Изображение в BUFR/CREX,030010,Количество узлов сетки,Числовой,0,0,13,Числовой,0,4,,,Operational,PDF
bufr4/0/30/021,30,Изображение в BUFR/CREX,030021,Количество элементов изображения в строке,Числовой,0,0,12,Числовой,0,4,,,Operational,PDF
bufr4/0/30/022,30,Изображение в BUFR/CREX,030022,Количество элементов изображения в колонке,Числовой,0,0,12,Числовой,0,4,,,Operational,PDF
bufr4/0/30/031,30,Изображение в BUFR/CREX,030031,Тип изображения,Кодовая таблица,0,0,4,Кодовая таблица,0,2,,,Operational,PDF
bufr4/0/30/032,30,Изображение в BUFR/CREX,030032,Комбинация с другими данными,Таблица флагов,0,0,16,Таблица флагов,0,6,,,Operational,PDF
bufr4/0/30/033,30,Изображение в BUFR/CREX,030033,Количество элементов разрешения вдоль радиуса,Числовой,0,0,12,Числовой,0,4,,,Operational,PDF
bufr4/0/30/034,30,Изображение в BUFR/CREX,030034,Количество азимутов,Числовой,0,0,12,Числовой,0,4,,,Operational,PDF
