ID,ClassNo,ClassName_ru,FXY,ElementName_ru,BUFR_Unit_ru,BUFR_Scale,BUFR_ReferenceValue,BUFR_DataWidth_Bits,CREX_Unit_ru,CREX_Scale,CREX_DataWidth_Char,Note_ru,noteIDs,Status,translation_source
bufr4/0/05/001,05,Местоположение (горизонтальное – 1) в BUFR/CREX,005001,Широта (высокая точность),deg,5,-9000000,25,deg,5,7,,,Operational,PDF
bufr4/0/05/002,05,Местоположение (горизонтальное – 1) в BUFR/CREX,005002,Широта (низкая точность),deg,2,-9000,15,deg,2,4,,,Operational,PDF
bufr4/0/05/011,05,Местоположение (горизонтальное – 1) в BUFR/CREX,005011,Увеличение широты (высокая точность),deg,5,-9000000,25,deg,5,7,,,Operational,PDF
bufr4/0/05/012,05,Местоположение (горизонтальное – 1) в BUFR/CREX,005012,Увеличение широты (низкая точность),deg,2,-9000,15,deg,2,4,,,Operational,PDF
bufr4/0/05/015,05,Местоположение (горизонтальное – 1) в BUFR/CREX,005015,Сдвиг по широте (высокая точность),deg,5,-9000000,25,deg,5,7,,,Operational,PDF
bufr4/0/05/016,05,Местоположение (горизонтальное – 1) в BUFR/CREX,005016,Сдвиг по широте (низкая точность),deg,2,-9000,15,deg,2,4,,,Operational,PDF
bufr4/0/05/021,05,Местоположение (горизонтальное – 1) в BUFR/CREX,005021,Пеленг или азимут,degree true,2,0,16,degree true,2,5,,,Operational,PDF
bufr4/0/05/022,05,Местоположение (горизонтальное – 1) в BUFR/CREX,005022,Азимут Солнца,degree true,2,0,16,degree true,2,5,,,Operational,PDF
bufr4/0/05/023,05,Местоположение (горизонтальное – 1) в BUFR/CREX,005023,Отклонение азимута Солнца от азимута спутника,deg,1,-1800,12,deg,1,4,,,Operational,PDF
bufr4/0/05/030,05,Местоположение (горизонтальное – 1) в BUFR/CREX,005030,Направление (спектральное),deg,0,0,12,deg,0,4,,,Operational,PDF
bufr4/0/05/031,05,Местоположение (горизонтальное – 1) в BUFR/CREX,005031,Номер ряда,Числовой,0,0,12,Числовой,0,4,,,Operational,PDF
bufr4/0/05/032,05,Местоположение (горизонтальное – 1) в BUFR/CREX,005032,Смещение по оси Y,m,2,-1073741824,31,m,2,11,(см. примечание 6),184,Operational,PDF
bufr4/0/05/033,05,Местоположение (горизонтальное – 1) в BUFR/CREX,005033,Размер элемента изображения на горизонтали – 1,m,-1,0,16,m,-1,5,,,Operational,PDF
bufr4/0/05/034,05,Местоположение (горизонтальное – 1) в BUFR/CREX,005034,Номер ряда вдоль траектории,Числовой,0,0,11,Числовой,0,4,,,Operational,PDF
bufr4/0/05/035,05,Местоположение (горизонтальное – 1) в BUFR/CREX,005035,Максимальный размер X-размерности,Числовой,0,0,12,Числовой,0,4,,,Operational,PDF
bufr4/0/05/036,05,Местоположение (горизонтальное – 1) в BUFR/CREX,005036,Номер трансекты судна согласно ППС,Числовой,0,0,7,Числовой,0,2,,,Operational,PDF
bufr4/0/05/040,05,Местоположение (горизонтальное – 1) в BUFR/CREX,005040,Номер орбиты,Числовой,0,0,24,Числовой,0,8,,,Operational,PDF
bufr4/0/05/041,05,Местоположение (горизонтальное – 1) в BUFR/CREX,005041,Номер строки сканирования,Числовой,0,0,8,Числовой,0,3,,,Operational,PDF
bufr4/0/05/042,05,Местоположение (горизонтальное – 1) в BUFR/CREX,005042,Номер канала,Числовой,0,0,6,Числовой,0,2,,,Operational,PDF
bufr4/0/05/043,05,Местоположение (горизонтальное – 1) в BUFR/CREX,005043,Номер поля зрения,Числовой,0,0,8,Числовой,0,3,,,Operational,PDF
bufr4/0/05/044,05,Местоположение (горизонтальное – 1) в BUFR/CREX,005044,Номер цикла оборота спутника,Числовой,0,0,11,Числовой,0,4,,,Operational,PDF
bufr4/0/05/045,05,Местоположение (горизонтальное – 1) в BUFR/CREX,005045,Номер эффективного поля зрения,Числовой,0,0,8,Числовой,0,3,,,Operational,PDF
bufr4/0/05/052,05,Местоположение (горизонтальное – 1) в BUFR/CREX,005052,Приращение номера канала,Числовой,0,0,5,Числовой,0,2,,,Operational,PDF
bufr4/0/05/053,05,Местоположение (горизонтальное – 1) в BUFR/CREX,005053,Приращение номера поля зрения,Числовой,0,0,5,Числовой,0,2,,,Operational,PDF
bufr4/0/05/060,05,Местоположение (горизонтальное – 1) в BUFR/CREX,005060,Угловая позиция Y из центра силы тяжести,deg,6,-8000000,24,deg,6,8,,,Operational,PDF
bufr4/0/05/061,05,Местоположение (горизонтальное – 1) в BUFR/CREX,005061,Угловая позиция Z из центра силы тяжести,deg,6,-8000000,24,deg,6,8,,,Operational,PDF
bufr4/0/05/063,05,Местоположение (горизонтальное – 1) в BUFR/CREX,005063,Крен космического аппарата,deg,2,0,16,deg,2,5,,,Operational,PDF
bufr4/0/05/064,05,Местоположение (горизонтальное – 1) в BUFR/CREX,005064,Тангаж космического аппарата,deg,2,0,16,deg,2,5,,,Operational,PDF
bufr4/0/05/066,05,Местоположение (горизонтальное – 1) в BUFR/CREX,005066,Рыскание космического аппарата,deg,2,0,16,deg,2,5,,,Operational,PDF
bufr4/0/05/067,05,Местоположение (горизонтальное – 1) в BUFR/CREX,005067,Количество строк сканирования,Числовой,0,0,8,Числовой,0,3,,,Operational,PDF
bufr4/0/05/068,05,Местоположение (горизонтальное – 1) в BUFR/CREX,005068,Номер профиля,Числовой,0,0,16,Числовой,0,5,,,Operational,PDF
bufr4/0/05/069,05,Местоположение (горизонтальное – 1) в BUFR/CREX,005069,Канал приема,Кодовая таблица,0,0,2,Кодовая таблица,0,1,,,Operational,PDF
bufr4/0/05/070,05,Местоположение (горизонтальное – 1) в BUFR/CREX,005070,Идентификатор наблюдения,Числовой,0,0,30,Числовой,0,10,,,Operational,PDF
bufr4/0/05/071,05,Местоположение (горизонтальное – 1) в BUFR/CREX,005071,Идентификатор маршрутного режима (Stripmap),Числовой,0,0,16,Числовой,0,5,,,Operational,PDF
bufr4/0/05/072,05,Местоположение (горизонтальное – 1) в BUFR/CREX,005072,Количество спектров в направлении дальности,Числовой,0,0,8,Числовой,0,3,,,Operational,PDF
bufr4/0/05/073,05,Местоположение (горизонтальное – 1) в BUFR/CREX,005073,Количество спектров в азимутальном направлении,Числовой,0,0,8,Числовой,0,3,,,Operational,PDF
bufr4/0/05/074,05,Местоположение (горизонтальное – 1) в BUFR/CREX,005074,Индекс в направлении дальности,Числовой,0,0,8,Числовой,0,3,,,Operational,PDF
bufr4/0/05/075,05,Местоположение (горизонтальное – 1) в BUFR/CREX,005075,Индекс в азимутальном направлении,Числовой,0,0,8,Числовой,0,3,,,Operational,PDF
