ID,Category,CategoryOfSequences_ru,FXY1,Title_ru,SubTitle_ru,FXY2,ElementName_ru,ElementDescription_ru,Note_ru,noteIDs,Status,translation_source
bufr4/3/13/009/1/021001,13,"Категория 13 — Последовательности, объединяющие данные изображений",313009,(Величины радиолокационной отражательной способности),,021001,Горизонтальная отражательная способность,,,,Operational,PDF
bufr4/3/13/009/2/101000,13,"Категория 13 — Последовательности, объединяющие данные изображений",313009,(Величины радиолокационной отражательной способности),,101000,Повторение с задержкой 1 дескриптора,,,,Operational,PDF
bufr4/3/13/009/3/031001,13,"Категория 13 — Последовательности, объединяющие данные изображений",313009,(Величины радиолокационной отражательной способности),,031001,Коэффициент повторения дескриптора с задержкой,,,,Operational,PDF
bufr4/3/13/009/4/021001,13,"Категория 13 — Последовательности, объединяющие данные изображений",313009,(Величины радиолокационной отражательной способности),,021001,Горизонтальная отражательная способность,,,,Operational,PDF
bufr4/3/13/010/1/021036,13,"Категория 13 — Последовательности, объединяющие данные изображений",313010,"(Интенсивность осадков, измеряемая с помощью радиолокатора)",,021036,"Интенсивность осадков, измеряемая с помощью радиолокатора",,,,Operational,PDF
bufr4/3/13/010/2/101000,13,"Категория 13 — Последовательности, объединяющие данные изображений",313010,"(Интенсивность осадков, измеряемая с помощью радиолокатора)",,101000,Повторение с задержкой 1 дескриптора,,,,Operational,PDF
bufr4/3/13/010/3/031001,13,"Категория 13 — Последовательности, объединяющие данные изображений",313010,"(Интенсивность осадков, измеряемая с помощью радиолокатора)",,031001,Коэффициент повторения дескриптора с задержкой,,,,Operational,PDF
bufr4/3/13/010/4/021036,13,"Категория 13 — Последовательности, объединяющие данные изображений",313010,"(Интенсивность осадков, измеряемая с помощью радиолокатора)",,021036,"Интенсивность осадков, измеряемая с помощью радиолокатора",,,,Operational,PDF
bufr4/3/13/031/1/006002,13,"Категория 13 — Последовательности, объединяющие данные изображений",313031,(Закодированный ряд без указания длины пробега для величины элемента изображения (4 бита)),,006002,Долгота (низкая точность),Местоположение первой долготы минус одно приращение,,,Operational,PDF
bufr4/3/13/031/2/006012,13,"Категория 13 — Последовательности, объединяющие данные изображений",313031,(Закодированный ряд без указания длины пробега для величины элемента изображения (4 бита)),,006012,Приращение по долготе (низкая точность),,,,Operational,PDF
bufr4/3/13/031/3/101000,13,"Категория 13 — Последовательности, объединяющие данные изображений",313031,(Закодированный ряд без указания длины пробега для величины элемента изображения (4 бита)),,101000,Повторение с задержкой 1 дескриптора,,,,Operational,PDF
bufr4/3/13/031/4/031002,13,"Категория 13 — Последовательности, объединяющие данные изображений",313031,(Закодированный ряд без указания длины пробега для величины элемента изображения (4 бита)),,031002,Коэффициент повторения расширенного дескриптера с задержкой,,,,Operational,PDF
bufr4/3/13/031/5/030001,13,"Категория 13 — Последовательности, объединяющие данные изображений",313031,(Закодированный ряд без указания длины пробега для величины элемента изображения (4 бита)),,030001,Величина элемента изображения (4 бита),,,,Operational,PDF
