ID,Category,CategoryOfSequences_ru,FXY1,Title_ru,SubTitle_ru,FXY2,ElementName_ru,ElementDescription_ru,Note_ru,noteIDs,Status,translation_source
bufr4/3/00/002/1/000002,00,Категория 00 — Последовательности позиций таблицы кода BUFR,300002,,,000002,"Таблица А: описание категории данных, строка 1",,,,Operational,PDF
bufr4/3/00/002/2/000003,00,Категория 00 — Последовательности позиций таблицы кода BUFR,300002,,,000003,"Таблица А: описание категории данных, строка 2",,,,Operational,PDF
bufr4/3/00/003/1/000010,00,Категория 00 — Последовательности позиций таблицы кода BUFR,300003,"(Добавить или определить дескриптор F, X, Y)",,000010,Добавить или определить дескриптор F,,,,Operational,PDF
bufr4/3/00/003/2/000011,00,Категория 00 — Последовательности позиций таблицы кода BUFR,300003,"(Добавить или определить дескриптор F, X, Y)",,000011,Добавить или определить дескриптор X,,,,Operational,PDF
bufr4/3/00/003/3/000012,00,Категория 00 — Последовательности позиций таблицы кода BUFR,300003,"(Добавить или определить дескриптор F, X, Y)",,000012,Добавить или определить дескриптор Y,,,,Operational,PDF
bufr4/3/00/004/1/300003,00,Категория 00 — Последовательности позиций таблицы кода BUFR,300004,,,300003,"Добавить или определить дескриптор F, X, Y",,,,Operational,PDF
bufr4/3/00/004/2/000013,00,Категория 00 — Последовательности позиций таблицы кода BUFR,300004,,,000013,"Название элемента, строка 1",,,,Operational,PDF
bufr4/3/00/004/3/000014,00,Категория 00 — Последовательности позиций таблицы кода BUFR,300004,,,000014,"Название элемента, строка 2",,,,Operational,PDF
bufr4/3/00/004/4/000015,00,Категория 00 — Последовательности позиций таблицы кода BUFR,300004,,,000015,Название единиц,,,,Operational,PDF
bufr4/3/00/004/5/000016,00,Категория 00 — Последовательности позиций таблицы кода BUFR,300004,,,000016,Знак масштаба единиц,,,,Operational,PDF
bufr4/3/00/004/6/000017,00,Категория 00 — Последовательности позиций таблицы кода BUFR,300004,,,000017,Масштаб единиц,,,,Operational,PDF
bufr4/3/00/004/7/000018,00,Категория 00 — Последовательности позиций таблицы кода BUFR,300004,,,000018,Знак начала отсчета,,,,Operational,PDF
bufr4/3/00/004/8/000019,00,Категория 00 — Последовательности позиций таблицы кода BUFR,300004,,,000019,Величина начала отсчета единиц,,,,Operational,PDF
bufr4/3/00/004/9/000020,00,Категория 00 — Последовательности позиций таблицы кода BUFR,300004,,,000020,Длина данных элемента,,,,Operational,PDF
bufr4/3/00/010/1/300003,00,Категория 00 — Последовательности позиций таблицы кода BUFR,300010,,,300003,"Добавить или определить дескриптор F, X, Y",,,,Operational,PDF
bufr4/3/00/010/2/101000,00,Категория 00 — Последовательности позиций таблицы кода BUFR,300010,,,101000,Повторение с задержкой 1 дескриптора,,,,Operational,PDF
bufr4/3/00/010/3/031001,00,Категория 00 — Последовательности позиций таблицы кода BUFR,300010,,,031001,Коэффициент повторения дескриптора с задержкой,,,,Operational,PDF
bufr4/3/00/010/4/000030,00,Категория 00 — Последовательности позиций таблицы кода BUFR,300010,,,000030,Последовательность определения дескриптора,,,,Operational,PDF
bufr4/3/00/015/1/000030,00,Категория 00 — Последовательности позиций таблицы кода BUFR,300015,(Определение кодовой таблицы),,000030,Последовательность определения дескриптора,,,,Operational,PDF
bufr4/3/00/015/2/102000,00,Категория 00 — Последовательности позиций таблицы кода BUFR,300015,(Определение кодовой таблицы),,102000,Повторение с задержкой 2 дескрипторов,,,,Operational,PDF
bufr4/3/00/015/3/031002,00,Категория 00 — Последовательности позиций таблицы кода BUFR,300015,(Определение кодовой таблицы),,031002,Коэффициент повторения расширенного дескриптора с задержкой,,,,Operational,PDF
bufr4/3/00/015/4/000024,00,Категория 00 — Последовательности позиций таблицы кода BUFR,300015,(Определение кодовой таблицы),,000024,Кодовая цифра,,,,Operational,PDF
bufr4/3/00/015/5/000025,00,Категория 00 — Последовательности позиций таблицы кода BUFR,300015,(Определение кодовой таблицы),,000025,Значение кодовой цифры,,,,Operational,PDF
bufr4/3/00/016/1/000030,00,Категория 00 — Последовательности позиций таблицы кода BUFR,300016,(Определение таблицы флагов),,000030,Последовательность определения дескриптора,,,,Operational,PDF
bufr4/3/00/016/2/102000,00,Категория 00 — Последовательности позиций таблицы кода BUFR,300016,(Определение таблицы флагов),,102000,Повторение с задержкой 2 дескрипторов,,,,Operational,PDF
bufr4/3/00/016/3/031001,00,Категория 00 — Последовательности позиций таблицы кода BUFR,300016,(Определение таблицы флагов),,031001,Коэффициент повторения дескриптора с задержкой,,,,Operational,PDF
bufr4/3/00/016/4/000026,00,Категория 00 — Последовательности позиций таблицы кода BUFR,300016,(Определение таблицы флагов),,000026,Номер бита,,,,Operational,PDF
bufr4/3/00/016/5/000027,00,Категория 00 — Последовательности позиций таблицы кода BUFR,300016,(Определение таблицы флагов),,000027,Значение номера бита,,,,Operational,PDF
