ID,FXY,ElementName_ru,CodeFigure,EntryName_ru,EntryName_sub1_ru,EntryName_sub2_ru,Note_ru,noteIDs,Status,translation_source
bufr4/0/29/001/0,029001,Тип проекции,0,Гномоническая проекция,,,,,Operational,PDF
bufr4/0/29/001/1,029001,Тип проекции,1,Полярная стереографическая проекция,,,,,Operational,PDF
bufr4/0/29/001/2,029001,Тип проекции,2,Конформная коническая проекция Ламберта,,,,,Operational,PDF
bufr4/0/29/001/3,029001,Тип проекции,3,Проекция Меркатора,,,,,Operational,PDF
bufr4/0/29/001/4,029001,Тип проекции,4,Конус сканирования (радиолокатора),,,(см. примечание),65,Operational,PDF
bufr4/0/29/001/5,029001,Тип проекции,5,Зарезервирована,,,,,Operational,PDF
bufr4/0/29/001/6,029001,Тип проекции,6,Проекция отсутствует,,,,,Operational,PDF
bufr4/0/29/001/7,029001,Тип проекции,7,Отсутствующее значение,,,,,Operational,PDF
bufr4/0/29/002/0,029002,Тип сетки координат,0,Декартовая,,,,,Operational,PDF
bufr4/0/29/002/1,029002,Тип сетки координат,1,Полярная,,,,,Operational,PDF
bufr4/0/29/002/2,029002,Тип сетки координат,2,Другие виды,,,,,Operational,PDF
bufr4/0/29/002/3-6,029002,Тип сетки координат,3-6,Зарезервированы,,,,,Operational,PDF
bufr4/0/29/002/7,029002,Тип сетки координат,7,Отсутствующее значение,,,,,Operational,PDF
