ID,ClassNo,ClassName_ru,FXY,ElementName_ru,BUFR_Unit_ru,BUFR_Scale,BUFR_ReferenceValue,BUFR_DataWidth_Bits,CREX_Unit_ru,CREX_Scale,CREX_DataWidth_Char,Note_ru,noteIDs,Status,translation_source
bufr4/0/06/001,06,Местоположение (горизонтальное – 2) в BUFR/CREX,006001,Долгота (высокая точность),deg,5,-18000000,26,deg,5,8,,,Operational,PDF
bufr4/0/06/002,06,Местоположение (горизонтальное – 2) в BUFR/CREX,006002,Долгота (низкая точность),deg,2,-18000,16,deg,2,5,,,Operational,PDF
bufr4/0/06/011,06,Местоположение (горизонтальное – 2) в BUFR/CREX,006011,Увеличение долготы (высокая точность),deg,5,-18000000,26,deg,5,8,,,Operational,PDF
bufr4/0/06/012,06,Местоположение (горизонтальное – 2) в BUFR/CREX,006012,Увеличение долготы (низкая точность),deg,2,-18000,16,deg,2,5,,,Operational,PDF
bufr4/0/06/015,06,Местоположение (горизонтальное – 2) в BUFR/CREX,006015,Сдвиг по долготе (высокая точность),deg,5,-18000000,26,deg,5,8,,,Operational,PDF
bufr4/0/06/016,06,Местоположение (горизонтальное – 2) в BUFR/CREX,006016,Сдвиг по долготе (низкая точность),deg,2,-18000,16,deg,2,5,,,Operational,PDF
bufr4/0/06/021,06,Местоположение (горизонтальное – 2) в BUFR/CREX,006021,Расстояние,m,-1,0,13,m,-1,4,,,Operational,PDF
bufr4/0/06/029,06,Местоположение (горизонтальное – 2) в BUFR/CREX,006029,Волновое число,/m,1,0,22,/m,1,7,,,Operational,PDF
bufr4/0/06/030,06,Местоположение (горизонтальное – 2) в BUFR/CREX,006030,Волновое число (спектральное),rad/m,5,0,13,rad/m,5,4,,,Operational,PDF
bufr4/0/06/031,06,Местоположение (горизонтальное – 2) в BUFR/CREX,006031,Номер колонки,Числовой,0,0,12,Числовой,0,4,,,Operational,PDF
bufr4/0/06/032,06,Местоположение (горизонтальное – 2) в BUFR/CREX,006032,Смещение по оси X,m,2,-1073741824,31,m,2,11,(см. примечание 6),183,Operational,PDF
bufr4/0/06/033,06,Местоположение (горизонтальное – 2) в BUFR/CREX,006033,Размер элемента изображения на горизонтали – 2,m,-1,0,16,m,-1,5,,,Operational,PDF
bufr4/0/06/034,06,Местоположение (горизонтальное – 2) в BUFR/CREX,006034,Номер ячейки поперек траектории,Числовой,0,0,7,Числовой,0,3,,,Operational,PDF
bufr4/0/06/035,06,Местоположение (горизонтальное – 2) в BUFR/CREX,006035,Максимальный размер Y-размерности,Числовой,0,0,12,Числовой,0,4,,,Operational,PDF
bufr4/0/06/040,06,Местоположение (горизонтальное – 2) в BUFR/CREX,006040,Диапазон достоверности,m,0,0,13,m,0,4,,,Operational,PDF
