ID,ClassNo,ClassName_ru,FXY,ElementName_ru,BUFR_Unit_ru,BUFR_Scale,BUFR_ReferenceValue,BUFR_DataWidth_Bits,CREX_Unit_ru,CREX_Scale,CREX_DataWidth_Char,Note_ru,noteIDs,Status,translation_source
bufr4/0/33/002,33,Информация о качестве в BUFR/CREX,033002,Информация о качестве,Кодовая таблица,0,0,2,Кодовая таблица,0,1,,,Operational,PDF
bufr4/0/33/003,33,Информация о качестве в BUFR/CREX,033003,Информация о качестве,Кодовая таблица,0,0,3,Кодовая таблица,0,1,,,Operational,PDF
bufr4/0/33/005,33,Информация о качестве в BUFR/CREX,033005,Информация о качестве (данные АМС),Таблица флагов,0,0,30,Таблица флагов,0,10,,,Operational,PDF
bufr4/0/33/006,33,Информация о качестве в BUFR/CREX,033006,Информация о состоянии внутренних измерений (АМС),Кодовая таблица,0,0,3,Кодовая таблица,0,1,,,Operational,PDF
bufr4/0/33/007,33,Информация о качестве в BUFR/CREX,033007,Процент достоверности,%,0,0,7,%,0,3,,,Operational,PDF
bufr4/0/33/015,33,Информация о качестве в BUFR/CREX,033015,Указатель проверки качества данных,Кодовая таблица,0,0,6,Кодовая таблица,0,2,,,Operational,PDF
bufr4/0/33/020,33,Информация о качестве в BUFR/CREX,033020,Указание контроля качества последующей величины,Кодовая таблица,0,0,3,Кодовая таблица,0,1,,,Operational,PDF
bufr4/0/33/021,33,Информация о качестве в BUFR/CREX,033021,Качество последующей величины,Кодовая таблица,0,0,2,Кодовая таблица,0,1,,,Operational,PDF
bufr4/0/33/022,33,Информация о качестве в BUFR/CREX,033022,Качество передачи спутником данных с буев,Кодовая таблица,0,0,2,Кодовая таблица,0,1,,,Operational,PDF
bufr4/0/33/023,33,Информация о качестве в BUFR/CREX,033023,Качество местоположения буя,Кодовая таблица,0,0,2,Кодовая таблица,0,1,,,Operational,PDF
bufr4/0/33/024,33,Информация о качестве в BUFR/CREX,033024,Отметка качества превышения станции (для подвижных станций),Кодовая таблица,0,0,4,Кодовая таблица,0,2,,,Operational,PDF
bufr4/0/33/025,33,Информация о качестве в BUFR/CREX,033025,Указатель интерполированных значений ACARS,Кодовая таблица,0,0,3,Кодовая таблица,0,1,,,Operational,PDF
bufr4/0/33/026,33,Информация о качестве в BUFR/CREX,033026,Качество данных о влажности,Кодовая таблица,0,0,6,Кодовая таблица,0,2,,,Operational,PDF
bufr4/0/33/027,33,Информация о качестве в BUFR/CREX,033027,Класс качества местоположения (длина радиуса с достоверностью в 66 %),Кодовая таблица,0,0,3,Кодовая таблица,0,1,,,Operational,PDF
bufr4/0/33/028,33,Информация о качестве в BUFR/CREX,033028,Общее качество моментального снимка,Кодовая таблица,0,0,3,Кодовая таблица,0,1,,,Operational,PDF
bufr4/0/33/030,33,Информация о качестве в BUFR/CREX,033030,Флаги статуса сканирующей строки ATOVS,Таблица флагов,0,0,24,Таблица флагов,0,8,,,Operational,PDF
