ID,ClassNo,ClassName_ru,FXY,ElementName_ru,BUFR_Unit_ru,BUFR_Scale,BUFR_ReferenceValue,BUFR_DataWidth_Bits,CREX_Unit_ru,CREX_Scale,CREX_DataWidth_Char,Note_ru,noteIDs,Status,translation_source
bufr4/0/00/001,00,Элементы таблицы кодов BUFR/CREX,000001,Таблица A: элемент,CCITT IA5,0,0,24,Символ,0,3,,,Operational,PDF
bufr4/0/00/002,00,Элементы таблицы кодов BUFR/CREX,000002,"Таблица A: описание категории данных, строка 1",CCITT IA5,0,0,256,Символ,0,32,,,Operational,PDF
bufr4/0/00/003,00,Элементы таблицы кодов BUFR/CREX,000003,"Таблица A: описание категории данных, строка 2",CCITT IA5,0,0,256,Символ,0,32,,,Operational,PDF
bufr4/0/00/004,00,Элементы таблицы кодов BUFR/CREX,000004,Эталонная таблица BUFR/CREX,CCITT IA5,0,0,16,Символ,0,2,(см. примечание 1),98,Operational,PDF
bufr4/0/00/005,00,Элементы таблицы кодов BUFR/CREX,000005,Номер издания кодов BUFR/CREX,CCITT IA5,0,0,24,Символ,0,3,,,Operational,PDF
bufr4/0/00/006,00,Элементы таблицы кодов BUFR/CREX,000006,Номер версии эталонной таблицы для кода BUFR,CCITT IA5,0,0,16,Символ,0,2,(см. примечание 2),33,Operational,PDF
bufr4/0/00/007,00,Элементы таблицы кодов BUFR/CREX,000007,Номер версии эталонной таблицы для кода CREX,CCITT IA5,0,0,16,Символ,0,2,(см. примечание 3),40,Operational,PDF
bufr4/0/00/008,00,Элементы таблицы кодов BUFR/CREX,000008,Номер версии местной таблицы для кода BUFR,CCITT IA5,0,0,16,Символ,0,2,(см. примечание 4),76,Operational,PDF
bufr4/0/00/010,00,Элементы таблицы кодов BUFR/CREX,000010,Добавить или определить дескриптор F,CCITT IA5,0,0,8,Символ,0,1,,,Operational,PDF
bufr4/0/00/011,00,Элементы таблицы кодов BUFR/CREX,000011,Добавить или определить дескриптор X,CCITT IA5,0,0,16,Символ,0,2,,,Operational,PDF
bufr4/0/00/012,00,Элементы таблицы кодов BUFR/CREX,000012,Добавить или определить дескриптор Y,CCITT IA5,0,0,24,Символ,0,3,,,Operational,PDF
bufr4/0/00/013,00,Элементы таблицы кодов BUFR/CREX,000013,"Название элемента, строка 1",CCITT IA5,0,0,256,Символ,0,32,,,Operational,PDF
bufr4/0/00/014,00,Элементы таблицы кодов BUFR/CREX,000014,"Название элемента, строка 2",CCITT IA5,0,0,256,Символ,0,32,,,Operational,PDF
bufr4/0/00/015,00,Элементы таблицы кодов BUFR/CREX,000015,Название единиц,CCITT IA5,0,0,192,Символ,0,24,,,Operational,PDF
bufr4/0/00/016,00,Элементы таблицы кодов BUFR/CREX,000016,Знак масштаба единиц,CCITT IA5,0,0,8,Символ,0,1,,,Operational,PDF
bufr4/0/00/017,00,Элементы таблицы кодов BUFR/CREX,000017,Масштаб единиц,CCITT IA5,0,0,24,Символ,0,3,,,Operational,PDF
bufr4/0/00/018,00,Элементы таблицы кодов BUFR/CREX,000018,Знак начала отсчета,CCITT IA5,0,0,8,Символ,0,1,,,Operational,PDF
bufr4/0/00/019,00,Элементы таблицы кодов BUFR/CREX,000019,Величина единицы начала отсчета,CCITT IA5,0,0,80,Символ,0,10,,,Operational,PDF
bufr4/0/00/020,00,Элементы таблицы кодов BUFR/CREX,000020,Длина данных элемента,CCITT IA5,0,0,24,Символ,0,3,,,Operational,PDF
bufr4/0/00/024,00,Элементы таблицы кодов BUFR/CREX,000024,Кодовая цифра,CCITT IA5,0,0,64,Символ,0,8,,,Operational,PDF
bufr4/0/00/025,00,Элементы таблицы кодов BUFR/CREX,000025,Значение кодовой цифры,CCITT IA5,0,0,496,Символ,0,62,,,Operational,PDF
bufr4/0/00/026,00,Элементы таблицы кодов BUFR/CREX,000026,Номер бита,CCITT IA5,0,0,48,Символ,0,6,,,Operational,PDF
bufr4/0/00/027,00,Элементы таблицы кодов BUFR/CREX,000027,Значение номера бита,CCITT IA5,0,0,496,Символ,0,62,,,Operational,PDF
bufr4/0/00/030,00,Элементы таблицы кодов BUFR/CREX,000030,Последовательность определения дескриптора,CCITT IA5,0,0,48,Символ,0,6,,,Operational,PDF
