ID,Category,CategoryOfSequences_ru,FXY1,Title_ru,SubTitle_ru,FXY2,ElementName_ru,ElementDescription_ru,Note_ru,noteIDs,Status,translation_source
bufr4/3/08/001/1/301033,08,Категория 08 — Последовательности сводок приземных данных (море),308001,(Буй/платформа — фиксированные),,301033,Буй/платформа — фиксированные,"Идентификация, тип, дата/время, местоположение (высокая точность)",,,Operational,PDF
bufr4/3/08/001/2/302011,08,Категория 08 — Последовательности сводок приземных данных (море),308001,(Буй/платформа — фиксированные),,302011,Низкорасположенная станция,Основная сводка приземных данных,,,Operational,PDF
bufr4/3/08/001/3/022042,08,Категория 08 — Последовательности сводок приземных данных (море),308001,(Буй/платформа — фиксированные),,022042,Температура моря/воды (Буй/платформа — фиксированные),,,,Operational,PDF
bufr4/3/08/002/1/301034,08,Категория 08 — Последовательности сводок приземных данных (море),308002,(высокая точность),,301034,Буй/платформа — фиксированные,"Идентификация, тип, дата/время, местоположение (низкая точность)",,,Operational,PDF
bufr4/3/08/002/2/302011,08,Категория 08 — Последовательности сводок приземных данных (море),308002,(высокая точность),,302011,Низкорасположенная станция,Основная сводка приземных данных,,,Operational,PDF
bufr4/3/08/002/3/022042,08,Категория 08 — Последовательности сводок приземных данных (море),308002,(высокая точность),,022042,Температура моря/воды,,,,Operational,PDF
bufr4/3/08/003/1/301035,08,Категория 08 — Последовательности сводок приземных данных (море),308003,(низкая точность),,301035,Буй/платформа — подвижные,"Идентификация, тип, дата/время, местоположение (низкая точность)",(см. примечание 1),13,Operational,PDF
bufr4/3/08/003/2/302011,08,Категория 08 — Последовательности сводок приземных данных (море),308003,(низкая точность),,302011,Низкорасположенная станция,Основная сводка приземных данных,(см. примечание 1),13,Operational,PDF
bufr4/3/08/003/3/022042,08,Категория 08 — Последовательности сводок приземных данных (море),308003,(низкая точность),,022042,Температура моря/воды (Судно),,(см. примечание 1),13,Operational,PDF
bufr4/3/08/004/1/301036,08,Категория 08 — Последовательности сводок приземных данных (море),308004,(низкая точность),,301036,Судно,"Идентификация, тип, дата/время, местоположение (низкая точность)",,,Operational,PDF
bufr4/3/08/004/2/302011,08,Категория 08 — Последовательности сводок приземных данных (море),308004,(низкая точность),,302011,Низкорасположенная станция,Основная сводка приземных данных,,,Operational,PDF
bufr4/3/08/004/3/022042,08,Категория 08 — Последовательности сводок приземных данных (море),308004,(низкая точность),,022042,Температура моря/воды,,,,Operational,PDF
bufr4/3/08/005/1/308004,08,Категория 08 — Последовательности сводок приземных данных (море),308005,(низкая точность),,308004,Судно,Основная судовая сводка,,,Operational,PDF
bufr4/3/08/005/2/302024,08,Категория 08 — Последовательности сводок приземных данных (море),308005,(низкая точность),,302024,Ветровые волны и волны зыби,,,,Operational,PDF
bufr4/3/08/006/1/010004,08,Категория 08 — Последовательности сводок приземных данных (море),308006,"(Буй, раздел 1, необязательные параметры)",,010004,Давление,,,,Operational,PDF
bufr4/3/08/006/2/010061,08,Категория 08 — Последовательности сводок приземных данных (море),308006,"(Буй, раздел 1, необязательные параметры)",,010061,Изменение давления за 3 часа,,,,Operational,PDF
bufr4/3/08/006/3/010063,08,Категория 08 — Последовательности сводок приземных данных (море),308006,"(Буй, раздел 1, необязательные параметры)",,010063,Характеристика барической тенденции,,,,Operational,PDF
bufr4/3/08/006/4/011001,08,Категория 08 — Последовательности сводок приземных данных (море),308006,"(Буй, раздел 1, необязательные параметры)",,011001,Направление ветра,,,,Operational,PDF
bufr4/3/08/006/5/011002,08,Категория 08 — Последовательности сводок приземных данных (море),308006,"(Буй, раздел 1, необязательные параметры)",,011002,Скорость ветра,,,,Operational,PDF
bufr4/3/08/006/6/012004,08,Категория 08 — Последовательности сводок приземных данных (море),308006,"(Буй, раздел 1, необязательные параметры)",,012004,Температура воздуха на высоте 2 м,,,,Operational,PDF
bufr4/3/08/006/7/013003,08,Категория 08 — Последовательности сводок приземных данных (море),308006,"(Буй, раздел 1, необязательные параметры)",,013003,Относительная влажность,,,,Operational,PDF
bufr4/3/08/006/8/022042,08,Категория 08 — Последовательности сводок приземных данных (море),308006,"(Буй, раздел 1, необязательные параметры)",,022042,Температура моря/воды,,,,Operational,PDF
bufr4/3/08/007/1/301055,08,Категория 08 — Последовательности сводок приземных данных (море),308007,,,301055,"Идентификация и тип станции, дата/время, местоположение (высокая точность), движение",,,,Operational,PDF
