ID,ClassNo,ClassName_ru,FXY,ElementName_ru,BUFR_Unit_ru,BUFR_Scale,BUFR_ReferenceValue,BUFR_DataWidth_Bits,CREX_Unit_ru,CREX_Scale,CREX_DataWidth_Char,Note_ru,noteIDs,Status,translation_source
bufr4/0/07/001,07,Местоположение (вертикальное) в BUFR/CREX,007001,Высота станции,m,0,-400,15,m,0,5,(см. примечание 1),116,Operational,PDF
bufr4/0/07/002,07,Местоположение (вертикальное) в BUFR/CREX,007002,Высота или абсолютная высота,m,-1,-40,16,m,-1,5,,,Operational,PDF
bufr4/0/07/003,07,Местоположение (вертикальное) в BUFR/CREX,007003,Геопотенциал,m2 s-2,-1,-400,17,m2 s-2,-1,6,,,Operational,PDF
bufr4/0/07/004,07,Местоположение (вертикальное) в BUFR/CREX,007004,Давление,Pa,-1,0,14,Pa,-1,5,,,Operational,PDF
bufr4/0/07/005,07,Местоположение (вертикальное) в BUFR/CREX,007005,Увеличение высоты,m,0,-400,12,m,0,4,,,Operational,PDF
bufr4/0/07/006,07,Местоположение (вертикальное) в BUFR/CREX,007006,Высота над станцией,m,0,0,15,m,0,5,,,Operational,PDF
bufr4/0/07/007,07,Местоположение (вертикальное) в BUFR/CREX,007007,Высота,m,0,-1000,17,m,0,6,,,Operational,PDF
bufr4/0/07/008,07,Местоположение (вертикальное) в BUFR/CREX,007008,Геопотенциал,m2 s-2,0,-10000,20,m2 s-2,0,7,,,Operational,PDF
bufr4/0/07/009,07,Местоположение (вертикальное) в BUFR/CREX,007009,Геопотенциальная высота,gpm,0,-1000,17,gpm,0,5,,,Operational,PDF
bufr4/0/07/010,07,Местоположение (вертикальное) в BUFR/CREX,007010,Эшелон полета,m,0,-1024,16,ft,-1,5,,,Operational,PDF
bufr4/0/07/012,07,Местоположение (вертикальное) в BUFR/CREX,007012,Высота узлов сетки,m,2,-50000,20,m,2,7,,,Operational,PDF
bufr4/0/07/021,07,Местоположение (вертикальное) в BUFR/CREX,007021,Возвышение,deg,2,-9000,15,deg,2,5,(см. примечание 2),68,Operational,PDF
bufr4/0/07/022,07,Местоположение (вертикальное) в BUFR/CREX,007022,Возвышение Солнца,deg,2,-9000,15,deg,2,5,,,Operational,PDF
bufr4/0/07/024,07,Местоположение (вертикальное) в BUFR/CREX,007024,Зенитный угол спутника,deg,2,-9000,15,deg,2,5,,,Operational,PDF
bufr4/0/07/025,07,Местоположение (вертикальное) в BUFR/CREX,007025,Зенитный угол Солнца,deg,2,-9000,15,deg,2,5,,,Operational,PDF
bufr4/0/07/026,07,Местоположение (вертикальное) в BUFR/CREX,007026,Зенитный угол спутника,deg,4,-900000,21,deg,4,7,,,Operational,PDF
bufr4/0/07/030,07,Местоположение (вертикальное) в BUFR/CREX,007030,Высота площадки станции над средним уровнем моря,m,1,-4000,17,m,1,5,(см. примечание 3),87,Operational,PDF
bufr4/0/07/031,07,Местоположение (вертикальное) в BUFR/CREX,007031,Высота барометра над средним уровнем моря,m,1,-4000,17,m,1,5,(см. примечание 4),84,Operational,PDF
bufr4/0/07/032,07,Местоположение (вертикальное) в BUFR/CREX,007032,Высота датчика над местной площадкой (или палубой морской платформы),m,2,0,16,m,2,5,(см. примечание 5),85,Operational,PDF
bufr4/0/07/033,07,Местоположение (вертикальное) в BUFR/CREX,007033,Высота датчика над поверхностью воды,m,1,0,12,m,1,4,(см. примечание 6),86,Operational,PDF
bufr4/0/07/035,07,Местоположение (вертикальное) в BUFR/CREX,007035,Максимальный размер Z-размерности,Числовой,0,0,12,Числовой,0,4,,,Operational,PDF
bufr4/0/07/036,07,Местоположение (вертикальное) в BUFR/CREX,007036,Индекс уровня Z,Числовой,0,0,12,Числовой,0,4,,,Operational,PDF
bufr4/0/07/040,07,Местоположение (вертикальное) в BUFR/CREX,007040,Параметр воздействия,m,1,62000000,22,m,1,8,(см. примечание 7),74,Operational,PDF
bufr4/0/07/061,07,Местоположение (вертикальное) в BUFR/CREX,007061,Глубина от поверхности земли,m,2,0,14,m,2,5,,,Operational,PDF
bufr4/0/07/062,07,Местоположение (вертикальное) в BUFR/CREX,007062,Глубина от поверхности моря/водной поверхности,m,1,0,17,m,1,6,,,Operational,PDF
bufr4/0/07/063,07,Местоположение (вертикальное) в BUFR/CREX,007063,Глубина от поверхности моря/водной поверхности (см),m,2,0,20,m,2,7,,,Operational,PDF
bufr4/0/07/064,07,Местоположение (вертикальное) в BUFR/CREX,007064,Типичная высота датчика над станцией,m,0,0,4,m,0,2,(см. примечание 8),117,Operational,PDF
bufr4/0/07/065,07,Местоположение (вертикальное) в BUFR/CREX,007065,Давление воды,Pa,-3,0,17,Pa,-3,6,,,Operational,PDF
bufr4/0/07/070,07,Местоположение (вертикальное) в BUFR/CREX,007070,Глубина погружения якоря,m,0,0,10,m,0,4,,,Operational,PDF
bufr4/0/07/071,07,Местоположение (вертикальное) в BUFR/CREX,007071,Высота (высокое разрешение),m,3,-10000000,26,m,3,8,,,Operational,PDF
