ID,FXY,ElementName_ru,CodeFigure,EntryName_ru,EntryName_sub1_ru,EntryName_sub2_ru,Note_ru,noteIDs,Status,translation_source
bufr4/0/08/001/1,008001,Значимость вертикального зондирования,1,Поверхность,,,,,Operational,PDF
bufr4/0/08/001/2,008001,Значимость вертикального зондирования,2,Стандартный уровень,,,,,Operational,PDF
bufr4/0/08/001/3,008001,Значимость вертикального зондирования,3,Уровень тропопаузы,,,,,Operational,PDF
bufr4/0/08/001/4,008001,Значимость вертикального зондирования,4,Уровень максимального ветра,,,,,Operational,PDF
bufr4/0/08/001/5,008001,Значимость вертикального зондирования,5,"Особая точка, температура и/или относительная влажность",,,,,Operational,PDF
bufr4/0/08/001/6,008001,Значимость вертикального зондирования,6,"Особая точка, ветер",,,,,Operational,PDF
bufr4/0/08/001/All-7,008001,Значимость вертикального зондирования,Все 7,Отсутствующее значение,,,,,Operational,PDF
bufr4/0/08/002/0,008002,Вертикальная значимость (приземные наблюдения),0,Применяются правила кодов FM 12 SYNOP и FM 13 SHIP для наблюдений нижней границы самых низких облаков и типов облаков,,,,,Operational,PDF
bufr4/0/08/002/1,008002,Вертикальная значимость (приземные наблюдения),1,"Первый особый слой, облака не относятся к CB",,,,,Operational,PDF
bufr4/0/08/002/2,008002,Вертикальная значимость (приземные наблюдения),2,"Второй особый слой, облака не относятся к CB",,,,,Operational,PDF
bufr4/0/08/002/3,008002,Вертикальная значимость (приземные наблюдения),3,"Третий особый слой, облака не относятся к CB",,,,,Operational,PDF
bufr4/0/08/002/4,008002,Вертикальная значимость (приземные наблюдения),4,Слой кучево-дождевых облаков,,,,,Operational,PDF
bufr4/0/08/002/5,008002,Вертикальная значимость (приземные наблюдения),5,Потолок,,,,,Operational,PDF
bufr4/0/08/002/6,008002,Вертикальная значимость (приземные наблюдения),6,Облака не обнаруживаются ниже следующих высот,,,,,Operational,PDF
bufr4/0/08/002/7,008002,Вертикальная значимость (приземные наблюдения),7,Нижние облака,,,,,Operational,PDF
