ID,Category,CategoryOfSequences_ru,FXY1,Title_ru,SubTitle_ru,FXY2,ElementName_ru,ElementDescription_ru,Note_ru,noteIDs,Status,translation_source
bufr4/3/05/001/1/011001,05,Категория 05 — Метеорологические или гидрологические,305001,(Единственное измерение СНГЦ-САДК),,011001,Направление ветра,,,,Operational,PDF
bufr4/3/05/001/2/011002,05,Категория 05 — Метеорологические или гидрологические,305001,(Единственное измерение СНГЦ-САДК),,011002,Скорость ветра,,,,Operational,PDF
bufr4/3/05/001/3/013060,05,Категория 05 — Метеорологические или гидрологические,305001,(Единственное измерение СНГЦ-САДК),,013060,Общие суммарные осадки,,,,Operational,PDF
bufr4/3/05/001/4/013071,05,Категория 05 — Метеорологические или гидрологические,305001,(Единственное измерение СНГЦ-САДК),,013071,Уровень воды в верхнем течении,,,,Operational,PDF
bufr4/3/05/002/1/301012,05,Категория 05 — Метеорологические или гидрологические,305002,(Измерение окружающей среды СНГЦ-САДК),,301012,"Час, минута",,,,Operational,PDF
bufr4/3/05/002/2/012001,05,Категория 05 — Метеорологические или гидрологические,305002,(Измерение окружающей среды СНГЦ-САДК),,012001,Температура/температура воздуха,,,,Operational,PDF
bufr4/3/05/002/3/013003,05,Категория 05 — Метеорологические или гидрологические,305002,(Измерение окружающей среды СНГЦ-САДК),,013003,Относительная влажность,,,,Operational,PDF
bufr4/3/05/002/4/014051,05,Категория 05 — Метеорологические или гидрологические,305002,(Измерение окружающей среды СНГЦ-САДК),,014051,"Прямая солнечная радиация, интегрированная за последний час",,,,Operational,PDF
bufr4/3/05/002/5/013060,05,Категория 05 — Метеорологические или гидрологические,305002,(Измерение окружающей среды СНГЦ-САДК),,013060,Общие суммарные осадки,,,,Operational,PDF
bufr4/3/05/002/6/013072,05,Категория 05 — Метеорологические или гидрологические,305002,(Измерение окружающей среды СНГЦ-САДК),,013072,Уровень воды в нижнем течении,,,,Operational,PDF
bufr4/3/05/002/7/013080,05,Категория 05 — Метеорологические или гидрологические,305002,(Измерение окружающей среды СНГЦ-САДК),,013080,рН воды,,,,Operational,PDF
bufr4/3/05/002/8/013081,05,Категория 05 — Метеорологические или гидрологические,305002,(Измерение окружающей среды СНГЦ-САДК),,013081,Проводимость воды,,,,Operational,PDF
bufr4/3/05/002/9/013082,05,Категория 05 — Метеорологические или гидрологические,305002,(Измерение окружающей среды СНГЦ-САДК),,013082,Температура воды,,,,Operational,PDF
bufr4/3/05/002/10/013083,05,Категория 05 — Метеорологические или гидрологические,305002,(Измерение окружающей среды СНГЦ-САДК),,013083,Растворенный кислород,,,,Operational,PDF
bufr4/3/05/002/11/013084,05,Категория 05 — Метеорологические или гидрологические,305002,(Измерение окружающей среды СНГЦ-САДК),,013084,Мутность,,,,Operational,PDF
bufr4/3/05/003/1/301012,05,Категория 05 — Метеорологические или гидрологические,305003,(Определение групп измерений СНГЦ-САДК),,301012,"Час, минута",Первое единственное измерение минус инкремент,,,Operational,PDF
bufr4/3/05/003/2/004065,05,Категория 05 — Метеорологические или гидрологические,305003,(Определение групп измерений СНГЦ-САДК),,004065,Короткий временной инкремент,Временной интервал между измерениями,,,Operational,PDF
bufr4/3/05/003/3/101000,05,Категория 05 — Метеорологические или гидрологические,305003,(Определение групп измерений СНГЦ-САДК),,101000,Повторение с задержкой 1 дескриптора,,,,Operational,PDF
bufr4/3/05/003/4/031001,05,Категория 05 — Метеорологические или гидрологические,305003,(Определение групп измерений СНГЦ-САДК),,031001,Коэффициент повторения дескриптора с задержкой,,,,Operational,PDF
bufr4/3/05/003/5/305001,05,Категория 05 — Метеорологические или гидрологические,305003,(Определение групп измерений СНГЦ-САДК),,305001,Единственное измерение СНГЦ-САДК,,,,Operational,PDF
bufr4/3/05/004/1/301030,05,Категория 05 — Метеорологические или гидрологические,305004,(Сводка СНГЦ-САДК),,301030,Идентификация — с физическим местоположением,,,,Operational,PDF
bufr4/3/05/004/2/305002,05,Категория 05 — Метеорологические или гидрологические,305004,(Сводка СНГЦ-САДК),,305002,Измерение окружающей среды СНГЦ-САДК,,,,Operational,PDF
bufr4/3/05/004/3/305003,05,Категория 05 — Метеорологические или гидрологические,305004,(Сводка СНГЦ-САДК),,305003,Определение схемы измерения СНГЦ-САДК,,,,Operational,PDF
bufr4/3/05/006/1/013072,05,Категория 05 — Метеорологические или гидрологические,305006,(Измерение СНГЦ-СМБ),,013072,Уровень воды в нижнем течении,,,,Operational,PDF
bufr4/3/05/006/2/013082,05,Категория 05 — Метеорологические или гидрологические,305006,(Измерение СНГЦ-СМБ),,013082,Температура воды,,,,Operational,PDF
bufr4/3/05/006/3/013019,05,Категория 05 — Метеорологические или гидрологические,305006,(Измерение СНГЦ-СМБ),,013019,Сумма осадков за последний час,,,,Operational,PDF
bufr4/3/05/006/4/012001,05,Категория 05 — Метеорологические или гидрологические,305006,(Измерение СНГЦ-СМБ),,012001,Температура/температура воздуха,,,,Operational,PDF
bufr4/3/05/006/5/013073,05,Категория 05 — Метеорологические или гидрологические,305006,(Измерение СНГЦ-СМБ),,013073,Максимальный уровень воды,,,,Operational,PDF
bufr4/3/05/006/6/013060,05,Категория 05 — Метеорологические или гидрологические,305006,(Измерение СНГЦ-СМБ),,013060,Общие суммарные осадки,,,,Operational,PDF
bufr4/3/05/007/1/301029,05,Категория 05 — Метеорологические или гидрологические,305007,(Сводка СНГЦ-СМБ),,301029,Идентификация,,,,Operational,PDF
bufr4/3/05/007/2/301012,05,Категория 05 — Метеорологические или гидрологические,305007,(Сводка СНГЦ-СМБ),,301012,"Час, минута",Время первого измерения,,,Operational,PDF
bufr4/3/05/007/3/004065,05,Категория 05 — Метеорологические или гидрологические,305007,(Сводка СНГЦ-СМБ),,004065,Короткий временной инкремент,Временной интервал между измерениями,,,Operational,PDF
bufr4/3/05/007/4/101000,05,Категория 05 — Метеорологические или гидрологические,305007,(Сводка СНГЦ-СМБ),,101000,Повторение с задержкой 1 дескриптора,,,,Operational,PDF
bufr4/3/05/007/5/031001,05,Категория 05 — Метеорологические или гидрологические,305007,(Сводка СНГЦ-СМБ),,031001,Коэффициент повторения дескриптора с задержкой,,,,Operational,PDF
bufr4/3/05/007/6/305006,05,Категория 05 — Метеорологические или гидрологические,305007,(Сводка СНГЦ-СМБ),,305006,Измерение СНГЦ-СМБ,Единственное измерение,,,Operational,PDF
bufr4/3/05/008/1/305006,05,Категория 05 — Метеорологические или гидрологические,305008,(Измерение СНГЦ-ЗЦА — Чад),,305006,Измерение СНГЦ-СМБ,"Такое же, как измерение типа СНГЦ-СМБ",,,Operational,PDF
bufr4/3/05/008/2/012030,05,Категория 05 — Метеорологические или гидрологические,305008,(Измерение СНГЦ-ЗЦА — Чад),,012030,Температура почвы,На глубине 50 см,,,Operational,PDF
bufr4/3/05/009/1/301029,05,Категория 05 — Метеорологические или гидрологические,305009,(Сводка СНГЦ-ЗЦА — Чад),,301029,Идентификация,,,,Operational,PDF
bufr4/3/05/009/2/301012,05,Категория 05 — Метеорологические или гидрологические,305009,(Сводка СНГЦ-ЗЦА — Чад),,301012,"Час, минута",Время первого измерения,,,Operational,PDF
bufr4/3/05/009/3/004065,05,Категория 05 — Метеорологические или гидрологические,305009,(Сводка СНГЦ-ЗЦА — Чад),,004065,Короткий временной инкремент,Временной интервал между измерениями,,,Operational,PDF
bufr4/3/05/009/4/101000,05,Категория 05 — Метеорологические или гидрологические,305009,(Сводка СНГЦ-ЗЦА — Чад),,101000,Повторение с задержкой 1 дескриптора,,,,Operational,PDF
bufr4/3/05/009/5/031001,05,Категория 05 — Метеорологические или гидрологические,305009,(Сводка СНГЦ-ЗЦА — Чад),,031001,Коэффициент повторения дескриптора с задержкой,,,,Operational,PDF
bufr4/3/05/009/6/305008,05,Категория 05 — Метеорологические или гидрологические,305009,(Сводка СНГЦ-ЗЦА — Чад),,305008,Измерение СНГЦ-ЗЦА — Чад,Единственное измерение,,,Operational,PDF
bufr4/3/05/010/1/305008,05,Категория 05 — Метеорологические или гидрологические,305010,(Тип 2 измерения СНГЦ-СМБ),,305008,Измерение СНГЦ-ЗЦА — Чад,"Такое же, как измерение типа СНГЦ-ЗЦА",,,Operational,PDF
bufr4/3/05/010/2/002091,05,Категория 05 — Метеорологические или гидрологические,305010,(Тип 2 измерения СНГЦ-СМБ),,002091,Датчик с входным сигналом 4/20 мA,№ 1,,,Operational,PDF
bufr4/3/05/010/3/002091,05,Категория 05 — Метеорологические или гидрологические,305010,(Тип 2 измерения СНГЦ-СМБ),,002091,Датчик с входным сигналом 4/20 мA,№ 2,,,Operational,PDF
bufr4/3/05/011/1/301029,05,Категория 05 — Метеорологические или гидрологические,305011,(Сводка СНГЦ-СМБ типа 2 ),,301029,Идентификация,,,,Operational,PDF
bufr4/3/05/011/2/301012,05,Категория 05 — Метеорологические или гидрологические,305011,(Сводка СНГЦ-СМБ типа 2 ),,301012,"Час, минута",Время первого измерения,,,Operational,PDF
bufr4/3/05/011/3/004065,05,Категория 05 — Метеорологические или гидрологические,305011,(Сводка СНГЦ-СМБ типа 2 ),,004065,Короткий временной инкремент,Временной интервал между измерениями,,,Operational,PDF
