ID,ClassNo,ClassName_ru,FXY,ElementName_ru,BUFR_Unit_ru,BUFR_Scale,BUFR_ReferenceValue,BUFR_DataWidth_Bits,CREX_Unit_ru,CREX_Scale,CREX_DataWidth_Char,Note_ru,noteIDs,Status,translation_source
bufr4/0/23/001,23,Рассеивание и перенос в BUFR/CREX,023001,Оперативное оповещение об аварии — применимая статья Конвенции,Кодовая таблица,0,0,3,Кодовая таблица,0,1,,,Operational,PDF
bufr4/0/23/002,23,Рассеивание и перенос в BUFR/CREX,023002,"Деятельность или установка, связанные с происшествием",Кодовая таблица,0,0,5,Кодовая таблица,0,2,,,Operational,PDF
bufr4/0/23/003,23,Рассеивание и перенос в BUFR/CREX,023003,Тип выброса,Кодовая таблица,0,0,3,Кодовая таблица,0,1,,,Operational,PDF
bufr4/0/23/004,23,Рассеивание и перенос в BUFR/CREX,023004,"Контрмеры, принятые близ границы",Кодовая таблица,0,0,3,Кодовая таблица,0,1,,,Operational,PDF
bufr4/0/23/005,23,Рассеивание и перенос в BUFR/CREX,023005,Причина происшествия,Кодовая таблица,0,0,2,Кодовая таблица,0,1,,,Operational,PDF
bufr4/0/23/006,23,Рассеивание и перенос в BUFR/CREX,023006,"Ситуация, связанная с происшествием",Кодовая таблица,0,0,3,Кодовая таблица,0,1,,,Operational,PDF
bufr4/0/23/007,23,Рассеивание и перенос в BUFR/CREX,023007,Характеристика выброса,Кодовая таблица,0,0,3,Кодовая таблица,0,1,,,Operational,PDF
bufr4/0/23/008,23,Рассеивание и перенос в BUFR/CREX,023008,Состояние текущего выброса,Кодовая таблица,0,0,2,Кодовая таблица,0,1,,,Operational,PDF
bufr4/0/23/009,23,Рассеивание и перенос в BUFR/CREX,023009,Состояние ожидаемого выброса,Кодовая таблица,0,0,2,Кодовая таблица,0,1,,,Operational,PDF
bufr4/0/23/016,23,Рассеивание и перенос в BUFR/CREX,023016,Возможность значительного химикотоксического воздействия на здоровье,Кодовая таблица,0,0,2,Кодовая таблица,0,1,,,Operational,PDF
bufr4/0/23/017,23,Рассеивание и перенос в BUFR/CREX,023017,Расход потока в главном приемнике,m3/s,6,0,20,m3/s,6,7,,,Operational,PDF
bufr4/0/23/018,23,Рассеивание и перенос в BUFR/CREX,023018,Поведение выброса во времени,Кодовая таблица,0,0,3,Кодовая таблица,0,1,,,Operational,PDF
bufr4/0/23/019,23,Рассеивание и перенос в BUFR/CREX,023019,Фактическая высота выброса,m,0,-15000,17,m,0,6,,,Operational,PDF
bufr4/0/23/021,23,Рассеивание и перенос в BUFR/CREX,023021,Эффективная высота выброса,m,0,-15000,17,m,0,6,,,Operational,PDF
bufr4/0/23/022,23,Рассеивание и перенос в BUFR/CREX,023022,Расстояние до точки выброса или места происшествия,m,0,0,24,m,0,8,,,Operational,PDF
bufr4/0/23/023,23,Рассеивание и перенос в BUFR/CREX,023023,Скорость основного переноса в атмосфере,m/s,1,0,12,m/s,1,4,,,Operational,PDF
bufr4/0/23/024,23,Рассеивание и перенос в BUFR/CREX,023024,Скорость основного переноса в воде,m/s,2,0,13,m/s,2,4,,,Operational,PDF
bufr4/0/23/025,23,Рассеивание и перенос в BUFR/CREX,023025,Скорость основного переноса в грунтовых водах,m/s,2,0,13,m/s,2,4,,,Operational,PDF
bufr4/0/23/027,23,Рассеивание и перенос в BUFR/CREX,023027,Основное направление переноса в атмосфере,degree true,0,0,9,degree true,0,3,,,Operational,PDF
bufr4/0/23/028,23,Рассеивание и перенос в BUFR/CREX,023028,Основное направление переноса в воде,degree true,0,0,9,degree true,0,3,,,Operational,PDF
bufr4/0/23/029,23,Рассеивание и перенос в BUFR/CREX,023029,Основное направление переноса в грунтовой воде,degree true,0,0,9,degree true,0,3,,,Operational,PDF
bufr4/0/23/031,23,Рассеивание и перенос в BUFR/CREX,023031,"Возможность взаимодействия шлейфа с осадками, выпавшими в стране происхождения аварии",Кодовая таблица,0,0,2,Кодовая таблица,0,1,,,Operational,PDF
bufr4/0/23/032,23,Рассеивание и перенос в BUFR/CREX,023032,Воздействие на шлейф изменения в направлении и/или флаге скорости ветра,Кодовая таблица,0,0,2,Кодовая таблица,0,1,,,Operational,PDF
bufr4/0/23/040,23,Рассеивание и перенос в BUFR/CREX,023040,Расход потока — река,m3/s,1,0,22,m3/s,1,7,,,Operational,PDF
bufr4/0/23/041,23,Рассеивание и перенос в BUFR/CREX,023041,Расход потока — колодец,m3/s,3,0,16,m3/s,3,5,,,Operational,PDF
