ID,Category,CategoryOfSequences_ru,FXY1,Title_ru,SubTitle_ru,FXY2,ElementName_ru,ElementDescription_ru,Note_ru,noteIDs,Status,translation_source
bufr4/3/01/001/1/001001,01,Категория 01 — Последовательности местоположения и идентификации,301001,(Номера блока и станции ВМО),,001001,Номер блока ВМО,,,,Operational,PDF
bufr4/3/01/001/2/001002,01,Категория 01 — Последовательности местоположения и идентификации,301001,(Номера блока и станции ВМО),,001002,Номер станции ВМО,,,,Operational,PDF
bufr4/3/01/002/1/001003,01,Категория 01 — Последовательности местоположения и идентификации,301002,,,001003,Номер Региона ВМО/географический район,,(см. примечание 1),11,Operational,PDF
bufr4/3/01/002/2/001004,01,Категория 01 — Последовательности местоположения и идентификации,301002,,,001004,Номер подрегиона ВМО,,(см. примечание 1),11,Operational,PDF
bufr4/3/01/002/3/001005,01,Категория 01 — Последовательности местоположения и идентификации,301002,,,001005,Указатель буя/платформы,,(см. примечание 1),11,Operational,PDF
bufr4/3/01/003/1/001011,01,Категория 01 — Последовательности местоположения и идентификации,301003,(Позывной сигнал судна и его движение),,001011,Указатель судна или подвижной наземной станции,Позывной сигнал судна,,,Operational,PDF
bufr4/3/01/003/2/001012,01,Категория 01 — Последовательности местоположения и идентификации,301003,(Позывной сигнал судна и его движение),,001012,Направление движения подвижной наблюдательной платформы,,,,Operational,PDF
bufr4/3/01/003/3/001013,01,Категория 01 — Последовательности местоположения и идентификации,301003,(Позывной сигнал судна и его движение),,001013,Скорость движения подвижной наблюдательной платформы,,,,Operational,PDF
bufr4/3/01/004/1/001001,01,Категория 01 — Последовательности местоположения и идентификации,301004,(Идентификация станции приземных наблюдений),,001001,Номер блока ВМО,,,,Operational,PDF
bufr4/3/01/004/2/001002,01,Категория 01 — Последовательности местоположения и идентификации,301004,(Идентификация станции приземных наблюдений),,001002,Номер станции ВМО,,,,Operational,PDF
bufr4/3/01/004/3/001015,01,Категория 01 — Последовательности местоположения и идентификации,301004,(Идентификация станции приземных наблюдений),,001015,Название станции или поста,,,,Operational,PDF
bufr4/3/01/004/4/002001,01,Категория 01 — Последовательности местоположения и идентификации,301004,(Идентификация станции приземных наблюдений),,002001,Тип станции,,,,Operational,PDF
bufr4/3/01/005/1/001035,01,Категория 01 — Последовательности местоположения и идентификации,301005,(Центр/подцентр-поставщик),,001035,Центр-производитель,,,,Operational,PDF
bufr4/3/01/005/2/001034,01,Категория 01 — Последовательности местоположения и идентификации,301005,(Центр/подцентр-поставщик),,001034,Идентификация подцентра — поставщика/производителя продукции,,,,Operational,PDF
bufr4/3/01/011/1/004001,01,Категория 01 — Последовательности местоположения и идентификации,301011,"(Год, месяц, день)",,004001,Год,,,,Operational,PDF
bufr4/3/01/011/2/004002,01,Категория 01 — Последовательности местоположения и идентификации,301011,"(Год, месяц, день)",,004002,Месяц,,,,Operational,PDF
bufr4/3/01/011/3/004003,01,Категория 01 — Последовательности местоположения и идентификации,301011,"(Год, месяц, день)",,004003,День,,,,Operational,PDF
bufr4/3/01/012/1/004004,01,Категория 01 — Последовательности местоположения и идентификации,301012,"(Час, минуты)",,004004,Час,,,,Operational,PDF
bufr4/3/01/012/2/004005,01,Категория 01 — Последовательности местоположения и идентификации,301012,"(Час, минуты)",,004005,Минута,,,,Operational,PDF
bufr4/3/01/013/1/004004,01,Категория 01 — Последовательности местоположения и идентификации,301013,"(Час, минута, секунда)",,004004,Час,,,,Operational,PDF
bufr4/3/01/013/2/004005,01,Категория 01 — Последовательности местоположения и идентификации,301013,"(Час, минута, секунда)",,004005,Минута,,,,Operational,PDF
bufr4/3/01/013/3/004006,01,Категория 01 — Последовательности местоположения и идентификации,301013,"(Час, минута, секунда)",,004006,Секунда,,,,Operational,PDF
bufr4/3/01/014/1/102002,01,Категория 01 — Последовательности местоположения и идентификации,301014,(Временной период),,102002,Повторить 2 дескриптора 2 раза,,,,Operational,PDF
bufr4/3/01/014/2/301011,01,Категория 01 — Последовательности местоположения и идентификации,301014,(Временной период),,301011,"Год, месяц, день",,,,Operational,PDF
bufr4/3/01/014/3/301012,01,Категория 01 — Последовательности местоположения и идентификации,301014,(Временной период),,301012,"Час, минута",,,,Operational,PDF
bufr4/3/01/018/1/001114,01,Категория 01 — Последовательности местоположения и идентификации,301018,(Шифрованный позывной сигнал судна и метод См. примечания шифрования),,001114,Шифрованный идентификатор судна или подвижной наземной станции (кодирование base64),,(см. примечания 2 и 3),"57,23",Operational,PDF
bufr4/3/01/018/2/025185,01,Категория 01 — Последовательности местоположения и идентификации,301018,(Шифрованный позывной сигнал судна и метод См. примечания шифрования),,025185,Метод шифрования,,,,Operational,PDF
bufr4/3/01/018/3/025186,01,Категория 01 — Последовательности местоположения и идентификации,301018,(Шифрованный позывной сигнал судна и метод См. примечания шифрования),,025186,Версия ключа шифрования,,,,Operational,PDF
bufr4/3/01/021/1/005001,01,Категория 01 — Последовательности местоположения и идентификации,301021,(Широта/долгота (высокая точность)),,005001,Широта (высокая точность),,,,Operational,PDF
bufr4/3/01/021/2/006001,01,Категория 01 — Последовательности местоположения и идентификации,301021,(Широта/долгота (высокая точность)),,006001,Долгота (высокая точность),,,,Operational,PDF
bufr4/3/01/022/1/005001,01,Категория 01 — Последовательности местоположения и идентификации,301022,"(Широта/долгота (высокая точность), высота станции)",,005001,Широта (высокая точность),,,,Operational,PDF
bufr4/3/01/022/2/006001,01,Категория 01 — Последовательности местоположения и идентификации,301022,"(Широта/долгота (высокая точность), высота станции)",,006001,Долгота (высокая точность),,,,Operational,PDF
bufr4/3/01/022/3/007001,01,Категория 01 — Последовательности местоположения и идентификации,301022,"(Широта/долгота (высокая точность), высота станции)",,007001,Высота станции,,,,Operational,PDF
bufr4/3/01/023/1/005002,01,Категория 01 — Последовательности местоположения и идентификации,301023,(Широта/долгота (низкая точность)),,005002,Широта (низкая точность),,,,Operational,PDF
bufr4/3/01/023/2/006002,01,Категория 01 — Последовательности местоположения и идентификации,301023,(Широта/долгота (низкая точность)),,006002,Долгота (низкая точность),,,,Operational,PDF
bufr4/3/01/024/1/005002,01,Категория 01 — Последовательности местоположения и идентификации,301024,"(Широта/долгота (низкая точность), высота станции)",,005002,Широта (низкая точность),,,,Operational,PDF
bufr4/3/01/024/2/006002,01,Категория 01 — Последовательности местоположения и идентификации,301024,"(Широта/долгота (низкая точность), высота станции)",,006002,Долгота (низкая точность),,,,Operational,PDF
bufr4/3/01/024/3/007001,01,Категория 01 — Последовательности местоположения и идентификации,301024,"(Широта/долгота (низкая точность), высота станции)",,007001,Высота станции,,,,Operational,PDF
